pearson,rMSE,spearman,MAE,auc_all,aupr_all,drugAUC,drugAUPR,MAP,auc_rank,nDCG,P1,P5,P10,P15,R1,R5,R10,R15,model,fold,seconds
0.3022242007075963,1.9777444727612907,0.31310214518153995,1.8131416633946955,0.7568371159913347,0.12361580192224852,0.7888702491702971,0.1585741194782882,0.15273577029053248,0.7856376734627935,0.5487174409401651,0.21333333333333335,0.3333333333333332,0.2373333333333334,0.1982222222222222,0.010458008024590543,0.06807453673395455,0.09811977624526708,0.11971939435516951,xgb,0,7.31
0.3241464963542654,1.8157109602748953,0.33079660993065413,1.6179020119637535,0.7561376711981491,0.148123808692059,0.8014511337176382,0.1769673696198008,0.17139826339608977,0.7980994093168129,0.6623589803413485,0.37333333333333335,0.3840000000000001,0.2773333333333334,0.2355555555555555,0.0164803190839492,0.06762657724901734,0.0922417296695782,0.10998034439686476,xgb,1,7.41
0.31685114214728866,1.8576277074655392,0.30737154695469737,1.655583525169622,0.758805388303788,0.1877174599453918,0.7877359630877446,0.20316402567543138,0.1972658154437481,0.7845160847397723,0.6554815690077062,0.32,0.4133333333333333,0.29999999999999993,0.2595555555555555,0.009164279346295205,0.05365442932056504,0.07339442250774149,0.09367930123938796,xgb,2,6.89
0.34473496580134333,1.9250551291073774,0.3505328882699021,1.7399826615067586,0.7370028973298565,0.12624806632665903,0.7941835897538772,0.17064948937842864,0.16425990677668903,0.791039677780013,0.6458987991476615,0.32,0.37333333333333335,0.2693333333333333,0.21955555555555553,0.013570962663320068,0.08560942278347615,0.1228223049384384,0.14745553048730134,xgb,3,7.28
0.2776162164064825,1.9887844270638613,0.27488964589556064,1.7974776449657621,0.7675047602324555,0.14418684587209782,0.8052474946184988,0.17486328051460062,0.16862381363788914,0.8020069577893607,0.6498422229921265,0.21333333333333335,0.4079999999999998,0.2920000000000001,0.24,0.012756143125447842,0.08463307436290182,0.11627379576377725,0.1440235397571397,xgb,4,7.23
0.3681656917139405,1.8907241347227413,0.407645704177472,1.7229113537302023,0.685986590952864,0.13314104028457896,0.7603700601965645,0.1776297452529687,0.17321022693752458,0.757212402377279,0.6379211633197688,0.36,0.4026666666666665,0.2813333333333334,0.23288888888888887,0.014321889281371852,0.06187421836320469,0.08100549542655967,0.10099666795993321,xgb,5,7.58
0.38390023532202605,1.7748922968560927,0.3901644838925396,1.579436544574361,0.7451317582433092,0.156469242197266,0.7952289933005114,0.18705789821678087,0.1812831932171807,0.7919520988615967,0.6586917247414531,0.3333333333333333,0.39199999999999996,0.28400000000000003,0.2533333333333333,0.013251977914072753,0.07150955199022566,0.10020525276957694,0.12347250875723423,xgb,6,7.07
0.40475544226982796,1.7169150510444717,0.4072317509243788,1.5270620677384044,0.7257223863799783,0.13550834549199658,0.7963041986332584,0.1700910166726737,0.16565337529798632,0.7930658861934903,0.6071479078742568,0.32,0.33599999999999997,0.25333333333333324,0.2088888888888889,0.015868683712653844,0.06380655027891263,0.09087478429312101,0.10931655175700053,xgb,7,6.96
0.34152914232747533,1.896466850110357,0.32966940995794103,1.6846557476707382,0.7409019615736935,0.1294918717982404,0.7832370335461315,0.15394208674271817,0.1498708506495839,0.7799650349384593,0.5854438409063618,0.32,0.33066666666666655,0.236,0.1964444444444445,0.011783315230888922,0.06163398560985061,0.08415929586871629,0.1014136530550061,xgb,8,7.65
0.3554339407599216,1.723723459956475,0.35976721824295416,1.5302028236476497,0.7641694604781157,0.16970881197271864,0.8222147216409295,0.20255501059260766,0.19677331975548187,0.8190152770711152,0.6515833537981837,0.28,0.4186666666666666,0.2906666666666666,0.25599999999999995,0.019570905271210064,0.08641682734514936,0.1169898774790714,0.15310921900911964,xgb,9,7.71
0.34193574738101684,1.85676444893631,0.3471171403427639,1.6668356044361947,0.7438199990683545,0.14542112945032565,0.7934843437665451,0.17754940421442986,0.1721074535402706,0.7902510502530694,0.6303087003069031,0.3053333333333333,0.3792,0.2721333333333333,0.2300444444444444,0.01372264836538003,0.07048391740372578,0.09760867349618478,0.1203166710774157,xgb,avg,7.309
