scenario,model,fold,removed_top_n_hot_side_effects,MAP,auc_all,nDCG,P1,P5,P10,P15,R1,R5,R10,R15,auc_rank
cold,XGBoost,5,50,0.06689658273422512,,0.07853602539209817,0.0136986301369863,0.024657534246575342,0.03013698630136987,0.02465753424657534,3.925108921772579e-05,0.0026903171426723277,0.007946953208466619,0.010796710306581535,0.643283149308855
cold,Global popularity,5,50,0.14767016209691772,,0.3992449455830919,0.2328767123287671,0.19726027397260265,0.20410958904109583,0.19452054794520546,0.0042841551730924445,0.031032478003886737,0.06587583139588458,0.0925865865096079,0.7680483055801205
cold,HSTrans,5,50,0.1472097648857937,,0.39464932822744875,0.2191780821917808,0.18904109589041093,0.19041095890410953,0.19269406392694058,0.006121780731733835,0.041238623038707234,0.06876884158422428,0.09823782070632107,0.7836707514886205
cold,CAFNet,6,20,0.20088184233529016,,0.48294876558439387,0.22972972972972974,0.24864864864864858,0.24189189189189186,0.2432432432432431,0.01407885103498595,0.056724985726511114,0.08926681048447468,0.13895292281026844,0.7831243688132703
cold,A3Net,6,20,0.1892728071682124,,0.48624639584470136,0.2702702702702703,0.24864864864864863,0.2378378378378379,0.2369369369369369,0.014063012800605072,0.048959129289450044,0.08379496251444471,0.12484033209275112,0.7718481145073661
cold,RF,6,20,0.11224837229218944,,0.26495107028667436,0.0,0.10540540540540545,0.11891891891891888,0.127027027027027,0.0,0.01141033539476067,0.03980983041736226,0.06137102800141782,0.7643254394061805
cold,XGBoost,6,20,0.08954691899793317,,0.09665282358041653,0.0,0.03513513513513513,0.03783783783783785,0.03693693693693694,0.0,0.006642326992467048,0.009170209572522696,0.014270399446958786,0.7358012260769311
cold,Global popularity,6,20,0.2190803801154101,,0.5617351539587089,0.3783783783783784,0.2999999999999999,0.2905405405405405,0.28378378378378355,0.013146898383201742,0.057983809708696835,0.10979615692448072,0.15188435934488537,0.8383264568933185
cold,HSTrans,6,20,0.20087318817930086,,0.4260797544922814,0.20270270270270271,0.2459459459459458,0.2527027027027026,0.2621621621621619,0.007386800941116623,0.03988934785781474,0.07613239028984618,0.1280498881738193,0.8427700786912569
cold,CAFNet,6,50,0.1553716847618676,,0.4047831532583815,0.17567567567567569,0.2054054054054054,0.17567567567567566,0.17477477477477477,0.01054282435425876,0.06124560784435698,0.0909223133142364,0.13921711335213804,0.7497018693080743
