scenario,model,fold,mAP,AUROC,AUPR,nDCG@10,P@1,P@15,R@1,R@15,Spearman,RMSE,MAE,pearson,drugAUC,drugAUPR,P5,P10,R5,R10,seconds,auc_rank
Cold start,RF,2,0.2177525052006554,0.7672392555067814,0.2141127298553451,0.6996466506700895,0.48,0.3297777777777776,0.0134481706520097,0.1127568453299611,0.2857810263901655,1.8829705555530625,1.6028866844243836,0.2983479004126272,0.8010293502190293,0.22161099917513,0.456,0.3626666666666666,0.0569733956207798,0.0837362250289863,6.93,0.7977709794271873
Cold start,RF,3,0.1870277630635496,0.7554990959091951,0.1365584231381193,0.6531930143505131,0.4266666666666667,0.2586666666666666,0.0206851832160343,0.1532214065788895,0.3587655707714997,1.934888402856072,1.6661940849812436,0.3514224050583549,0.806380060412255,0.190780664728834,0.3866666666666665,0.2786666666666667,0.0837344083914997,0.1165923609400373,7.12,0.8032406824260502
Cold start,RF,4,0.1872821029794138,0.7833101116375187,0.162322976593708,0.6796917785333105,0.44,0.2613333333333332,0.0170567615241657,0.1374019234859664,0.2779046349586748,1.9708490877213676,1.6839961132123358,0.2823179508775011,0.8197070191266567,0.191222744866845,0.4106666666666665,0.3106666666666665,0.0829256486508988,0.1149680524817557,7.22,0.8164342359999138
Cold start,RF,5,0.1932410484321347,0.6984842690524564,0.1453509057727444,0.6402094592694672,0.4133333333333333,0.2702222222222221,0.0137182845121147,0.1112813323912361,0.4242385073904084,1.9604463422571892,1.7106473278400671,0.3944317104305049,0.7829232988087512,0.1966111379334598,0.4026666666666667,0.2933333333333332,0.0629630093890499,0.0837146479085462,6.8,0.7797034845275252
Cold start,RF,6,0.2027519143538532,0.7553246941355635,0.1680807077908132,0.7055666564941274,0.5066666666666667,0.2639999999999999,0.0227479176792726,0.1187078870635785,0.400588520513232,1.802463498269558,1.5420511398918813,0.392527623831392,0.8105736150082423,0.2061311836602425,0.3973333333333332,0.2973333333333334,0.0683777131768648,0.0941721438045118,7.04,0.807323502931843
Cold start,RF,7,0.1942930809434445,0.7354602016329455,0.1504135970009477,0.6635699134611625,0.5066666666666667,0.2568888888888887,0.0239335474037769,0.1336447067018542,0.4367900999366156,1.758515030703602,1.5168053815282534,0.4301294412535023,0.806394515185457,0.1973939650882758,0.3653333333333332,0.2786666666666665,0.0730951276690272,0.0968725679738827,7.18,0.803128919073914
Cold start,RF,8,0.1633563352942362,0.7544851661624432,0.1318020806522535,0.6069172528945993,0.3866666666666666,0.2355555555555555,0.0119688972455611,0.1244676216815383,0.3480350485090279,1.8920986331805492,1.612952145516216,0.3582717607262008,0.8005330762897912,0.166629699902993,0.3333333333333331,0.2653333333333333,0.0601116626690965,0.095136503257273,6.98,0.7972528893021071
Cold start,RF,9,0.2155670861030478,0.7672805846069055,0.1823973057249288,0.7119599948286454,0.4533333333333333,0.2853333333333332,0.0233171225347161,0.1523444686158301,0.3695182077706752,1.7537494884088838,1.4915223882828692,0.3682367790341989,0.8343956474204165,0.2198334132178587,0.424,0.3306666666666666,0.0900053774253546,0.1208927651131614,7.51,0.8311983078824423
Cold start,XGBoost,0,0.1527357702905324,0.7568371159913347,0.1236158019222485,0.5487174409401651,0.2133333333333333,0.1982222222222222,0.0104580080245905,0.1197193943551695,0.3131021451815399,1.9777444727612907,1.8131416633946955,0.3022242007075963,0.7888702491702971,0.1585741194782882,0.3333333333333332,0.2373333333333334,0.0680745367339545,0.098119776245267,7.31,0.7856376734627935
Cold start,XGBoost,1,0.1713982633960897,0.7561376711981491,0.148123808692059,0.6623589803413485,0.3733333333333333,0.2355555555555555,0.0164803190839492,0.1099803443968647,0.3307966099306541,1.8157109602748955,1.6179020119637535,0.3241464963542654,0.8014511337176382,0.1769673696198008,0.3840000000000001,0.2773333333333334,0.0676265772490173,0.0922417296695782,7.41,0.7980994093168129
Cold start,XGBoost,2,0.1972658154437481,0.758805388303788,0.1877174599453918,0.6554815690077062,0.32,0.2595555555555555,0.0091642793462952,0.0936793012393879,0.3073715469546973,1.8576277074655392,1.655583525169622,0.3168511421472886,0.7877359630877446,0.2031640256754313,0.4133333333333333,0.2999999999999999,0.053654429320565,0.0733944225077414,6.89,0.7845160847397723
Cold start,XGBoost,3,0.164259906776689,0.7370028973298565,0.126248066326659,0.6458987991476615,0.32,0.2195555555555555,0.01357096266332,0.1474555304873013,0.3505328882699021,1.9250551291073772,1.7399826615067586,0.3447349658013433,0.7941835897538772,0.1706494893784286,0.3733333333333333,0.2693333333333333,0.0856094227834761,0.1228223049384384,7.28,0.791039677780013
Cold start,XGBoost,4,0.1686238136378891,0.7675047602324555,0.1441868458720978,0.6498422229921265,0.2133333333333333,0.24,0.0127561431254478,0.1440235397571397,0.2748896458955606,1.9887844270638613,1.797477644965762,0.2776162164064825,0.8052474946184988,0.1748632805146006,0.4079999999999998,0.2920000000000001,0.0846330743629018,0.1162737957637772,7.23,0.8020069577893607
Cold start,XGBoost,5,0.1732102269375245,0.685986590952864,0.1331410402845789,0.6379211633197688,0.36,0.2328888888888888,0.0143218892813718,0.1009966679599332,0.407645704177472,1.8907241347227413,1.7229113537302023,0.3681656917139405,0.7603700601965645,0.1776297452529687,0.4026666666666665,0.2813333333333334,0.0618742183632046,0.0810054954265596,7.58,0.757212402377279
Cold start,XGBoost,6,0.1812831932171807,0.7451317582433092,0.156469242197266,0.6586917247414531,0.3333333333333333,0.2533333333333333,0.0132519779140727,0.1234725087572342,0.3901644838925396,1.7748922968560927,1.579436544574361,0.383900235322026,0.7952289933005114,0.1870578982167808,0.3919999999999999,0.284,0.0715095519902256,0.1002052527695769,7.07,0.7919520988615967
Cold start,XGBoost,7,0.1656533752979863,0.7257223863799783,0.1355083454919965,0.6071479078742568,0.32,0.2088888888888889,0.0158686837126538,0.1093165517570005,0.4072317509243788,1.7169150510444715,1.5270620677384044,0.4047554422698279,0.7963041986332584,0.1700910166726737,0.3359999999999999,0.2533333333333332,0.0638065502789126,0.090874784293121,6.96,0.7930658861934903
Cold start,XGBoost,8,0.1498708506495839,0.7409019615736935,0.1294918717982404,0.5854438409063618,0.32,0.1964444444444445,0.0117833152308889,0.1014136530550061,0.329669409957941,1.896466850110357,1.6846557476707382,0.3415291423274753,0.7832370335461315,0.1539420867427181,0.3306666666666665,0.236,0.0616339856098506,0.0841592958687162,7.65,0.7799650349384593
Cold start,XGBoost,9,0.1967733197554818,0.7641694604781157,0.1697088119727186,0.6515833537981837,0.28,0.2559999999999999,0.01957090527121,0.1531092190091196,0.3597672182429541,1.723723459956475,1.5302028236476497,0.3554339407599216,0.8222147216409295,0.2025550105926076,0.4186666666666666,0.2906666666666666,0.0864168273451493,0.1169898774790714,7.71,0.8190152770711152
Warm start,Global popularity,0,0.2213455276617531,0.8198728581234693,0.0493204171289055,0.4860705629788744,0.3417322834645669,0.1134908136482943,0.0898000862604502,0.3461433087671284,0.4840743703986424,0.8354764059279778,0.616838762007541,0.4900486912890996,0.8676772294403766,0.2214486698658164,0.2000000000000007,0.141102362204724,0.2258983652113803,0.2950140254431108,0.85,
Warm start,Global popularity,1,0.2140347560366924,0.8253290930364245,0.0505829952450801,0.4755670452221274,0.3105590062111801,0.1110766045548657,0.0779423709866081,0.3545513447386009,0.4958009188493817,0.8158097896151568,0.6104257164161065,0.5104742565631412,0.8804136871186343,0.2143024050797501,0.1928571428571436,0.1405279503105588,0.2214005551968387,0.3075244146785941,0.87,
Warm start,Global popularity,2,0.2134045949503091,0.8200574690172854,0.0503749813101781,0.4546068362177242,0.300763358778626,0.1112468193384226,0.0768539033750312,0.3538847347414979,0.4895375323895293,0.8330613145087186,0.6200542659671903,0.4983032174231844,0.8699562639845035,0.2135519069687021,0.1862595419847335,0.1389312977099234,0.2155746835274438,0.2994303517699408,0.87,
Warm start,Global popularity,3,0.2228551101672166,0.8252970587183577,0.0536932574248802,0.4781395870416071,0.3343558282208589,0.1156441717791414,0.0845186948482792,0.3669492968170439,0.503641982059406,0.8096551465852158,0.5997039729822189,0.5143242668082358,0.8761646877711741,0.2230366732928416,0.2027607361963198,0.1453987730061346,0.2295795130556467,0.3123505713882195,0.86,
Warm start,Global popularity,4,0.2083035297425287,0.8181893529619058,0.0485302450432963,0.4577943452736029,0.3097072419106317,0.1091936312275299,0.07678983786765,0.3510475894229229,0.5045515255887649,0.8119882008870237,0.6049595750212456,0.5069590438106161,0.8679143429175434,0.2084388570031514,0.1864406779661024,0.1366718027734974,0.2097729621176919,0.3003790464395668,0.86,
Warm start,Global popularity,5,0.2150849696216141,0.8189246220182684,0.0496946370630501,0.4625610928563617,0.3076923076923077,0.1139487179487183,0.0831642135072588,0.3566082864492696,0.4866418381787727,0.8268694869015927,0.6181636521005148,0.483655031516113,0.8697825758030094,0.2153741279100986,0.1852307692307702,0.1399999999999995,0.2225456990845497,0.3019309128716644,0.86,
Warm start,Global popularity,6,0.2083360327211545,0.8189548256298476,0.0487162241708908,0.4557477278101002,0.3116279069767442,0.1143152454780364,0.0791115878261829,0.3621129610390188,0.4979988768448791,0.7940732815418865,0.6012156423129144,0.5177546546114354,0.8711663662699897,0.208454906015969,0.187596899224807,0.1382945736434105,0.2147987532386223,0.2961046204568786,0.85,
Warm start,Global popularity,7,0.2162802914708838,0.8205164719401773,0.0514211268716463,0.46646500705361,0.3235294117647059,0.1117647058823535,0.0787631868284068,0.3500603518988295,0.5239972185029491,0.8189653966548288,0.6064871845240479,0.5252964819844529,0.871462473289269,0.2164040946680311,0.1941176470588242,0.141176470588235,0.2239969255339577,0.3079039363734966,0.86,
Warm start,Global popularity,8,0.228139329595131,0.8236238862560749,0.0542626813242676,0.4801086100831736,0.3235294117647059,0.1144478844169249,0.0892116454707785,0.3648342847434701,0.4933532671985021,0.8091599014198144,0.60163988681517,0.4909242229819776,0.8762543179916908,0.2283804976750197,0.1990712074303413,0.142569659442724,0.2333688084202359,0.3136606224703454,0.86,
Warm start,Global popularity,9,0.2196986512332313,0.8199170064973976,0.0499903061725202,0.4868780013879795,0.3395638629283489,0.1111111111111115,0.0887908127138334,0.3515708893171029,0.5291520587254024,0.7919108447327851,0.5912630611278806,0.5298833403782239,0.8758220782440552,0.2198162369862183,0.1919003115264805,0.1381619937694703,0.2207254418733136,0.298561341890207,0.84,
Cold start,Global popularity,0,0.3785579634475323,0.836796173248097,0.2677206868557476,0.7697810509151037,0.6666666666666666,0.4595555555555556,0.0315759712176549,0.2820814238585808,0.4843918177353036,0.7714580066920418,0.5693296818197331,0.490227559674624,0.8704507872383507,0.3788596088783676,0.6106666666666669,0.5226666666666666,0.1329490226974419,0.2175156484296007,0.19,0.8675206109074541
Cold start,Global popularity,1,0.4189503347275817,0.845792024422202,0.3155695922294104,0.8449461077434245,0.7333333333333333,0.5368888888888891,0.0293993683989609,0.2663043480829696,0.4759353169704059,0.8692254724376403,0.6346116222307457,0.4812105654975758,0.8860139758366917,0.4192476904173541,0.6853333333333332,0.604,0.1310066441023141,0.2110904103563858,0.21,0.8835503431350874
Cold start,Global popularity,2,0.4512267007256082,0.8192281471464562,0.338912277007915,0.8610333287541588,0.8,0.6097777777777779,0.0234742669339608,0.2368635006932397,0.4726905594658592,0.8040293465067367,0.6109454466957485,0.4751163511973971,0.8716042738121831,0.4516102607753022,0.7146666666666665,0.6613333333333336,0.1002535527293299,0.1820361013790582,0.26,0.8682718195494626
Cold start,Global popularity,3,0.3933160571624418,0.8260192358004057,0.2725995571369649,0.8183413297748319,0.6933333333333334,0.4764444444444443,0.0345390814991294,0.2857577387951427,0.538674946222446,0.7880197011791571,0.5764108548333069,0.5492333912958783,0.8740813921241304,0.3935859772272089,0.6480000000000001,0.5413333333333333,0.1535785361515385,0.2314635252385048,0.2,0.8709962865704334
Cold start,Global popularity,4,0.4196151882084104,0.8559491254882735,0.3312554148115786,0.8726324679399519,0.8266666666666667,0.5368888888888891,0.0400230342760245,0.2876939617958647,0.3441414106442534,0.9071474469065484,0.6652553151126186,0.4055650449166862,0.8774608080328545,0.4199885488466091,0.6853333333333333,0.6080000000000001,0.1433010830214113,0.2352187514776646,0.2,0.874672507353015
Cold start,Global popularity,5,0.3996682043274412,0.7943541877315359,0.2843756422594893,0.8079434427045495,0.72,0.5368888888888889,0.0263356657714382,0.2489745481874885,0.5281908869242166,0.8217385092825165,0.605893664146811,0.5245306424951537,0.8546506782496979,0.4001272082417766,0.6346666666666666,0.5826666666666668,0.109635666561476,0.1847851046690104,0.24,0.8508506981163868
Cold start,Global popularity,6,0.4219774617779792,0.8204087317665864,0.2991159587077381,0.8485756277264179,0.7333333333333333,0.5582222222222222,0.0255875753095269,0.2778755735093178,0.5394976750771227,0.7990354082058038,0.6069589172091994,0.5302307864836183,0.8788371989475932,0.4224994893465234,0.6773333333333332,0.6159999999999999,0.1230017975887593,0.2128634032380236,0.23,0.8759051208680575
Cold start,Global popularity,7,0.3805417716780662,0.8036409641541019,0.2684995884737525,0.7860092136427278,0.6533333333333333,0.4924444444444445,0.0271376342108509,0.2490330447504326,0.5601059231817083,0.7666319930147861,0.5791028631617199,0.5590007444889957,0.8743351526450293,0.3809439915778675,0.6053333333333333,0.5333333333333333,0.1242455961588153,0.1897791064034684,0.24,0.871349679435209
Cold start,Global popularity,8,0.3850073663530777,0.8337198472850458,0.2800774263642107,0.821332979008545,0.72,0.4880000000000001,0.0310212613465626,0.2656682858138466,0.4780626845512581,0.8898606911844567,0.6606137715867474,0.513065373294194,0.8744153173543593,0.3853516550038852,0.6026666666666665,0.5519999999999999,0.1244861212906413,0.2150877559429873,0.2,0.8717342848837237
Cold start,Global popularity,9,0.4448985628698664,0.8139273102397793,0.2952538781621668,0.8848426192186339,0.7866666666666666,0.5351111111111112,0.0438368239736617,0.30299770783783,0.5162674762189026,0.7536735528137909,0.5769567634002581,0.5189907478294761,0.8888805084301318,0.4455451611441052,0.6960000000000002,0.593333333333333,0.1619908428949431,0.2421132204173469,0.23,0.8860046176815026
Cold start,HSTrans,0,0.3052556018742139,0.7951407894412515,0.1813549641808861,0.7162266436739054,0.5066666666666667,0.3955555555555552,0.0265896905572232,0.2377208208161203,0.3837838927885022,2.005863661840237,1.5898467270162906,0.3667579202376941,0.8520343307423375,0.3052556018742139,0.4506666666666667,0.4239999999999999,0.0944316625079275,0.1733501114547348,6210.63,0.8520343307423376
Cold start,HSTrans,1,0.3053780124151735,0.7981807155995145,0.2162394372117958,0.6898809954605882,0.4,0.4168888888888888,0.0126534600029762,0.1926296658707089,0.358681876132595,1.9444262336026,1.5297670515869992,0.3260503685580432,0.858901835077282,0.3053780124151736,0.4693333333333336,0.4453333333333334,0.0774343157708431,0.1403844963334277,6135.4,0.8589005517462925
Cold start,HSTrans,2,0.3272864173647206,0.768536154687779,0.234626887133975,0.6659136161149838,0.36,0.4595555555555556,0.0077065564992145,0.1673942570429674,0.3077809727282767,2.1793835545334845,1.782918013846421,0.3055653595713158,0.8412397116382241,0.3272864173647206,0.4426666666666665,0.4799999999999999,0.0543175931154939,0.1205015765720786,5894.61,0.8412397116382241
Cold start,HSTrans,3,0.2769172922764467,0.7643304409968895,0.1716366405305149,0.6807904901486528,0.4266666666666667,0.3760000000000001,0.0218585425533371,0.2256639021421823,0.3915834758651789,2.220541711280575,1.8217903761249672,0.3585854607854409,0.8449236493085966,0.2769172922764467,0.3919999999999999,0.3866666666666668,0.0871072534798906,0.1614472716190139,6617.72,0.8449236493085966
Cold start,HSTrans,4,0.3001083968451986,0.8169008989999486,0.2207124907605742,0.7075576255516206,0.4666666666666667,0.3955555555555552,0.0208173018528593,0.2172978721618926,0.2356202301429948,2.009249394731991,1.5444347424613316,0.2384355304534692,0.8560273834768611,0.3001083968451986,0.4720000000000002,0.4253333333333333,0.0949037099566987,0.1635661767350014,6607.6,0.8560273834768611
Cold start,HSTrans,5,0.3065667793972922,0.744352294522318,0.1922702414307436,0.6916203139023211,0.44,0.4204444444444444,0.015305055738289,0.1791767718275207,0.3701248259097965,2.132125150944391,1.7058470273353183,0.3363408993628654,0.8209959337921923,0.3065667793972922,0.4853333333333335,0.4493333333333336,0.0774432208162308,0.1326416336892733,5756.78,0.8209959337921923
Cold start,HSTrans,6,0.316381437768482,0.760997486691434,0.206167538148638,0.7324418551124188,0.5466666666666666,0.4213333333333331,0.0188440286505982,0.1996914908204179,0.4320100506905993,2.060518014694846,1.6982339875274886,0.4178397255736144,0.8473633598591311,0.3163814377684819,0.5093333333333334,0.4520000000000002,0.086567690646918,0.14963647321949,5820.59,0.8473629470267775
Cold start,HSTrans,7,0.315476498235469,0.7865966105868611,0.215251255534028,0.7118676241942128,0.48,0.44,0.0197285072452321,0.2205938901105495,0.4576853935862113,1.930669804120036,1.5774265496407964,0.4603115064535306,0.8498524611701628,0.315476498235469,0.509333333333333,0.4639999999999999,0.1016663749766303,0.163450719551211,5829.64,0.8498524611701628
Cold start,HSTrans,8,0.2814311986110973,0.7812894472122799,0.1899369924343154,0.6910542394261083,0.3866666666666666,0.3848888888888888,0.0148022194571349,0.2114473055633529,0.331790192990727,1.9176409550399545,1.4927274094197245,0.3103664265214451,0.8431603313879082,0.2814311986110974,0.4346666666666665,0.4253333333333333,0.0880877958038836,0.1625933550313039,5995.61,0.8431603313879082
Cold start,HSTrans,9,0.3045047324475775,0.7811657039746153,0.2261579746879798,0.6940563680339659,0.4133333333333333,0.3955555555555554,0.0183058307806132,0.2145716437811521,0.3699330459384225,2.044152211451069,1.643303796851017,0.3538026249053811,0.8534556301370602,0.3045047324475775,0.4239999999999998,0.4173333333333333,0.0884922348527876,0.160395386858772,5848.22,0.8534556301370602
