pearson,rMSE,spearman,MAE,auc_all,aupr_all,drugAUC,drugAUPR,MAP,auc_rank,nDCG,P1,P5,P10,P15,R1,R5,R10,R15,model,fold,seconds
0.3495314343660661,1.855452150407331,0.3715767887368134,1.4753039524335687,0.8200538800843821,0.2266383229159492,0.8701179816169102,0.3516953906527597,0.3516953906527597,0.8701179816169102,0.5141031176295757,0.56,0.5333333333333337,0.4813333333333333,0.4417777777777776,0.0249200282098252,0.1164251225734022,0.1997880359304703,0.2618898471762721,HSTrans,0,1573.66
0.24368690540893506,1.474436899067195,0.28904260768315676,1.1105822207374374,0.8384807538863575,0.29803427704736785,0.8822195950312258,0.38366757477853397,0.38366757477853397,0.8822195950312258,0.5936608012033727,0.7466666666666667,0.6293333333333334,0.5493333333333332,0.5031111111111114,0.03072648953226464,0.11070991125648158,0.18359924938825584,0.24539482308256733,HSTrans,1,1503.97
0.3631495797724286,1.8033773839920235,0.3530066971635837,1.4645997538983195,0.7709945042460536,0.26797381288982663,0.8627496976386267,0.4067700165278019,0.4067700165278019,0.8627496976386267,0.6365288837725793,0.7066666666666667,0.6746666666666666,0.6093333333333335,0.5688888888888891,0.019187804440864254,0.09215631252193625,0.15814722609952844,0.2150084031702738,HSTrans,2,1752.04
0.34046874563443863,2.1274597582771992,0.3687220002615829,1.7791052559093652,0.794749863361796,0.23552084349052116,0.8694231111101633,0.368807270859225,0.368807270859225,0.8694231111101633,0.5646692953366926,0.64,0.6186666666666667,0.5066666666666667,0.4568888888888888,0.03012463066120084,0.13761335779341363,0.2181438162481029,0.27145070519337483,HSTrans,3,1716.93
0.2578118535338114,2.0328326509630896,0.25104100307309485,1.62098727993654,0.8441780558724946,0.2879370343256369,0.8798834786930434,0.390017267767449,0.390017267767449,0.8798834786930434,0.6043369061569944,0.6933333333333334,0.6133333333333335,0.5680000000000001,0.5164444444444446,0.033338921130719616,0.1269938695338739,0.21742745289606968,0.2832538289789893,HSTrans,4,1948.93
0.4098461667131226,1.6738822590176208,0.4480365330822061,1.3176985026851493,0.7762530668699852,0.24846266803921396,0.8447537074112205,0.362306046975246,0.362306046975246,0.8447537074112205,0.5793581305084413,0.5866666666666667,0.616,0.5520000000000002,0.5075555555555556,0.021168957099909482,0.10194693379460672,0.16573090127973047,0.2289851192370241,HSTrans,5,1843.41
0.38257290087784757,1.9289911268731164,0.393007583581178,1.5909172698416083,0.7910146795375609,0.258377849650525,0.8707006910472457,0.3795313961890487,0.3795313961890487,0.8707006910472457,0.5975458385247582,0.6666666666666666,0.6373333333333332,0.56,0.5004444444444445,0.022453530853005176,0.11338822033728427,0.18886380063661526,0.2392559112800544,HSTrans,6,1849.54
0.40671086352244823,1.5693407467260554,0.4152171156780163,1.2102023324230744,0.8039767462686841,0.23930598117243415,0.8704988826329245,0.33871829840160356,0.33871829840160356,0.8704988826329245,0.5194792086469294,0.5733333333333334,0.5066666666666665,0.4946666666666666,0.4524444444444444,0.024664427411383288,0.09178209399380159,0.17022564678986335,0.22708693090849194,HSTrans,7,1731.34
0.34529446375144257,1.9765684095341605,0.3461895734112267,1.5976872854899866,0.8087566249565151,0.23944695448505887,0.8670195519613695,0.34674622991043236,0.34674622991043236,0.8670195519613695,0.5426437676388304,0.68,0.5599999999999999,0.4946666666666666,0.44444444444444436,0.031138152727760406,0.11320151890550775,0.1924540996953995,0.24848111613513824,HSTrans,8,1512.75
0.37880754976898257,1.8486258310340022,0.39676603742704614,1.4781980097513614,0.7730079583793285,0.2563218579616903,0.8841214491645056,0.40694919143638686,0.40694919143638686,0.8841214491645056,0.6264205752240652,0.7333333333333333,0.645333333333333,0.5773333333333333,0.5120000000000001,0.036108965680586046,0.14191142164302786,0.2306123935339016,0.285011142853485,HSTrans,9,1464.16
0.34778804633495236,1.8290967215891794,0.3632605940097905,1.464528186310641,0.8021466133463158,0.2558019601978224,0.8701488146307235,0.3735208683498487,0.3735208683498487,0.8701488146307235,0.577874652464224,0.6586666666666667,0.6034666666666666,0.5393333333333332,0.49040000000000006,0.027383190774751893,0.11461287623533359,0.19249926224979375,0.2505817828015671,HSTrans,avg,1689.673
