epoch,train_loss,auc_all,aupr_all,drugAUC,drugAUPR
50,704.6665151259479,0.8125587328337583,0.19698053686060943,0.8614112019355512,0.3410989498292802
60,590.6363067626953,0.8001341363777031,0.2235946611226857,0.8521235235440318,0.33914271101765375
70,507.476240270278,0.7942584406233413,0.19778500289024156,0.8534418981378292,0.3242288550431826
80,493.235029332778,0.7974145319586305,0.21007038367601263,0.8518042810373198,0.31838855798591487
90,472.8826365751379,0.7941959740239417,0.20889635762573278,0.850220960116588,0.3118073025650259
100,445.0451992259306,0.7905036231395638,0.2081155029351235,0.8429848455969731,0.2927705865232824
10,1307.335022870232,0.8529247052652198,0.2679638945353932,0.8817037364199126,0.3792208846497725
20,1122.660956887638,0.84858088202112,0.2762556203589921,0.8837328177211529,0.38593901813201215
30,938.0369298598346,0.8573554589306756,0.28981052580013444,0.8911025777941094,0.4072653882702272
40,800.4190754609949,0.8554691833894232,0.29224136527452554,0.8889210955205226,0.41178940588151786
50,718.6591473747702,0.8457613144131539,0.24969836130801462,0.8868791615622474,0.3844961288763425
60,597.1825422399185,0.8399251519923625,0.2681984741838653,0.8795595147409108,0.37739739713577025
70,565.7285268446979,0.8314690584582982,0.2650604074085246,0.8694001210826322,0.3735488976416094
80,499.32770089542163,0.8392287863937217,0.2713415333773186,0.8753565909560456,0.3747733635688255
90,481.05799237419575,0.8263510065378572,0.274311976797069,0.8635803233677704,0.3607496632284694
100,443.5409965515137,0.8232088288924375,0.25899740289967266,0.8625615634055755,0.336617030621008
10,1261.2054820341223,0.7873362746853683,0.24936110281005888,0.8475260158837046,0.3597704367435561
20,1095.7471771240234,0.7955253408256341,0.23773211942739197,0.856967646003438,0.3636664251268245
30,918.145092234892,0.8102967233102455,0.25634776155150507,0.8562360971415952,0.36957689570515895
40,796.6773538028492,0.7789150481383083,0.20747849095625231,0.848358055118726,0.35283138459457597
50,661.4846011891085,0.7990067505859457,0.24266815580160997,0.8446874714549386,0.3307438835260773
60,598.63751893885,0.7798732212022735,0.23418690461551211,0.8393273984049878,0.3340848108712031
70,577.2499286427218,0.7840401332033751,0.24637608031495356,0.8307206310772198,0.33258337757656603
80,499.80039439481845,0.7697022265905625,0.2399602970469759,0.8284800959972142,0.3388655482065735
90,475.6827412773581,0.7709716346641158,0.2594952528626531,0.8283324043619991,0.34698574609009875
100,439.20514723833867,0.7810573603756761,0.2636981002973643,0.8205344918332755,0.3477715951298328
10,1281.554770974552,0.8223481165214425,0.2753807513210434,0.8780189781069201,0.3843355747332717
20,1132.1904844396254,0.8051825194153357,0.2414763899329021,0.8756735701572971,0.3667095344676281
30,989.7311733470243,0.8262232817920538,0.27732253115778394,0.882053775331368,0.3827127889979423
40,897.9063612994025,0.8072818096961686,0.24265929573968942,0.8669661889017733,0.3521642187363168
50,778.7082950367648,0.7896476510800149,0.23839079127235613,0.8583643276783738,0.36350927661356786
60,674.3159431008731,0.7839983729693106,0.2359538719705511,0.8469772042631443,0.3437780651294971
70,577.5610679177677,0.7746135703925848,0.2395033838195914,0.8355302158935074,0.35304577936519377
80,595.7417063993566,0.7720564183606946,0.23234912132943097,0.837324224234584,0.34182994178423554
90,467.2400806651396,0.7612108684206965,0.23260042819896307,0.8278019393379418,0.3265494267618389
100,490.8569398767808,0.7743930844543324,0.24426765350971333,0.8323585118914391,0.3526670973589587
10,1282.142417458927,0.8015862228458994,0.2550551921385972,0.8719015553395525,0.33767859916674786
20,1115.355084587546,0.8019178707501415,0.2280361131267839,0.8742404904111866,0.3358422706192026
30,963.6267188577091,0.8058972332373552,0.22366604550367625,0.8723976819953473,0.35299988159191675
40,806.8195791805492,0.7963876577629909,0.21804121969097554,0.8638705690897613,0.33278558916936407
50,704.1998371797449,0.8143658970208525,0.22473684306526168,0.8610838255575736,0.3479852917074132
60,593.7642081765567,0.7970420155003562,0.20454765930168214,0.8507777720054214,0.3180408610764872
70,547.9416301951688,0.7909633094612468,0.2341436261725706,0.852527152788201,0.32623768651559726
80,501.1309569863712,0.7650121997445594,0.2015043331543631,0.8377613393523079,0.3221110677178857
90,444.14088484820195,0.7888245375964155,0.2233194217030054,0.8493880910299184,0.330929046386497
100,410.08735477223115,0.7902827225735403,0.23838238551357555,0.8414263503428757,0.3348822039656637
10,1297.4083548153149,0.8342005980061435,0.2675055342374643,0.8766856836798581,0.33711788961631073
20,1171.0936952478746,0.8418351289964171,0.26806697271435576,0.8771105427531755,0.35810896373181134
30,936.0239473230698,0.8394252102062867,0.24110190879844284,0.8780294238376084,0.36439171547677757
40,834.3272390926586,0.8355538866230293,0.22058325836464743,0.8754962959398163,0.3293427526866503
50,686.0308941111845,0.825903467138519,0.23064123696517763,0.862889189529012,0.33127492107128975
60,573.3983674890854,0.8215960218830023,0.2340357269545042,0.8635662059033363,0.32771968095900433
70,514.7425828821519,0.8202714701410931,0.24724482970054965,0.8505347786197286,0.3315690320835165
80,463.836716595818,0.8146079289685173,0.23132369574272882,0.8434627488612088,0.3209966789043534
90,515.9016723632812,0.8157272124624948,0.2419498088219299,0.8498158299418749,0.3223210203386262
100,465.64290214987363,0.8083063421655452,0.23690920764279605,0.8462675980057988,0.31637874519604187
10,1295.6259819479549,0.8198317904543758,0.2628691866301049,0.883446266283186,0.38724087981628375
20,1122.343600104837,0.8162491624584564,0.2386285566548752,0.8855808348813876,0.4026100790181377
30,1034.6318179859834,0.8277181085456005,0.2829108856094729,0.8905909786373657,0.41687408790710434
40,803.502415825339,0.8124423486432686,0.24405279185655226,0.8828316836723832,0.39025350057237423
50,742.2671876795151,0.7929864249492038,0.22400992486152144,0.8724417125489149,0.37987578935570343
60,604.2689128202551,0.7964017661187708,0.24580534470397303,0.8746365891181849,0.3988077636688753
70,531.469716240378,0.7845734183730098,0.2467446776748938,0.866339898409521,0.3835894586835343
80,471.3727206061868,0.7829430409126583,0.2660639549118445,0.862826457051568,0.35949089176539
90,446.061596141142,0.7829066772251432,0.25180181097060433,0.8586058453601026,0.3425789044440556
100,454.98565000646255,0.7921664261627243,0.26819693342686934,0.8593113209439028,0.3714056180664264
