drug_local_idx,model,group,AP,nDCG@10,P@15,R@15
12,CAFNet,frequent,0.7349639393282202,0.7975167679274939,0.7333333333333333,0.08461538461538462
13,CAFNet,rare,0.012630948805781987,0.0,0.0,0.0
13,CAFNet,middle,0.011608463566788862,0.0,0.0,0.0
13,CAFNet,frequent,0.3795282027379249,0.59839506697425,0.4,0.2857142857142857
14,CAFNet,rare,,,,
14,CAFNet,middle,0.03940217391304348,0.0,0.0,0.0
14,CAFNet,frequent,0.5170417479526301,0.5894280199323519,0.5333333333333333,0.3076923076923077
15,CAFNet,rare,0.025353016688061617,0.0,0.0,0.0
15,CAFNet,middle,0.05944211335890496,0.0,0.0,0.0
15,CAFNet,frequent,,,,
16,CAFNet,rare,0.3333333333333333,0.5249810332008933,0.13333333333333333,1.0
16,CAFNet,middle,0.13480392156862744,0.2640681225725909,0.06666666666666667,0.5
16,CAFNet,frequent,0.17377712893035474,0.13886244387355456,0.13333333333333333,0.2
17,CAFNet,rare,,,,
17,CAFNet,middle,0.019430760810071154,0.0,0.0,0.0
17,CAFNet,frequent,0.3989073361184251,0.37878333867593544,0.4,0.1935483870967742
18,CAFNet,rare,,,,
18,CAFNet,middle,0.00686217008797654,0.0,0.0,0.0
18,CAFNet,frequent,0.24184950596399624,0.2200917662980802,0.13333333333333333,0.1
19,CAFNet,rare,0.004464285714285714,0.0,0.0,0.0
19,CAFNet,middle,,,,
19,CAFNet,frequent,0.6533975105196778,1.0,0.8666666666666667,0.52
20,CAFNet,rare,,,,
20,CAFNet,middle,0.11889952153110048,0.20210734650054757,0.06666666666666667,0.3333333333333333
20,CAFNet,frequent,0.3666287400470027,0.36288691033421755,0.3333333333333333,0.4166666666666667
21,CAFNet,rare,0.0761394112045383,0.12647135138382856,0.06666666666666667,0.125
21,CAFNet,middle,0.25534640531582614,0.46975579500086934,0.3333333333333333,0.2631578947368421
21,CAFNet,frequent,0.7103780796082932,0.92663607790064,0.8666666666666667,0.21666666666666667
22,CAFNet,rare,0.013928112529857116,0.0,0.0,0.0
22,CAFNet,middle,0.03280114631706198,0.0,0.0,0.0
22,CAFNet,frequent,0.2341708776194253,0.2200917662980802,0.13333333333333333,0.08
23,CAFNet,rare,0.01038593182274591,0.0,0.0,0.0
23,CAFNet,middle,0.08587404320280642,0.09478836436955079,0.13333333333333333,0.13333333333333333
23,CAFNet,frequent,0.34271873703616473,0.24703059344735187,0.3333333333333333,0.11904761904761904
24,CAFNet,rare,0.009507355849566869,0.0,0.0,0.0
24,CAFNet,middle,0.07603124545288517,0.07336392209936006,0.06666666666666667,0.09090909090909091
24,CAFNet,frequent,0.2997806421865986,0.35314377643380923,0.3333333333333333,0.2777777777777778
25,CAFNet,rare,0.007652804860200605,0.0,0.0,0.0
25,CAFNet,middle,0.09229205738555948,0.0,0.0,0.0
25,CAFNet,frequent,0.41469345708342203,0.423676645087319,0.5333333333333333,0.1568627450980392
26,CAFNet,rare,0.08620612171026505,0.0,0.0,0.0
26,CAFNet,middle,0.35974228457063506,0.2837125544970319,0.3333333333333333,0.050505050505050504
26,CAFNet,frequent,0.8013638433085492,0.9305687780632229,0.9333333333333333,0.09655172413793103
27,CAFNet,rare,0.008612455949675591,0.0,0.0,0.0
27,CAFNet,middle,0.02394976610918155,0.0,0.0,0.0
27,CAFNet,frequent,0.6033395940346474,0.7510916729774055,0.8,0.35294117647058826
28,CAFNet,rare,,,,
28,CAFNet,middle,0.014492753623188406,0.0,0.0,0.0
28,CAFNet,frequent,0.16333101738041073,0.2917883373452058,0.13333333333333333,0.3333333333333333
29,CAFNet,rare,0.15979085940503068,0.24630238874073,0.06666666666666667,0.25
29,CAFNet,middle,0.04566541261063695,0.0,0.0,0.0
29,CAFNet,frequent,0.4045478786053963,0.6719377023185356,0.4666666666666667,0.2
30,CAFNet,rare,0.001984126984126984,0.0,0.0,0.0
30,CAFNet,middle,,,,
30,CAFNet,frequent,0.48728583445427753,0.6722390270733758,0.4666666666666667,0.4666666666666667
31,CAFNet,rare,0.09090909090909091,0.0,0.06666666666666667,1.0
31,CAFNet,middle,0.04365079365079365,0.0,0.0,0.0
31,CAFNet,frequent,0.27920709398523735,0.24936270394794907,0.26666666666666666,0.18181818181818182
32,CAFNet,rare,0.007518796992481203,0.0,0.0,0.0
32,CAFNet,middle,0.0245202878714292,0.0,0.0,0.0
32,CAFNet,frequent,0.2781085560584027,0.24890832702259466,0.3333333333333333,0.22727272727272727
33,CAFNet,rare,0.0196078431372549,0.0,0.0,0.0
33,CAFNet,middle,0.0036101083032490976,0.0,0.0,0.0
33,CAFNet,frequent,0.14680617513220717,0.0,0.0,0.0
34,CAFNet,rare,0.004032258064516129,0.0,0.0,0.0
34,CAFNet,middle,0.03419792014213023,0.0,0.0,0.0
34,CAFNet,frequent,0.5574224457392951,0.7058075148678529,0.7333333333333333,0.3333333333333333
35,CAFNet,rare,0.005565962623470262,0.0,0.0,0.0
35,CAFNet,middle,0.018774703557312252,0.0,0.0,0.0
