drug_local_idx,model,matched_AUROC,matched_AUPR,pos_gt_ctrl_rate,pos_minus_ctrl_score
23,CAFNet,0.6044611663531309,0.5729341530049257,0.6032786885245902,0.3538582050898036
23,CAFNet-D full,0.5550120935232464,0.5650683237909162,0.5639344262295082,0.31819775740264866
23,CAFNet-D + ATC,0.512227895726955,0.5614051500614936,0.5049180327868853,0.03764527397321874
23,CAFNet-D + ATC+target,0.48890083310937915,0.5481643428517724,0.5081967213114754,-0.14206655354651274
23,Global popularity,0.5389948938457403,0.5694496056525049,0.5377049180327869,0.03281602914389799
24,CAFNet,0.6068571428571429,0.6357634635516543,0.68,0.4512327916813748
24,CAFNet-D full,0.5400816326530612,0.634691392755696,0.5542857142857143,0.07455355605908802
24,CAFNet-D + ATC,0.5164081632653061,0.6202269679968382,0.5428571428571428,0.11251999309020387
24,CAFNet-D + ATC+target,0.5301224489795919,0.6312130724659404,0.5428571428571428,0.27443131774663926
24,Global popularity,0.5463673469387755,0.6230759977770048,0.5942857142857143,0.06654814814814816
25,CAFNet,0.49986850756081525,0.5392194591411248,0.5102564102564102,0.0032604727225425917
25,CAFNet-D full,0.4980276134122288,0.5568149500921818,0.5,-0.17848813936878474
25,CAFNet-D + ATC,0.552991452991453,0.559166695127959,0.6282051282051282,0.32570175740342494
25,CAFNet-D + ATC+target,0.5125575279421433,0.5481666803741446,0.558974358974359,0.04961723073815499
25,Global popularity,0.5488494411571335,0.5949680268048395,0.5641025641025641,0.04198290598290599
26,CAFNet,0.4897482789549092,0.5298597230050963,0.5071672354948805,0.02301284976735864
26,CAFNet-D full,0.5211219699705296,0.5444693402045273,0.5098976109215017,0.16052171843882918
26,CAFNet-D + ATC,0.4458758983797132,0.5276071643686492,0.42389078498293514,-0.33024593412609127
26,CAFNet-D + ATC+target,0.4291511840557257,0.5085501300091335,0.3843003412969283,-0.42718337279944696
26,Global popularity,0.5168423627532062,0.5643300547776758,0.5139931740614334,0.02388572873214511
27,CAFNet,0.6992266508030934,0.7410426324927426,0.7609756097560976,0.684025301911482
27,CAFNet-D full,0.7095776323616896,0.7580368638073682,0.7560975609756098,0.8531785841304355
27,CAFNet-D + ATC,0.6969660916121356,0.7428845404885513,0.7804878048780488,0.6429080149204266
27,CAFNet-D + ATC+target,0.7328970850684118,0.7586864090515313,0.7902439024390244,0.8870366814841585
27,Global popularity,0.6660321237358715,0.7291230945920925,0.697560975609756,0.11583017163504969
28,CAFNet,0.6040816326530611,0.666744695877159,0.5714285714285714,0.3073719876153128
28,CAFNet-D full,0.5469387755102041,0.5784999007577514,0.5142857142857142,0.17284928826349122
28,CAFNet-D + ATC,0.6571428571428571,0.6671692733208526,0.6857142857142857,0.644197213436876
28,CAFNet-D + ATC+target,0.6693877551020408,0.6673154005356463,0.6285714285714286,0.7398152691977364
28,Global popularity,0.5653061224489795,0.5839332421920258,0.6285714285714286,0.010201058201058204
29,CAFNet,0.60448,0.6262614433703091,0.64,0.4677242374718189
29,CAFNet-D full,0.61192,0.6015951159290879,0.664,0.5106816586777568
29,CAFNet-D + ATC,0.52176,0.5499345173069844,0.552,0.19783217759430408
29,CAFNet-D + ATC+target,0.50024,0.5460331131927261,0.488,0.06209127099812032
29,Global popularity,0.53708,0.5743040196244604,0.564,0.03329185185185185
30,CAFNet,0.7796875000000001,0.8119098983481778,0.775,0.7032141167670488
30,CAFNet-D full,0.71796875,0.6722296125772242,0.75,0.5317747133783997
30,CAFNet-D + ATC,0.78984375,0.821671759625569,0.8125,1.1436911925207824
30,CAFNet-D + ATC+target,0.7945312499999999,0.8208851060734368,0.8,1.1774100757203996
30,Global popularity,0.801953125,0.8246943506072002,0.7875,0.1870740740740741
31,CAFNet,0.70208,0.6628291200275378,0.728,0.6490650185346604
31,CAFNet-D full,0.62688,0.7125828103694833,0.72,0.6813164273798465
31,CAFNet-D + ATC,0.6112000000000001,0.7242331387950254,0.648,0.38433902245759965
31,CAFNet-D + ATC+target,0.6444800000000003,0.7336732088532923,0.72,0.5640053283274173
31,Global popularity,0.66064,0.7498363441877937,0.792,0.1513007407407407
32,CAFNet,0.576923076923077,0.605922028025462,0.5923076923076923,0.27343651268344654
32,CAFNet-D full,0.5745562130177516,0.6333190394407149,0.5615384615384615,0.21599944526186357
32,CAFNet-D + ATC,0.5662721893491124,0.6399145086659169,0.6076923076923076,0.29890279414562076
32,CAFNet-D + ATC+target,0.5591715976331362,0.633931685757439,0.5846153846153846,0.30659471412117667
32,Global popularity,0.6125739644970413,0.6730923989379464,0.6615384615384615,0.08927635327635329
33,CAFNet,0.53515625,0.5105770889797236,0.55,0.14296456184238188
33,CAFNet-D full,0.671875,0.6773736797475189,0.7125,0.6843023573048412
33,CAFNet-D + ATC,0.56875,0.6147248261570527,0.65,0.17696396056562666
33,CAFNet-D + ATC+target,0.5625,0.6178402468642181,0.5875,0.13918517497368157
33,Global popularity,0.5953125,0.6285669440720545,0.7125,0.056851851851851855
34,CAFNet,0.6391433670434266,0.6984887953887717,0.6634146341463415,0.5786934291444173
34,CAFNet-D full,0.6329565734681737,0.6911993418810094,0.7121951219512195,0.47195302429722585
34,CAFNet-D + ATC,0.6268887566924449,0.6850652210445058,0.7024390243902439,0.49653159174159534
