model,folds,MAP_mean,MAP_std,nDCG_mean,nDCG_std,P15_mean,P15_std,R15_mean,R15_std,auc_all_mean,auc_all_std,aupr_all_mean,aupr_all_std,spearman_mean,spearman_std,rMSE_mean,rMSE_std,MAE_mean,MAE_std
CAFNet-D + ATC,3,0.43716863371790593,0.03313315554429625,0.8223807043645618,0.04777041841609413,0.5425185185185185,0.06755750484517127,0.26754399941587864,0.024039762937123104,0.8668262314013374,0.02053913240583136,0.3718641984782762,0.06832772033957446,0.5864449563581795,0.020534303480155867,0.8052013648836303,0.03634800987717711,0.59183823,0.01593376544203847
CAFNet-D + ATC+target,3,0.43287176380454756,0.03578029705215459,0.830612203546948,0.047976665490475606,0.5398518518518519,0.0667633866294894,0.2667681053489692,0.027247038438068614,0.850878631201045,0.024553670423966608,0.3326138890486734,0.08444765776056919,0.5809282760840667,0.034032350658193045,0.9299994119972412,0.07269544708174831,0.6651698333333333,0.0457640878639937
