drug_idx,model,n_pairs,matched_AUROC,matched_AUPR,pos_minus_ctrl_score,pos_gt_ctrl_rate
147,CAFNet,100,0.724,0.7037142381452826,0.8060783241689206,0.77
147,A3Net,100,0.708,0.7327050713638654,0.6055390445888041,0.72
147,CAFNet-D w/o association residual,100,0.716,0.6905176993355722,0.9706150252372027,0.76
147,CAFNet-D w/o bias/popularity prior,100,0.739,0.7110698902819917,0.5072701914608478,0.78
147,Global popularity,100,0.7065,0.731623324835355,0.1453185185185185,0.76
147,HSTrans100,100,0.592,0.5921037541038754,0.31186522886157036,0.58
148,CAFNet-D,65,0.6047337278106509,0.6408421465337846,0.44173674239562105,0.6
148,CAFNet,65,0.6355029585798817,0.6900945824940348,0.6213249132037163,0.676923076923077
148,A3Net,65,0.6165680473372781,0.6199690267712609,0.5510302637632076,0.7230769230769231
148,CAFNet-D w/o association residual,65,0.6402366863905326,0.6691938548557299,0.5457621812820435,0.7076923076923077
148,CAFNet-D w/o bias/popularity prior,65,0.557396449704142,0.6036625534866233,0.2775591018108221,0.5692307692307692
148,Global popularity,65,0.6461538461538462,0.7214625536117274,0.12688319088319086,0.6
148,HSTrans100,65,0.5171597633136095,0.5373796853718101,0.016557699900407057,0.5538461538461539
149,CAFNet-D,95,0.571191135734072,0.593764092762564,0.5507349540528498,0.6210526315789474
149,CAFNet,95,0.6285318559556787,0.597748368491066,0.44540293859808067,0.6526315789473685
149,A3Net,95,0.5800554016620498,0.6672153488314452,0.18543631418755183,0.6210526315789474
149,CAFNet-D w/o association residual,95,0.5512465373961218,0.5828149197417172,0.38414293751120565,0.6
149,CAFNet-D w/o bias/popularity prior,95,0.5562326869806095,0.5757892265414447,0.4613434742547964,0.5894736842105263
149,Global popularity,95,0.5074792243767312,0.5632696207729977,0.016592592592592596,0.5263157894736842
149,HSTrans100,95,0.6504155124653739,0.6437805744841342,0.5311605964836321,0.7263157894736842
150,CAFNet-D,935,0.5208956504332409,0.5656312748864784,0.13132443435659463,0.5593582887700534
150,CAFNet,935,0.5979810689467815,0.5666612916750515,0.3149589460562257,0.6299465240641712
150,A3Net,935,0.5197003059853014,0.5678477933161505,0.13240262214194007,0.5454545454545454
150,CAFNet-D w/o association residual,935,0.49740055477708833,0.5503582946249412,-0.09160840989633359,0.5005347593582887
150,CAFNet-D w/o bias/popularity prior,935,0.4978352254854299,0.5299329351808922,0.05869172410093209,0.520855614973262
150,Global popularity,935,0.5325488289627957,0.58391487167083,0.03249752426223015,0.5689839572192513
150,HSTrans100,935,0.4716177185507163,0.5039983552350648,-0.05925444774927303,0.4844919786096257
151,CAFNet-D,50,0.554,0.6207343914792555,0.5159752975404263,0.68
151,CAFNet,50,0.41600000000000004,0.5865258548361357,-0.36041055113077164,0.4
151,A3Net,50,0.378,0.5597677748612445,-0.37779035687446594,0.4
151,CAFNet-D w/o association residual,50,0.514,0.5954059476058005,0.5111089722067118,0.54
151,CAFNet-D w/o bias/popularity prior,50,0.436,0.5317806691447203,-0.3481040966510773,0.48
151,Global popularity,50,0.643,0.6874430278913146,0.08731851851851853,0.78
151,HSTrans100,50,0.498,0.5578174876763603,-0.06253548353910446,0.54
152,CAFNet-D,480,0.6152126736111111,0.6463639955476335,0.42639586646109817,0.6395833333333333
152,CAFNet,480,0.6256510416666667,0.6565768309329293,0.5412437330620984,0.6458333333333334
152,A3Net,480,0.5921875,0.5622945513673414,0.47149214722837013,0.6041666666666666
152,CAFNet-D w/o association residual,480,0.6327256944444445,0.6581859857649783,0.6929990165090809,0.6416666666666667
152,CAFNet-D w/o bias/popularity prior,480,0.6353515625,0.6580620609961271,0.37191608803501974,0.6729166666666667
152,Global popularity,480,0.6311957465277778,0.7027614658187287,0.07657716049382716,0.6854166666666667
152,HSTrans100,480,0.5327473958333333,0.5941765947451754,0.22856045700609684,0.5375
153,CAFNet-D,40,0.515625,0.554101765701342,0.07301764674484731,0.45
153,CAFNet,40,0.559375,0.5312325084764233,0.322963747382164,0.525
153,A3Net,40,0.55,0.5796236058219141,0.2221347711980342,0.575
153,CAFNet-D w/o association residual,40,0.653125,0.6205321236033217,1.1330029300414026,0.775
153,CAFNet-D w/o bias/popularity prior,40,0.64375,0.6504275546235033,0.9960635613650084,0.7
153,Global popularity,40,0.5546875,0.5729846051485203,-0.002444444444444449,0.6
153,HSTrans100,40,0.553125,0.5689148818483944,0.32782240193337203,0.5
154,CAFNet-D,140,0.7163265306122447,0.7773335950421466,0.7699573562214417,0.8
154,CAFNet,140,0.689795918367347,0.772486044214929,0.7064327766852719,0.7357142857142858
154,A3Net,140,0.6625000000000001,0.653824943835456,0.627433985045978,0.6714285714285714
154,CAFNet-D w/o association residual,140,0.7099489795918368,0.7593445151605046,0.742974483235074,0.8357142857142857
154,CAFNet-D w/o bias/popularity prior,140,0.735204081632653,0.7716140131477079,0.40767093205026217,0.8214285714285714
154,Global popularity,140,0.6563775510204082,0.7189713337432017,0.11511111111111111,0.7071428571428572
154,HSTrans100,140,0.6316326530612245,0.6906325219153545,0.34090459176472254,0.6642857142857143
155,CAFNet-D,130,0.7860946745562131,0.7948535568470926,1.474858600502977,0.8153846153846154
155,CAFNet,130,0.8106508875739644,0.7697202363874542,1.229056787204284,0.8153846153846154
155,A3Net,130,0.7529585798816567,0.7538851191212411,1.0183010540042932,0.8
155,CAFNet-D w/o association residual,130,0.7633136094674556,0.7812378001091583,1.0441489840642764,0.7769230769230769
155,CAFNet-D w/o bias/popularity prior,130,0.7751479289940829,0.7716563153182472,1.2218134568860897,0.7615384615384615
155,Global popularity,130,0.710207100591716,0.7745856400547655,0.14297435897435898,0.7769230769230769
155,HSTrans100,130,0.5653846153846154,0.5778153085325841,0.2563774034380913,0.6076923076923076
156,CAFNet-D,250,0.6910399999999998,0.721874013620084,1.2714032596051692,0.748
156,CAFNet,250,0.6927199999999999,0.6842519759891469,0.8178848223090172,0.7
156,A3Net,250,0.69448,0.7343926845851249,1.0385631850361825,0.74
156,CAFNet-D w/o association residual,250,0.7108000000000001,0.7369863235744262,0.9305916715413332,0.76
156,CAFNet-D w/o bias/popularity prior,250,0.69104,0.7356080810038997,0.7631591831743717,0.764
156,Global popularity,250,0.6285999999999999,0.6938729871706683,0.0907437037037037,0.636
156,HSTrans100,250,0.57224,0.5993840397450211,0.28014029684662817,0.588
157,CAFNet-D,365,0.6207918934133984,0.6945690730680274,0.8020964715374659,0.6712328767123288
157,CAFNet,365,0.5950459748545693,0.6682611329590892,0.3943539541482619,0.6356164383561644
157,A3Net,365,0.5943704259711016,0.6399901306549045,0.5267156286496822,0.6438356164383562
157,CAFNet-D w/o association residual,365,0.6087070744980296,0.68662482428043,0.574272691172688,0.6273972602739726
157,CAFNet-D w/o bias/popularity prior,365,0.6163257646838056,0.7009948388114392,0.29334695984239445,0.663013698630137
157,Global popularity,365,0.5966973165697128,0.6831648649212587,0.08058041603247085,0.6273972602739726
157,HSTrans100,365,0.5769187464815162,0.6011120542993075,0.3411488467699861,0.5917808219178082
158,CAFNet-D,245,0.562265722615577,0.5401757855720779,0.3774631615195956,0.5795918367346938
158,CAFNet,245,0.5357767596834652,0.5406463475379532,0.11509766409895858,0.5591836734693878
158,A3Net,245,0.5416076634735527,0.5336595697475723,0.10001949388153697,0.5469387755102041
158,CAFNet-D w/o association residual,245,0.48254893794252396,0.4837795714756871,-0.057305733646665316,0.49387755102040815
158,CAFNet-D w/o bias/popularity prior,245,0.5869221157850895,0.5488659925511417,0.5220049293065557,0.6244897959183674
158,Global popularity,245,0.5138275718450646,0.5217958048376091,0.0026182917611488987,0.5061224489795918
158,HSTrans100,245,0.5025406080799667,0.49507447278468597,0.09534692800774866,0.5428571428571428
159,CAFNet-D,1915,0.6493942967775361,0.7034190601212684,0.5899463177381409,0.7488250652741515
159,CAFNet,1915,0.6867127051108127,0.7109355198738778,0.6597010205643296,0.7498694516971279
159,A3Net,1915,0.6582279516528164,0.7026268474273397,0.5123077455606535,0.7509138381201045
159,CAFNet-D w/o association residual,1915,0.6411026048306281,0.7044700505777344,0.6337094897448082,0.7524804177545692
159,CAFNet-D w/o bias/popularity prior,1915,0.6388911233971191,0.6946035974456978,0.5548853675676777,0.7425587467362924
159,Global popularity,1915,0.5219321148825066,0.5842996306233214,0.02711304516004255,0.5174934725848565
159,HSTrans100,1915,0.4884019933328334,0.5412389711191126,0.11971396508556122,0.48772845953002614
160,CAFNet-D,40,0.54375,0.6410433459464937,0.2989166469313204,0.65
160,CAFNet,40,0.671875,0.6896093805758832,0.6569565882906317,0.7
160,A3Net,40,0.48125,0.5937913856008395,0.11235653776675462,0.5
160,CAFNet-D w/o association residual,40,0.559375,0.6531910115394137,0.27062703892588613,0.7
160,CAFNet-D w/o bias/popularity prior,40,0.5343749999999999,0.6261465437505336,-0.19034159826114777,0.625
160,Global popularity,40,0.55,0.6482893819850342,0.06496296296296296,0.625
160,HSTrans100,40,0.509375,0.584490055888106,0.0315176360309124,0.5
161,CAFNet-D,825,0.46303764921946744,0.5194375938801541,-0.2580915915040356,0.4218181818181818
161,CAFNet,825,0.45138659320477503,0.4918845771992594,-0.18506449327042157,0.42424242424242425
161,A3Net,825,0.4950009182736455,0.5407823916335904,0.013016282019741608,0.48484848484848486
161,CAFNet-D w/o association residual,825,0.48419467401285576,0.5523620660248945,-0.12516489046766902,0.48848484848484847
161,CAFNet-D w/o bias/popularity prior,825,0.4930174471992654,0.5292798366478865,-0.05772564096884296,0.5078787878787879
161,Global popularity,825,0.5326868686868687,0.5813367527534891,0.03262491582491582,0.56
161,HSTrans100,825,0.508730945821855,0.530080499881395,0.030851185714656656,0.509090909090909
162,CAFNet-D,30,0.788888888888889,0.7199735449735449,1.7535049270838499,0.8
162,CAFNet,30,0.8333333333333333,0.7560485966735966,0.7154717629154523,0.8666666666666667
162,A3Net,30,0.7222222222222222,0.7023852397366828,0.5547876795132954,0.7333333333333333
162,CAFNet-D w/o association residual,30,0.7611111111111111,0.7594460890416774,1.316938147942225,0.7666666666666667
162,CAFNet-D w/o bias/popularity prior,30,0.6611111111111111,0.6287544433885897,0.8234415670235952,0.6
162,Global popularity,30,0.625,0.6835531013636711,0.0045925925925925926,0.5666666666666667
162,HSTrans100,30,0.5,0.5478943228943228,-0.10939377198616664,0.4666666666666667
163,CAFNet-D,355,0.44574489188653044,0.5905276477551447,-0.48795004125002406,0.447887323943662
163,CAFNet,355,0.48371354889902796,0.6023098775419697,0.018764160426569698,0.523943661971831
163,A3Net,355,0.4854592342789129,0.5615682794769219,-0.07083433790945674,0.5070422535211268
163,CAFNet-D w/o association residual,355,0.4036103947629438,0.5566367376661103,-0.7541160970978754,0.38028169014084506
163,CAFNet-D w/o bias/popularity prior,355,0.43804800634794683,0.5737287691894308,-0.6323860111370893,0.4028169014084507
163,Global popularity,355,0.5573894068637173,0.6449860818243702,0.0653187271778821,0.5521126760563381
163,HSTrans100,355,0.45006943066851823,0.5116634412212011,-0.13234938538410293,0.4450704225352113
164,CAFNet-D,80,0.8625,0.8659189977490745,1.4543340587988496,0.875
164,CAFNet,80,0.855859375,0.8112438199359873,1.39562382446602,0.8625
164,A3Net,80,0.865625,0.8522403976047187,1.5879131646826863,0.9125
164,CAFNet-D w/o association residual,80,0.8828125,0.883735831000624,1.4252201601862908,0.925
164,CAFNet-D w/o bias/popularity prior,80,0.90859375,0.9119171386182368,1.6180154917761684,0.9
164,Global popularity,80,0.7062499999999999,0.7753586397741172,0.15357407407407409,0.725
164,HSTrans100,80,0.4859375,0.5210139427087743,-0.08704062942415476,0.5
165,CAFNet-D,510,0.5968089196462899,0.5682241639964323,0.4522490157946652,0.6411764705882353
165,CAFNet,510,0.6158208381391772,0.5903637864926575,0.616720412686175,0.6392156862745098
165,A3Net,510,0.6194156093810074,0.5800225041609481,0.5018391247838736,0.6431372549019608
165,CAFNet-D w/o association residual,510,0.6114955786236063,0.5770790611184734,0.6401426001287559,0.6529411764705882
165,CAFNet-D w/o bias/popularity prior,510,0.6097462514417531,0.5816573131793226,0.7805359811321193,0.6352941176470588
165,Global popularity,510,0.5149653979238754,0.5209816601369568,0.009124183006535946,0.5078431372549019
165,HSTrans100,510,0.4471741637831603,0.46310211788927896,-0.224694112688303,0.4392156862745098
166,CAFNet-D,435,0.6479587792310741,0.697461952425249,0.6028180508435458,0.7632183908045977
166,CAFNet,435,0.578927203065134,0.6223075020746474,0.30262780443005177,0.6022988505747127
166,A3Net,435,0.6412736160655305,0.6884738082237394,0.5512478516019624,0.6758620689655173
166,CAFNet-D w/o association residual,435,0.6423305588585018,0.6538943420562777,0.5402462809956793,0.7103448275862069
166,CAFNet-D w/o bias/popularity prior,435,0.6367023384859294,0.6799651248492584,0.8252020528347328,0.7126436781609196
166,Global popularity,435,0.5802615933412604,0.6427675169800283,0.06244359301830567,0.6367816091954023
166,HSTrans100,435,0.520438631259083,0.552653938224635,0.09902649533817137,0.5057471264367817
167,CAFNet-D,250,0.69168,0.719319679949215,0.7359725275486708,0.78
167,CAFNet,250,0.7163999999999999,0.697764036372275,0.9525408293008805,0.784
167,A3Net,250,0.7111999999999999,0.7336360137503878,0.943627374380827,0.764
167,CAFNet-D w/o association residual,250,0.71288,0.732097213666683,1.0895789685547352,0.788
167,CAFNet-D w/o bias/popularity prior,250,0.71496,0.7482619724867631,1.013386597007513,0.8
167,Global popularity,250,0.62464,0.6706154965893187,0.07774222222222223,0.656
167,HSTrans100,250,0.6260799999999999,0.6421090675093373,0.5110969520509243,0.652
168,CAFNet-D,185,0.583491599707816,0.6302669584036942,0.6425690008981808,0.6216216216216216
168,CAFNet,185,0.760482103725347,0.7251848474388239,0.9758205214464987,0.8216216216216217
168,A3Net,185,0.687655222790358,0.6931222414173126,0.9032135973709661,0.7405405405405405
168,CAFNet-D w/o association residual,185,0.5637691745799853,0.6275046102494753,0.45002179542002646,0.5945945945945946
168,CAFNet-D w/o bias/popularity prior,185,0.6189919649379109,0.6537649628596084,0.920720606881219,0.7135135135135136
168,Global popularity,185,0.5779401022644266,0.633274186977759,0.06846046046046045,0.5783783783783784
168,HSTrans100,185,0.4257121986851716,0.5245464993678619,-0.2702312755826357,0.34594594594594597
169,CAFNet-D,350,0.6537142857142857,0.7087360241681192,0.707766049914062,0.7257142857142858
169,CAFNet,350,0.6080816326530613,0.6038794031617121,0.46934422208794524,0.6
169,A3Net,350,0.6641020408163265,0.7182992560969248,0.7627913408620017,0.7257142857142858
169,CAFNet-D w/o association residual,350,0.6524897959183673,0.7096330324916333,0.6527157775525536,0.6942857142857143
169,CAFNet-D w/o bias/popularity prior,350,0.6792653061224491,0.7215399260144478,0.8188641367320504,0.7228571428571429
169,Global popularity,350,0.6095510204081633,0.702297129856905,0.08818201058201058,0.6771428571428572
169,HSTrans100,350,0.6500408163265305,0.6507265937628244,0.6338809465297631,0.6828571428571428
170,CAFNet-D,200,0.728625,0.769481407780913,0.9086240815836937,0.81
170,CAFNet,200,0.71575,0.7218027450915298,0.8130659927800298,0.76
170,A3Net,200,0.642125,0.6241634602860318,0.4175195254385471,0.645
170,CAFNet-D w/o association residual,200,0.715875,0.7681872971142006,1.0752567384950817,0.785
170,CAFNet-D w/o bias/popularity prior,200,0.712625,0.7370161740236871,0.7884290808811784,0.765
170,Global popularity,200,0.6683125,0.7572553911414303,0.12783703703703703,0.71
170,HSTrans100,200,0.6498750000000001,0.6974519777004333,0.29023136287927626,0.705
171,CAFNet-D,1350,0.5206063100137175,0.5256567667404461,0.13088769225817587,0.5437037037037037
171,CAFNet,1350,0.5292167352537723,0.5280314058660908,0.11926169406208727,0.5496296296296296
171,A3Net,1350,0.4959149519890261,0.5207863014984452,0.005026314236499624,0.502962962962963
171,CAFNet-D w/o association residual,1350,0.5663868312757202,0.5319466869578636,0.2952803610486013,0.5948148148148148
171,CAFNet-D w/o bias/popularity prior,1350,0.5039396433470508,0.5218237790047389,-0.0639558592369711,0.5022222222222222
171,Global popularity,1350,0.5093113854595336,0.512328571980026,0.0004049382716049399,0.5007407407407407
171,HSTrans100,1350,0.4714787379972565,0.4819817011428672,-0.1280135886039999,0.44222222222222224
172,CAFNet-D,70,0.7653061224489796,0.7294055040972316,1.405089087624635,0.8142857142857143
172,CAFNet,70,0.7734693877551021,0.7393753973985424,1.0955781781247684,0.7285714285714285
172,A3Net,70,0.7306122448979592,0.7057323123500473,0.9783504193382604,0.7857142857142857
172,CAFNet-D w/o association residual,70,0.7397959183673469,0.70566625001994,1.3385013731462614,0.8571428571428571
172,CAFNet-D w/o bias/popularity prior,70,0.8775510204081632,0.8572199720832803,1.3926201232842037,0.9285714285714286
172,Global popularity,70,0.516326530612245,0.5615428466889058,0.030074074074074073,0.4714285714285714
172,HSTrans100,70,0.5387755102040817,0.5337006677018683,0.05966948568820953,0.5571428571428572
173,CAFNet-D,110,0.7409090909090909,0.7881668152233847,1.0886643548072739,0.8272727272727273
173,CAFNet,110,0.7640495867768595,0.7686707786316712,1.3058434796942906,0.8272727272727273
173,A3Net,110,0.6867768595041323,0.7151049519496069,0.8915847485715692,0.7090909090909091
173,CAFNet-D w/o association residual,110,0.7367768595041322,0.761095423260474,1.1530602784319357,0.7727272727272727
173,CAFNet-D w/o bias/popularity prior,110,0.6863636363636363,0.7163879797724337,1.059866736355153,0.7090909090909091
173,Global popularity,110,0.7018595041322314,0.7713744897956095,0.15655218855218853,0.7727272727272727
173,HSTrans100,110,0.6446280991735537,0.7110409951406511,0.40904127007180996,0.6181818181818182
174,CAFNet-D,400,0.6560625,0.7043210860071873,1.0244705565087497,0.7125
174,CAFNet,400,0.68671875,0.68825297318035,0.7712569341901689,0.6975
174,A3Net,400,0.6825625,0.7017240106268581,1.0391848724894226,0.73
174,CAFNet-D w/o association residual,400,0.65703125,0.7207805954316012,0.6211684107966721,0.7125
174,CAFNet-D w/o bias/popularity prior,400,0.70453125,0.7481432444144485,1.061737036984414,0.755
174,Global popularity,400,0.5940468749999999,0.6759852009512579,0.07561111111111112,0.6825
174,HSTrans100,400,0.52003125,0.5599662755452175,0.04962195826694369,0.5575
175,CAFNet-D,145,0.6042806183115339,0.6441802324953203,0.9219001253360304,0.6344827586206897
175,CAFNet,145,0.5500594530321047,0.5713068171164986,0.31887670287798187,0.5586206896551724
175,A3Net,145,0.5790725326991676,0.6251068249428361,0.38289282327068264,0.5793103448275863
175,CAFNet-D w/o association residual,145,0.5840665873959572,0.63519736535877,0.5180593722853167,0.6758620689655173
175,CAFNet-D w/o bias/popularity prior,145,0.5690844233055885,0.6303248603189595,0.4722465618931014,0.6344827586206897
175,Global popularity,145,0.5539833531510107,0.6288822813785024,0.07211238825031929,0.5793103448275863
175,HSTrans100,145,0.5747919143876338,0.6201738470365085,0.30810237568000265,0.6689655172413793
176,CAFNet-D,130,0.829585798816568,0.8422835907542322,1.2509123081771227,0.8307692307692308
176,CAFNet,130,0.7766272189349113,0.7442970541046252,1.132734278532175,0.7615384615384615
176,A3Net,130,0.8218934911242604,0.8403399856228816,1.5190031236180892,0.8307692307692308
176,CAFNet-D w/o association residual,130,0.822189349112426,0.8424541964015216,1.401765464532834,0.8
176,CAFNet-D w/o bias/popularity prior,130,0.7597633136094676,0.7842807458190421,0.9871969522191928,0.7923076923076923
176,Global popularity,130,0.8745562130177515,0.8760900569658413,0.1874757834757835,0.9076923076923077
176,HSTrans100,130,0.743491124260355,0.7175452205583115,0.8583673247924217,0.7230769230769231
177,CAFNet-D,65,0.5183431952662723,0.6138604208623546,0.2023949213899099,0.6
177,CAFNet,65,0.5538461538461539,0.5570901949589411,0.2137713264960508,0.5692307692307692
177,A3Net,65,0.5940828402366864,0.6433549426861287,0.2685883246935331,0.5846153846153846
177,CAFNet-D w/o association residual,65,0.6106508875739645,0.6504868111846729,0.38020249502016945,0.6615384615384615
177,CAFNet-D w/o bias/popularity prior,65,0.5195266272189349,0.6148930826417334,0.13427185370371886,0.5538461538461539
177,Global popularity,65,0.588757396449704,0.6362897186852992,0.06484330484330485,0.6307692307692307
177,HSTrans100,65,0.5538461538461539,0.598973929883287,0.22205697733622332,0.6153846153846154
178,CAFNet-D,720,0.562133487654321,0.5741785088283387,0.3071096158951857,0.6152777777777778
178,CAFNet,720,0.525173611111111,0.5232415670393702,0.08640009947121144,0.5277777777777778
178,A3Net,720,0.5530960648148148,0.561548695106655,0.20376614475519292,0.5791666666666667
178,CAFNet-D w/o association residual,720,0.5621817129629629,0.5845805652986731,0.3364676761777244,0.6083333333333333
178,CAFNet-D w/o bias/popularity prior,720,0.5688946759259259,0.5874902313638498,0.26838904083189036,0.6166666666666667
178,Global popularity,720,0.5340422453703703,0.5650687608135807,0.02853909465020576,0.5708333333333333
178,HSTrans100,720,0.5169077932098766,0.528174208339486,0.07474993620999157,0.5319444444444444
179,CAFNet-D,165,0.7204775022956841,0.7565199065578749,0.9579237040922497,0.7636363636363637
179,CAFNet,165,0.6943985307621672,0.6777806847606214,0.7981005876353293,0.7575757575757576
179,A3Net,165,0.7337006427915519,0.6771297134436632,1.0615884661448725,0.7636363636363637
179,CAFNet-D w/o association residual,165,0.7401285583103765,0.758263421035801,0.9354623751206832,0.7878787878787878
179,CAFNet-D w/o bias/popularity prior,165,0.7393939393939394,0.7532620126040106,0.9849416901216362,0.7272727272727273
179,Global popularity,165,0.6708907254361801,0.7235011863457863,0.10169248035914702,0.7212121212121212
179,HSTrans100,165,0.6947658402203856,0.712477528468621,0.4792460598728874,0.7212121212121212
180,CAFNet-D,110,0.5074380165289256,0.5851402445586333,-0.015556951205838793,0.5272727272727272
180,CAFNet,110,0.5107438016528926,0.5345938178107589,0.01595101261680778,0.5181818181818182
180,A3Net,110,0.6338842975206612,0.6637828224922487,0.3878316231749275,0.6727272727272727
180,CAFNet-D w/o association residual,110,0.6384297520661157,0.6672130438940644,0.4888931052251296,0.6818181818181818
180,CAFNet-D w/o bias/popularity prior,110,0.6392561983471075,0.6638672651502158,0.6226036564870314,0.7090909090909091
180,Global popularity,110,0.7361570247933884,0.7432148562455149,0.12344781144781146,0.7090909090909091
180,HSTrans100,110,0.7314049586776861,0.727459097116464,0.8315570833330804,0.7454545454545455
181,CAFNet-D,80,0.7968750000000001,0.8580897268049283,1.6275478975847364,0.8375
181,CAFNet,80,0.796484375,0.836944124754753,0.9635930480435491,0.8125
181,A3Net,80,0.7265625,0.8079835228143256,1.0086673825979233,0.7125
181,CAFNet-D w/o association residual,80,0.7398437499999999,0.8190534056561448,1.164140036329627,0.775
181,CAFNet-D w/o bias/popularity prior,80,0.7789062499999998,0.8503405252364866,1.250539102498442,0.8125
181,Global popularity,80,0.787109375,0.8468659643788903,0.2129814814814815,0.8875
181,HSTrans100,80,0.7515624999999999,0.7599793958773243,1.1893235994502902,0.775
182,CAFNet-D,455,0.690858591957493,0.712687131882904,1.032747075174536,0.7582417582417582
182,CAFNet,455,0.6739403453689168,0.7353972930128103,0.7846968364011455,0.756043956043956
182,A3Net,455,0.6287887936239585,0.6571930168873706,0.46797164783372985,0.6593406593406593
182,CAFNet-D w/o association residual,455,0.6899649800748702,0.7017535517610473,0.8852237578276749,0.756043956043956
182,CAFNet-D w/o bias/popularity prior,455,0.5857505132230407,0.6359239849996463,0.4210403312366087,0.621978021978022
182,Global popularity,455,0.5699915469146238,0.6348367935303536,0.05725030525030525,0.621978021978022
182,HSTrans100,455,0.6812703779736747,0.7136463942757274,0.556956494476769,0.7714285714285715
183,CAFNet-D,180,0.6680555555555555,0.7014306584971509,0.8709747774940398,0.7722222222222223
183,CAFNet,180,0.5496913580246914,0.6213834283060357,0.22697046444647842,0.5722222222222222
183,A3Net,180,0.6132716049382716,0.6539420776940846,0.2395832566751374,0.6055555555555555
183,CAFNet-D w/o association residual,180,0.5790123456790123,0.6836032932036764,0.18572416918145285,0.6
183,CAFNet-D w/o bias/popularity prior,180,0.6285493827160494,0.6969051486952197,0.4581675671247972,0.7611111111111111
183,Global popularity,180,0.5739197530864198,0.6674995303074021,0.08730864197530863,0.5944444444444444
183,HSTrans100,180,0.604320987654321,0.656973215522684,0.5523691763066583,0.6222222222222222
184,CAFNet-D,330,0.620156106519743,0.6511267814891848,0.3602249842475761,0.6878787878787879
184,CAFNet,330,0.6203397612488522,0.6322255115236386,0.3341696629018494,0.6393939393939394
184,A3Net,330,0.6105601469237832,0.5855661229840043,0.22968216556491275,0.6606060606060606
184,CAFNet-D w/o association residual,330,0.6180899908172636,0.6618670984393382,0.32843053265277183,0.693939393939394
184,CAFNet-D w/o bias/popularity prior,330,0.4786501377410468,0.5639201317427304,-0.29576542991580385,0.4303030303030303
184,Global popularity,330,0.5744031221303949,0.6419667955238713,0.06421099887766554,0.6242424242424243
184,HSTrans100,330,0.576354453627181,0.6453147289749244,0.15442944331602618,0.5878787878787879
185,CAFNet-D,80,0.884375,0.8967560895101374,1.3887320091482251,0.9125
185,CAFNet,80,0.8476562499999999,0.8412699277910564,1.0665271874517201,0.825
185,A3Net,80,0.84296875,0.8821052750259317,1.484582723211497,0.8625
185,CAFNet-D w/o association residual,80,0.8875000000000001,0.8957693142380743,1.3959499962162227,0.925
185,CAFNet-D w/o bias/popularity prior,80,0.84140625,0.8562146567233714,1.0049102650023998,0.875
185,Global popularity,80,0.76328125,0.8170506637203,0.1969074074074074,0.8
185,HSTrans100,80,0.65859375,0.739108181948828,-0.061740783601999284,0.6625
186,CAFNet-D,1630,0.5958918288230645,0.6047435303704487,0.46566211054090156,0.6159509202453988
186,CAFNet,1630,0.6044130377507622,0.6036772944232267,0.46376567817195974,0.6226993865030674
186,A3Net,1630,0.5574184199631149,0.5673773318137328,0.21027734130392411,0.5791411042944785
186,CAFNet-D w/o association residual,1630,0.5910478377055968,0.6109771500616349,0.41515562035117665,0.6325153374233129
186,CAFNet-D w/o bias/popularity prior,1630,0.5984568482065564,0.6033829924013678,0.41333367849922986,0.6392638036809816
186,Global popularity,1630,0.5201428356355151,0.5840996169655617,0.02517882299477392,0.5398773006134969
186,HSTrans100,1630,0.5041025254996424,0.5653766434388352,0.19676294360149857,0.5220858895705521
187,CAFNet-D,130,0.6742603550295858,0.7637556187865653,0.5189387043508199,0.6923076923076923
187,CAFNet,130,0.7289940828402367,0.8125201293612919,0.9109495731500479,0.7769230769230769
187,A3Net,130,0.6766272189349113,0.7727673283868455,1.038194739875885,0.7
187,CAFNet-D w/o association residual,130,0.73698224852071,0.8171268952693092,0.7988446855201171,0.7923076923076923
187,CAFNet-D w/o bias/popularity prior,130,0.6671597633136096,0.7708100289832882,0.31492809630357305,0.6692307692307692
187,Global popularity,130,0.6815088757396451,0.772435362417605,0.14884330484330482,0.7153846153846154
187,HSTrans100,130,0.714792899408284,0.771255041186638,0.41726158811495856,0.7384615384615385
188,CAFNet-D,1355,0.5074849198676489,0.5264527404687742,0.06872722448238147,0.5247232472324723
188,CAFNet,1355,0.47666562274478835,0.4793146514376773,-0.10024541207620138,0.4531365313653137
188,A3Net,1355,0.4511757737503574,0.487207252412275,-0.1784962769309093,0.44354243542435423
188,CAFNet-D w/o association residual,1355,0.46545934832042046,0.5092152525712923,-0.13610478152978026,0.42878228782287825
188,CAFNet-D w/o bias/popularity prior,1355,0.48430713089418714,0.5174692381879394,-0.07449485513336984,0.49372693726937267
188,Global popularity,1355,0.5067101482822945,0.5366517716297752,0.01287740877408774,0.4797047970479705
188,HSTrans100,1355,0.45999101319426483,0.48034356579844556,-0.14542847645788615,0.43911439114391143
189,CAFNet-D,25,0.672,0.7529950441715147,0.8095730721950531,0.6
189,CAFNet,25,0.488,0.6128682258307995,-0.031912346482276775,0.44
189,A3Net,25,0.368,0.4914912750022403,-1.0645193891227245,0.44
189,CAFNet-D w/o association residual,25,0.392,0.5529504907411884,-0.7724427929520608,0.48
189,CAFNet-D w/o bias/popularity prior,25,0.39200000000000007,0.5793802688539531,-0.7552881893515587,0.44
