model,AP_mean,AP_std,AP_n,nDCG@10_mean,nDCG@10_std,nDCG@10_n,P@15_mean,P@15_std,P@15_n,R@15_mean,R@15_std,R@15_n
A3Net,0.3331535625684937,0.17300551031252073,750,0.477933497920121,0.2970188820361282,750,0.4415111111111111,0.2676906759256854,750,0.22474156616473331,0.16985930247530334,750
CAFNet,0.3395400820003932,0.17453589653199855,750,0.4920312242610845,0.29334388492117364,750,0.4532444444444445,0.2697925234991569,750,0.23050765801975995,0.1659507718186732,750
CAFNet-D,0.40496133485797087,0.1859032773930509,750,0.6231585196670388,0.29158201570379955,750,0.5267555555555555,0.286000288046872,750,0.2740832362595689,0.18331092622741774,750
CAFNet-D w/o association residual,0.40711400618882454,0.18552677816798235,750,0.6259937151780292,0.2934047873796255,750,0.5242666666666668,0.284913424390139,750,0.27263669583318967,0.18142689946595966,750
CAFNet-D w/o bias/popularity prior,0.3824553191531918,0.18188781688860584,750,0.5943359387322313,0.2958701743160502,750,0.5020444444444445,0.28217893225686197,750,0.2593663524627976,0.17808235149898943,750
Global popularity,0.4125033839386254,0.19002411565453758,750,0.626687581512255,0.2943221600631689,750,0.5243555555555556,0.28588303971515333,750,0.27076540830885504,0.1778469652162922,750
HSTrans100,0.2878180891266984,0.15570775325397151,750,0.4352031066641554,0.27965087209364103,750,0.3872,0.2516033970284027,750,0.19177820291202002,0.14798763101825183,750
