drug_idx,fold,group,model,AP,nDCG@10,P@15,R@15
333,9,frequent,Global popularity,0.40578808644006303,0.5384109300791363,0.5333333333333333,0.34782608695652173
333,9,frequent,HSTrans100,0.390470201670755,0.5958595188912911,0.4,0.2608695652173913
334,9,rare,CAFNet-D,0.03147800573407095,0.0,0.06666666666666667,0.16666666666666666
334,9,rare,CAFNet,0.00924983461789608,0.0,0.0,0.0
334,9,rare,A3Net,0.008873711394374637,0.0,0.0,0.0
334,9,rare,CAFNet-D w/o association residual,0.01965277995415488,0.0,0.0,0.0
334,9,rare,CAFNet-D w/o bias/popularity prior,0.0171125179862699,0.0,0.0,0.0
334,9,rare,Global popularity,0.024320142189314213,0.08747171410140821,0.06666666666666667,0.16666666666666666
334,9,rare,HSTrans100,0.010624994551893679,0.0,0.0,0.0
334,9,mid,CAFNet-D,0.0051813471502590676,0.0,0.0,0.0
334,9,mid,CAFNet,0.004739336492890996,0.0,0.0,0.0
334,9,mid,A3Net,0.010869565217391304,0.0,0.0,0.0
334,9,mid,CAFNet-D w/o association residual,0.005434782608695652,0.0,0.0,0.0
334,9,mid,CAFNet-D w/o bias/popularity prior,0.004524886877828055,0.0,0.0,0.0
334,9,mid,Global popularity,0.005813953488372093,0.0,0.0,0.0
334,9,mid,HSTrans100,0.0035842293906810036,0.0,0.0,0.0
334,9,frequent,CAFNet-D,0.4316071400813371,0.7116179486056783,0.4666666666666667,0.2916666666666667
334,9,frequent,CAFNet,0.4304060192412797,0.4362115423097745,0.6,0.375
334,9,frequent,A3Net,0.38236401037095485,0.3831704157638726,0.5333333333333333,0.3333333333333333
334,9,frequent,CAFNet-D w/o association residual,0.5943703030494566,0.9305687780632229,0.8,0.5
334,9,frequent,CAFNet-D w/o bias/popularity prior,0.5610140898901588,0.92663607790064,0.7333333333333333,0.4583333333333333
334,9,frequent,Global popularity,0.6203299412536083,1.0,0.7333333333333333,0.4583333333333333
334,9,frequent,HSTrans100,0.5828942340397196,0.7116179486056783,0.5333333333333333,0.3333333333333333
335,9,rare,CAFNet-D,0.007783097008107857,0.0,0.0,0.0
335,9,rare,CAFNet,0.048959205312796475,0.0,0.06666666666666667,0.25
335,9,rare,A3Net,0.009961176117833856,0.0,0.0,0.0
335,9,rare,CAFNet-D w/o association residual,0.007699587756174468,0.0,0.0,0.0
335,9,rare,CAFNet-D w/o bias/popularity prior,0.012662228444338538,0.0,0.0,0.0
335,9,rare,Global popularity,0.057133933033483256,0.0,0.06666666666666667,0.25
335,9,rare,HSTrans100,0.014520309210739903,0.0,0.0,0.0
335,9,mid,CAFNet-D,0.01690574078399853,0.0,0.0,0.0
335,9,mid,CAFNet,0.037592245045066267,0.0,0.0,0.0
335,9,mid,A3Net,0.050240537006552496,0.0,0.06666666666666667,0.14285714285714285
335,9,mid,CAFNet-D w/o association residual,0.01985820142195102,0.0,0.0,0.0
335,9,mid,CAFNet-D w/o bias/popularity prior,0.03530865958264442,0.0,0.0,0.0
335,9,mid,Global popularity,0.03625890462440527,0.10633668103022986,0.06666666666666667,0.14285714285714285
335,9,mid,HSTrans100,0.038602159098900746,0.0,0.0,0.0
335,9,frequent,CAFNet-D,0.5712846291473261,1.0,0.8,0.3
335,9,frequent,CAFNet,0.5220024199274764,0.4760705018418427,0.5333333333333333,0.2
335,9,frequent,A3Net,0.5940563794319044,0.8200685179888284,0.7333333333333333,0.275
335,9,frequent,CAFNet-D w/o association residual,0.6878467434384311,1.0,0.9333333333333333,0.35
335,9,frequent,CAFNet-D w/o bias/popularity prior,0.5294056873059491,0.7849818707050383,0.6666666666666666,0.25
335,9,frequent,Global popularity,0.7325927579802558,1.0,0.9333333333333333,0.35
335,9,frequent,HSTrans100,0.39748029207546837,0.570404489286039,0.5333333333333333,0.2
336,1,rare,CAFNet-D,0.02552166934189406,0.0,0.0,0.0
336,1,rare,CAFNet,0.04896593673965936,0.0,0.06666666666666667,0.5
336,1,rare,A3Net,0.03260869565217391,0.0,0.0,0.0
336,1,rare,CAFNet-D w/o association residual,0.12142857142857143,0.20438239758848611,0.06666666666666667,0.5
336,1,rare,CAFNet-D w/o bias/popularity prior,0.2976190476190476,0.38685280723454163,0.06666666666666667,0.5
336,1,rare,Global popularity,0.03467908902691511,0.38685280723454163,0.06666666666666667,0.5
336,1,rare,HSTrans100,0.03295912492803684,0.0,0.0,0.0
336,1,mid,CAFNet-D,0.023939408765234784,0.0,0.0,0.0
336,1,mid,CAFNet,0.0463783686990778,0.0,0.0,0.0
336,1,mid,A3Net,0.02921674045962471,0.0,0.0,0.0
336,1,mid,CAFNet-D w/o association residual,0.13055555555555556,0.13565197343244778,0.13333333333333333,0.6666666666666666
336,1,mid,CAFNet-D w/o bias/popularity prior,0.08586430233289316,0.0,0.0,0.0
336,1,mid,Global popularity,0.009562406619928744,0.0,0.0,0.0
336,1,mid,HSTrans100,0.03786506368028107,0.0,0.0,0.0
336,1,frequent,CAFNet-D,0.07137392386333063,0.123151194370365,0.06666666666666667,0.25
336,1,frequent,CAFNet,0.07531742205078754,0.123151194370365,0.06666666666666667,0.25
336,1,frequent,A3Net,0.09092455163883736,0.0,0.13333333333333333,0.5
336,1,frequent,CAFNet-D w/o association residual,0.05812270083643314,0.0,0.06666666666666667,0.25
336,1,frequent,CAFNet-D w/o bias/popularity prior,0.039631489200454714,0.0,0.0,0.0
336,1,frequent,Global popularity,0.07508318696873356,0.0,0.06666666666666667,0.25
336,1,frequent,HSTrans100,0.03792712332125474,0.0,0.0,0.0
337,5,rare,CAFNet-D,0.034770410790053025,0.0,0.06666666666666667,0.125
337,5,rare,CAFNet,0.02761366535190997,0.07614334071738352,0.06666666666666667,0.125
337,5,rare,A3Net,0.013885135712908486,0.0,0.0,0.0
337,5,rare,CAFNet-D w/o association residual,0.023125674010857893,0.0,0.0,0.0
337,5,rare,CAFNet-D w/o bias/popularity prior,0.018810631651843712,0.0,0.0,0.0
337,5,rare,Global popularity,0.035232254026011496,0.12647135138382856,0.06666666666666667,0.125
337,5,rare,HSTrans100,0.026158847990884533,0.0,0.0,0.0
337,5,mid,CAFNet-D,0.06116551224294252,0.0,0.06666666666666667,0.09090909090909091
337,5,mid,CAFNet,0.0422727063014679,0.0,0.0,0.0
337,5,mid,A3Net,0.036833240300603455,0.0,0.0,0.0
337,5,mid,CAFNet-D w/o association residual,0.049827646550615515,0.0,0.0,0.0
337,5,mid,CAFNet-D w/o bias/popularity prior,0.033903199199706385,0.0,0.0,0.0
337,5,mid,Global popularity,0.05861339556651743,0.0,0.0,0.0
337,5,mid,HSTrans100,0.16416850343035705,0.2200917662980802,0.06666666666666667,0.09090909090909091
337,5,frequent,CAFNet-D,0.403207677633218,0.5900490851534657,0.6,0.3103448275862069
337,5,frequent,CAFNet,0.27901820881624184,0.3156169274023381,0.3333333333333333,0.1724137931034483
337,5,frequent,A3Net,0.38220592499519085,0.6235540477207573,0.6,0.3103448275862069
337,5,frequent,CAFNet-D w/o association residual,0.4283777497771115,0.715550648768261,0.4666666666666667,0.2413793103448276
337,5,frequent,CAFNet-D w/o bias/popularity prior,0.3556807801027848,0.6300426811446147,0.4,0.20689655172413793
337,5,frequent,Global popularity,0.44061872474306746,0.6840182226156366,0.4666666666666667,0.2413793103448276
337,5,frequent,HSTrans100,0.5056037673750698,0.7720617383222419,0.6,0.3103448275862069
338,6,rare,CAFNet-D,0.0021141649048625794,0.0,0.0,0.0
338,6,rare,CAFNet,0.004219409282700422,0.0,0.0,0.0
338,6,rare,A3Net,0.0036363636363636364,0.0,0.0,0.0
338,6,rare,CAFNet-D w/o association residual,0.002617801047120419,0.0,0.0,0.0
338,6,rare,CAFNet-D w/o bias/popularity prior,0.0023923444976076554,0.0,0.0,0.0
338,6,rare,Global popularity,0.006024096385542169,0.0,0.0,0.0
338,6,rare,HSTrans100,0.0026954177897574125,0.0,0.0,0.0
338,6,mid,CAFNet-D,0.0055248618784530384,0.0,0.0,0.0
338,6,mid,CAFNet,0.006329113924050633,0.0,0.0,0.0
338,6,mid,A3Net,0.0055248618784530384,0.0,0.0,0.0
338,6,mid,CAFNet-D w/o association residual,0.004273504273504274,0.0,0.0,0.0
338,6,mid,CAFNet-D w/o bias/popularity prior,0.029411764705882353,0.0,0.0,0.0
338,6,mid,Global popularity,0.010416666666666666,0.0,0.0,0.0
338,6,mid,HSTrans100,0.02040816326530612,0.0,0.0,0.0
338,6,frequent,CAFNet-D,0.24693626440174948,0.4225749983705865,0.2,0.23076923076923078
338,6,frequent,CAFNet,0.2011166795117293,0.37576775259321094,0.26666666666666666,0.3076923076923077
338,6,frequent,A3Net,0.1543293467821651,0.13886244387355456,0.13333333333333333,0.15384615384615385
338,6,frequent,CAFNet-D w/o association residual,0.2547594812592169,0.4373524791503101,0.2,0.23076923076923078
338,6,frequent,CAFNet-D w/o bias/popularity prior,0.25806113674446723,0.35895421017163476,0.2,0.23076923076923078
338,6,frequent,Global popularity,0.2921779008813827,0.4373524791503101,0.2,0.23076923076923078
338,6,frequent,HSTrans100,0.1588010025796052,0.22400556151517556,0.13333333333333333,0.15384615384615385
339,4,rare,CAFNet-D,0.06265984015984016,0.0,0.0,0.0
339,4,rare,CAFNet,0.21308712121212123,0.30078518014914984,0.2,0.6
339,4,rare,A3Net,0.07654146265257375,0.1208113026994942,0.13333333333333333,0.4
339,4,rare,CAFNet-D w/o association residual,0.05021036844807337,0.0,0.0,0.0
339,4,rare,CAFNet-D w/o bias/popularity prior,0.07295250422006444,0.10699313236726378,0.06666666666666667,0.2
339,4,rare,Global popularity,0.014406594390772081,0.0,0.0,0.0
339,4,rare,HSTrans100,0.0215035780892047,0.0,0.0,0.0
339,4,mid,CAFNet-D,0.07676390823065057,0.07414861528507456,0.06666666666666667,0.1111111111111111
339,4,mid,CAFNet,0.11464852506635591,0.07834851647149513,0.06666666666666667,0.1111111111111111
339,4,mid,A3Net,0.18671324803525696,0.2350455494144854,0.06666666666666667,0.1111111111111111
339,4,mid,CAFNet-D w/o association residual,0.10180380166993021,0.0,0.06666666666666667,0.1111111111111111
339,4,mid,CAFNet-D w/o bias/popularity prior,0.1074815653319167,0.0,0.13333333333333333,0.2222222222222222
339,4,mid,Global popularity,0.04436013474889327,0.0,0.0,0.0
339,4,mid,HSTrans100,0.03526956343387502,0.0,0.0,0.0
339,4,frequent,CAFNet-D,0.4677712325447262,0.5388856921828066,0.4666666666666667,0.15217391304347827
339,4,frequent,CAFNet,0.6368509837426454,0.8611375561264456,0.8,0.2608695652173913
339,4,frequent,A3Net,0.4309242671179051,0.48993086854170803,0.5333333333333333,0.17391304347826086
339,4,frequent,CAFNet-D w/o association residual,0.45719396260618433,0.6830838076905166,0.4666666666666667,0.15217391304347827
339,4,frequent,CAFNet-D w/o bias/popularity prior,0.46349399930483376,0.5861163849908828,0.4666666666666667,0.15217391304347827
339,4,frequent,Global popularity,0.4112516993767991,0.5473983622993503,0.4666666666666667,0.15217391304347827
339,4,frequent,HSTrans100,0.33373707233291217,0.20483424751859092,0.26666666666666666,0.08695652173913043
340,1,rare,CAFNet-D,0.5294117647058824,0.6131471927654584,0.06666666666666667,0.5
340,1,rare,CAFNet,0.53125,0.6131471927654584,0.06666666666666667,0.5
340,1,rare,A3Net,0.5384615384615384,0.6131471927654584,0.06666666666666667,0.5
340,1,rare,CAFNet-D w/o association residual,0.5222222222222223,0.6131471927654584,0.06666666666666667,0.5
340,1,rare,CAFNet-D w/o bias/popularity prior,0.45,0.6240505200038379,0.13333333333333333,1.0
340,1,rare,Global popularity,0.012962962962962963,0.0,0.0,0.0
340,1,rare,HSTrans100,0.008374958374958375,0.0,0.0,0.0
340,1,mid,CAFNet-D,0.3112513842746401,0.3903800499921017,0.06666666666666667,0.25
340,1,mid,CAFNet,0.4431089743589744,0.5585075862632192,0.2,0.75
340,1,mid,A3Net,0.11457115896767765,0.16812753627111746,0.06666666666666667,0.25
340,1,mid,CAFNet-D w/o association residual,0.043143324326923915,0.0,0.06666666666666667,0.25
340,1,mid,CAFNet-D w/o bias/popularity prior,0.34354186118892005,0.5205067333228022,0.13333333333333333,0.5
340,1,mid,Global popularity,0.06656083415479142,0.13012668333070054,0.06666666666666667,0.25
340,1,mid,HSTrans100,0.03638861138861139,0.0,0.0,0.0
340,1,frequent,CAFNet-D,0.34918448970673344,0.412449713642891,0.3333333333333333,0.45454545454545453
340,1,frequent,CAFNet,0.3532565768835792,0.33405144466421566,0.3333333333333333,0.45454545454545453
340,1,frequent,A3Net,0.31802141508162485,0.24890832702259466,0.26666666666666666,0.36363636363636365
340,1,frequent,CAFNet-D w/o association residual,0.5411495911495912,0.6547216238913565,0.4,0.5454545454545454
340,1,frequent,CAFNet-D w/o bias/popularity prior,0.29027071020942674,0.2899773651602119,0.26666666666666666,0.36363636363636365
340,1,frequent,Global popularity,0.39997232464689425,0.4936790360674166,0.3333333333333333,0.45454545454545453
340,1,frequent,HSTrans100,0.3365414175196784,0.3301376494471203,0.26666666666666666,0.36363636363636365
341,5,rare,CAFNet-D,0.002197802197802198,0.0,0.0,0.0
341,5,rare,CAFNet,0.020833333333333332,0.0,0.0,0.0
341,5,rare,A3Net,0.007194244604316547,0.0,0.0,0.0
341,5,rare,CAFNet-D w/o association residual,0.013333333333333334,0.0,0.0,0.0
341,5,rare,CAFNet-D w/o bias/popularity prior,0.0026455026455026454,0.0,0.0,0.0
341,5,rare,Global popularity,0.002173913043478261,0.0,0.0,0.0
341,5,rare,HSTrans100,0.003875968992248062,0.0,0.0,0.0
341,5,mid,CAFNet-D,0.008140253320976213,0.0,0.0,0.0
341,5,mid,CAFNet,0.03078007518796992,0.0,0.0,0.0
341,5,mid,A3Net,0.02629781420765027,0.0,0.0,0.0
341,5,mid,CAFNet-D w/o association residual,0.03787878787878788,0.0,0.0,0.0
341,5,mid,CAFNet-D w/o bias/popularity prior,0.04821428571428571,0.0,0.06666666666666667,0.5
341,5,mid,Global popularity,0.01441025641025641,0.0,0.0,0.0
341,5,mid,HSTrans100,0.021363636363636362,0.0,0.0,0.0
341,5,frequent,CAFNet-D,0.5202260524664977,0.7827392871477703,0.6666666666666666,0.3448275862068966
341,5,frequent,CAFNet,0.3254776351474363,0.37183505243062814,0.4,0.20689655172413793
341,5,frequent,A3Net,0.4278696638373145,0.5559026721867444,0.6,0.3103448275862069
341,5,frequent,CAFNet-D w/o association residual,0.5852688928047731,0.6274092458891773,0.6666666666666666,0.3448275862068966
341,5,frequent,CAFNet-D w/o bias/popularity prior,0.5595441176486844,0.8318477135310892,0.6666666666666666,0.3448275862068966
341,5,frequent,Global popularity,0.5739493334172475,0.826813366651774,0.6666666666666666,0.3448275862068966
341,5,frequent,HSTrans100,0.4693614442763522,0.6785038377365556,0.5333333333333333,0.27586206896551724
342,7,rare,CAFNet-D,0.0374008836142184,0.0,0.0,0.0
342,7,rare,CAFNet,0.023415695441689303,0.0,0.0,0.0
342,7,rare,A3Net,0.026435034487855214,0.0,0.0,0.0
342,7,rare,CAFNet-D w/o association residual,0.025978617685615,0.0,0.0,0.0
342,7,rare,CAFNet-D w/o bias/popularity prior,0.022043473791246004,0.0,0.0,0.0
342,7,rare,Global popularity,0.04831894841121702,0.0,0.06666666666666667,0.05263157894736842
342,7,rare,HSTrans100,0.06074489596732767,0.0,0.06666666666666667,0.05263157894736842
342,7,mid,CAFNet-D,0.094584092715572,0.0,0.06666666666666667,0.041666666666666664
342,7,mid,CAFNet,0.07375230025594463,0.08514311764162101,0.06666666666666667,0.041666666666666664
342,7,mid,A3Net,0.10507254957201587,0.14279514403613736,0.13333333333333333,0.08333333333333333
342,7,mid,CAFNet-D w/o association residual,0.10285834979922655,0.13698471029831177,0.2,0.125
342,7,mid,CAFNet-D w/o bias/popularity prior,0.09765092051152262,0.06625422345438904,0.26666666666666666,0.16666666666666666
342,7,mid,Global popularity,0.07976028930810436,0.0,0.06666666666666667,0.041666666666666664
342,7,mid,HSTrans100,0.21216164449347336,0.39327839964630634,0.26666666666666666,0.16666666666666666
342,7,frequent,CAFNet-D,0.675089534205064,1.0,0.9333333333333333,0.20588235294117646
342,7,frequent,CAFNet,0.6287788854882032,0.8048109992093391,0.8,0.17647058823529413
342,7,frequent,A3Net,0.675442660352513,0.6410457898283654,0.8,0.17647058823529413
342,7,frequent,CAFNet-D w/o association residual,0.7401066096187869,1.0,0.9333333333333333,0.20588235294117646
342,7,frequent,CAFNet-D w/o bias/popularity prior,0.718459584443693,0.9337457765456111,0.9333333333333333,0.20588235294117646
342,7,frequent,Global popularity,0.7570990912474718,1.0,0.9333333333333333,0.20588235294117646
342,7,frequent,HSTrans100,0.7200782332336415,1.0,0.8666666666666667,0.19117647058823528
343,4,rare,CAFNet-D,0.005813953488372093,0.0,0.0,0.0
343,4,rare,CAFNet,0.0034482758620689655,0.0,0.0,0.0
343,4,rare,A3Net,0.002066115702479339,0.0,0.0,0.0
343,4,rare,CAFNet-D w/o association residual,0.00847457627118644,0.0,0.0,0.0
343,4,rare,CAFNet-D w/o bias/popularity prior,0.007575757575757576,0.0,0.0,0.0
343,4,rare,Global popularity,0.008333333333333333,0.0,0.0,0.0
343,4,rare,HSTrans100,0.003134796238244514,0.0,0.0,0.0
343,4,mid,CAFNet-D,0.026367072365129675,0.0,0.0,0.0
343,4,mid,CAFNet,0.024682964975099808,0.0,0.0,0.0
343,4,mid,A3Net,0.023324177405579818,0.0,0.0,0.0
343,4,mid,CAFNet-D w/o association residual,0.02643904813252291,0.0,0.0,0.0
343,4,mid,CAFNet-D w/o bias/popularity prior,0.0314687100452241,0.0,0.0,0.0
343,4,mid,Global popularity,0.019979921357525667,0.0,0.0,0.0
343,4,mid,HSTrans100,0.022935368802143183,0.0,0.0,0.0
343,4,frequent,CAFNet-D,0.31378290107581663,0.36933625363427175,0.4666666666666667,0.2916666666666667
343,4,frequent,CAFNet,0.2434586862421008,0.24936270394794907,0.2,0.125
343,4,frequent,A3Net,0.30010703235817593,0.28744763646920174,0.4,0.25
343,4,frequent,CAFNet-D w/o association residual,0.3024050625008606,0.35388057316851634,0.4,0.25
343,4,frequent,CAFNet-D w/o bias/popularity prior,0.4051005807924888,0.5517854393872874,0.4666666666666667,0.2916666666666667
343,4,frequent,Global popularity,0.31352978376517937,0.44192408887512147,0.4,0.25
343,4,frequent,HSTrans100,0.2759634498612943,0.31833954895937194,0.2,0.125
344,5,rare,CAFNet-D,0.009776385537499505,0.0,0.0,0.0
344,5,rare,CAFNet,0.08853187362387725,0.14606834984270645,0.06666666666666667,0.2
344,5,rare,A3Net,0.0128872378505045,0.0,0.0,0.0
344,5,rare,CAFNet-D w/o association residual,0.009258405742175693,0.0,0.0,0.0
344,5,rare,CAFNet-D w/o bias/popularity prior,0.014584139790926643,0.0,0.0,0.0
344,5,rare,Global popularity,0.02894597717321327,0.0,0.0,0.0
344,5,rare,HSTrans100,0.018044153783176035,0.0,0.0,0.0
344,5,mid,CAFNet-D,0.03576628061709296,0.0,0.0,0.0
344,5,mid,CAFNet,0.037914146026002626,0.0,0.0,0.0
344,5,mid,A3Net,0.05179587649356374,0.0,0.0,0.0
344,5,mid,CAFNet-D w/o association residual,0.03457233505884309,0.0,0.0,0.0
344,5,mid,CAFNet-D w/o bias/popularity prior,0.044168454217784404,0.0,0.0,0.0
344,5,mid,Global popularity,0.04810334871328707,0.0,0.0,0.0
344,5,mid,HSTrans100,0.08686807786342579,0.0,0.0,0.0
344,5,frequent,CAFNet-D,0.18760600088490956,0.24890832702259466,0.2,0.15
344,5,frequent,CAFNet,0.14256717574434113,0.12987501165334078,0.13333333333333333,0.1
344,5,frequent,A3Net,0.1503646885983178,0.07336392209936006,0.2,0.15
344,5,frequent,CAFNet-D w/o association residual,0.23469937805844898,0.3301376494471203,0.2,0.15
344,5,frequent,CAFNet-D w/o bias/popularity prior,0.1981200946335999,0.24890832702259466,0.2,0.15
344,5,frequent,Global popularity,0.2581342145803844,0.3052348839397012,0.2,0.15
344,5,frequent,HSTrans100,0.3202157244477849,0.4864918354282828,0.4666666666666667,0.35
345,6,rare,CAFNet-D,0.003401360544217687,0.0,0.0,0.0
345,6,rare,CAFNet,0.007194244604316547,0.0,0.0,0.0
345,6,rare,A3Net,0.0025575447570332483,0.0,0.0,0.0
345,6,rare,CAFNet-D w/o association residual,0.00684931506849315,0.0,0.0,0.0
345,6,rare,CAFNet-D w/o bias/popularity prior,0.0037593984962406013,0.0,0.0,0.0
345,6,rare,Global popularity,0.0019569471624266144,0.0,0.0,0.0
345,6,rare,HSTrans100,0.007462686567164179,0.0,0.0,0.0
345,6,mid,CAFNet-D,0.0590063971346757,0.0,0.0,0.0
345,6,mid,CAFNet,0.04476568153217549,0.0,0.0,0.0
345,6,mid,A3Net,0.05483400032460119,0.0,0.0,0.0
345,6,mid,CAFNet-D w/o association residual,0.04638449199334914,0.0,0.0,0.0
345,6,mid,CAFNet-D w/o bias/popularity prior,0.04583114005122704,0.0,0.0,0.0
345,6,mid,Global popularity,0.04073646000709503,0.0,0.0,0.0
345,6,mid,HSTrans100,0.07307120585523154,0.1175227747072427,0.06666666666666667,0.1111111111111111
345,6,frequent,CAFNet-D,0.6725363587236883,1.0,0.8666666666666667,0.3611111111111111
345,6,frequent,CAFNet,0.4345716798153729,0.5077181160122075,0.4666666666666667,0.19444444444444445
345,6,frequent,A3Net,0.5321601160577277,0.39749351961824186,0.6666666666666666,0.2777777777777778
345,6,frequent,CAFNet-D w/o association residual,0.6690943421526859,1.0,0.8666666666666667,0.3611111111111111
345,6,frequent,CAFNet-D w/o bias/popularity prior,0.6620590132338061,0.9148568823583791,0.8666666666666667,0.3611111111111111
345,6,frequent,Global popularity,0.6629284369011639,1.0,0.8666666666666667,0.3611111111111111
345,6,frequent,HSTrans100,0.5653994793412221,0.9305687780632229,0.7333333333333333,0.3055555555555556
346,9,rare,CAFNet-D,0.028089092546568252,0.0,0.0,0.0
346,9,rare,CAFNet,0.07227086397454505,0.13886244387355456,0.06666666666666667,0.1
346,9,rare,A3Net,0.04396973178008176,0.06625422345438904,0.06666666666666667,0.1
346,9,rare,CAFNet-D w/o association residual,0.13478333925560204,0.08514311764162101,0.13333333333333333,0.2
346,9,rare,CAFNet-D w/o bias/popularity prior,0.12391008162747293,0.12987501165334078,0.2,0.3
346,9,rare,Global popularity,0.0463717009888567,0.09478836436955079,0.06666666666666667,0.1
346,9,rare,HSTrans100,0.03154213741902352,0.07839826897867534,0.06666666666666667,0.1
346,9,mid,CAFNet-D,0.13554346989664212,0.1396181455537491,0.2,0.17647058823529413
346,9,mid,CAFNet,0.0964461442121757,0.14876390584057272,0.13333333333333333,0.11764705882352941
346,9,mid,A3Net,0.15326342967012707,0.2024832320725063,0.26666666666666666,0.23529411764705882
346,9,mid,CAFNet-D w/o association residual,0.20474427247526455,0.16104258782393985,0.26666666666666666,0.23529411764705882
346,9,mid,CAFNet-D w/o bias/popularity prior,0.1582024447521005,0.06362078819895173,0.2,0.17647058823529413
346,9,mid,Global popularity,0.07200721827030304,0.06625422345438904,0.06666666666666667,0.058823529411764705
346,9,mid,HSTrans100,0.1797941797505963,0.2200917662980802,0.2,0.17647058823529413
346,9,frequent,CAFNet-D,0.5768509155364672,0.7600791051976192,0.6,0.34615384615384615
346,9,frequent,CAFNet,0.47128700990149786,0.5957616317188127,0.6666666666666666,0.38461538461538464
346,9,frequent,A3Net,0.3227828027667243,0.06625422345438904,0.3333333333333333,0.19230769230769232
346,9,frequent,CAFNet-D w/o association residual,0.7020908654523405,0.8630152897016883,0.7333333333333333,0.4230769230769231
346,9,frequent,CAFNet-D w/o bias/popularity prior,0.6054532235732352,0.8115558478722846,0.6666666666666666,0.38461538461538464
346,9,frequent,Global popularity,0.45048386599303225,0.741670249010153,0.6,0.34615384615384615
346,9,frequent,HSTrans100,0.27141486344597393,0.17993148201117182,0.26666666666666666,0.15384615384615385
347,7,rare,CAFNet-D,0.0056884886601867735,0.0,0.0,0.0
347,7,rare,CAFNet,0.006010803174115833,0.0,0.0,0.0
347,7,rare,A3Net,0.007252966605321678,0.0,0.0,0.0
347,7,rare,CAFNet-D w/o association residual,0.08717664449371766,0.20210734650054757,0.06666666666666667,0.3333333333333333
347,7,rare,CAFNet-D w/o bias/popularity prior,0.11284271284271284,0.18154179253735267,0.06666666666666667,0.3333333333333333
347,7,rare,Global popularity,0.005511398946783109,0.0,0.0,0.0
347,7,rare,HSTrans100,0.03919668642650859,0.0,0.0,0.0
347,7,mid,CAFNet-D,0.0511221097663937,0.0,0.0,0.0
347,7,mid,CAFNet,0.03178031066469709,0.0,0.06666666666666667,0.1
347,7,mid,A3Net,0.0843728653479709,0.0,0.06666666666666667,0.1
347,7,mid,CAFNet-D w/o association residual,0.06946266697110949,0.07839826897867534,0.13333333333333333,0.2
347,7,mid,CAFNet-D w/o bias/popularity prior,0.05635373464585647,0.0,0.06666666666666667,0.1
347,7,mid,Global popularity,0.04583740713180226,0.07336392209936006,0.06666666666666667,0.1
347,7,mid,HSTrans100,0.11027142758496308,0.0,0.06666666666666667,0.1
347,7,frequent,CAFNet-D,0.6314193945486242,1.0,0.8666666666666667,0.3170731707317073
347,7,frequent,CAFNet,0.3269292890691302,0.13698471029831177,0.4,0.14634146341463414
347,7,frequent,A3Net,0.4188194189670679,0.36745852005902896,0.6666666666666666,0.24390243902439024
347,7,frequent,CAFNet-D w/o association residual,0.6446890913236085,0.9363792118010483,0.8,0.2926829268292683
347,7,frequent,CAFNet-D w/o bias/popularity prior,0.5726090120059368,1.0,0.8,0.2926829268292683
347,7,frequent,Global popularity,0.6372405299415018,0.8701249883466594,0.8,0.2926829268292683
347,7,frequent,HSTrans100,0.6263052428665917,0.7967610662472993,0.6666666666666666,0.24390243902439024
348,5,rare,CAFNet-D,0.014925373134328358,0.0,0.0,0.0
348,5,rare,CAFNet,0.04,0.0,0.0,0.0
348,5,rare,A3Net,0.008403361344537815,0.0,0.0,0.0
348,5,rare,CAFNet-D w/o association residual,0.05,0.0,0.0,0.0
348,5,rare,CAFNet-D w/o bias/popularity prior,0.02564102564102564,0.0,0.0,0.0
348,5,rare,Global popularity,0.00980392156862745,0.0,0.0,0.0
348,5,rare,HSTrans100,0.0027100271002710027,0.0,0.0,0.0
348,5,mid,CAFNet-D,,,,
348,5,mid,CAFNet,,,,
348,5,mid,A3Net,,,,
348,5,mid,CAFNet-D w/o association residual,,,,
348,5,mid,CAFNet-D w/o bias/popularity prior,,,,
348,5,mid,Global popularity,,,,
348,5,mid,HSTrans100,,,,
348,5,frequent,CAFNet-D,0.3913191347392735,0.4256628105513782,0.5333333333333333,0.34782608695652173
348,5,frequent,CAFNet,0.4661063345660992,0.4034826666009929,0.4666666666666667,0.30434782608695654
348,5,frequent,A3Net,0.48724660560420363,0.48331483694589455,0.5333333333333333,0.34782608695652173
348,5,frequent,CAFNet-D w/o association residual,0.40720076047781045,0.4272444952678764,0.5333333333333333,0.34782608695652173
348,5,frequent,CAFNet-D w/o bias/popularity prior,0.5164759191847651,0.505360344437199,0.6,0.391304347826087
348,5,frequent,Global popularity,0.5898315863301802,0.5552448576790283,0.6666666666666666,0.43478260869565216
348,5,frequent,HSTrans100,0.391815341717152,0.3132848169017409,0.6,0.391304347826087
349,3,rare,CAFNet-D,,,,
349,3,rare,CAFNet,,,,
349,3,rare,A3Net,,,,
349,3,rare,CAFNet-D w/o association residual,,,,
349,3,rare,CAFNet-D w/o bias/popularity prior,,,,
349,3,rare,Global popularity,,,,
349,3,rare,HSTrans100,,,,
349,3,mid,CAFNet-D,,,,
349,3,mid,CAFNet,,,,
349,3,mid,A3Net,,,,
349,3,mid,CAFNet-D w/o association residual,,,,
349,3,mid,CAFNet-D w/o bias/popularity prior,,,,
349,3,mid,Global popularity,,,,
349,3,mid,HSTrans100,,,,
