pearson,rMSE,spearman,MAE,MAP,auc_all,nDCG,P1,P5,P10,P15,R1,R5,R10,R15,aupr_all,drugAUC,drugAUPR,model,fold,seconds
0.34058783763994555,1.4133120639807075,0.3830139317064852,1.034370938663601,0.18446082456900748,0.892968721271489,0.24340834072840578,0.2276923076923077,0.16092307692307778,0.12338461538461515,0.10471794871794912,0.0612904804467188,0.18581381273809552,0.2756999940934352,0.33958729878353694,0.0608764945479521,0.8682904525893999,0.18446082456900748,HSTrans,5,1843.84
