MAP,AUROC,AUPR,nDCG@10,P@1,P@15,R@15,Spearman,RMSE,MAE,nonhot100_AP,rare_AP,middle_AP,fold,rho
0.2383325279798721,0.9228643124077197,0.11918098057035498,0.3010885041704606,0.30381679389312977,0.1269211195928753,0.42018025546877613,0.5223958554841945,1.6857576040596771,1.3866664781923352,0.13878078216307718,0.13304913778690525,0.18661375968739569,2,0.3
0.24284380474678582,0.9236096834618067,0.1284262785988341,0.3065734373095593,0.3068702290076336,0.12936386768447836,0.4301594578225562,0.5198272544605823,1.8646385245514239,1.588814099096244,0.13706248912358454,0.1368774273612176,0.18256610635213275,2,0.4
0.2508319766870925,0.9233696564147627,0.13589122894552938,0.31657649883277805,0.32213740458015266,0.1294656488549618,0.42488297466549185,0.5152628090496383,2.0539465116883786,1.7990076281190595,0.13750493559989158,0.13855430756341802,0.1806029032255962,2,0.5
0.25169412754497245,0.9223033247167156,0.13968802585532908,0.31765624153645045,0.31297709923664124,0.13099236641221373,0.4241710123178214,0.5083578056000316,2.2510522616760937,2.0123743652180237,0.1364104929930258,0.1379892975419796,0.17251691736870212,2,0.6
0.2532462693576729,0.9204366971476458,0.1398872102827328,0.32102296066912517,0.32213740458015266,0.1292620865139949,0.418479942960621,0.49882452851496056,2.454077679568817,2.2272978411518247,0.1324980869122227,0.12607730421950009,0.16460336877333961,2,0.7
0.24940513808839182,0.9177523207386533,0.1371487057998231,0.31852001054955825,0.3114503816793893,0.1292620865139949,0.4198640310984255,0.4870243070485876,2.66166849228701,2.442775376630342,0.12555063730681662,0.12031272640101107,0.16207366896888892,2,0.8
0.24341890584168374,0.914212537731596,0.1322193450658617,0.3118184265017724,0.3099236641221374,0.12702290076335876,0.4047589711281826,0.4728138601424546,2.8728351838289212,2.6586202997247113,0.11370899007448154,0.11568731273799092,0.1447658805795897,2,0.9
0.23858567365790848,0.9097872041620376,0.1250308596363851,0.30590366950973974,0.31755725190839695,0.12437659033078881,0.39478708782707517,0.4560971276113632,3.086843948642042,2.8746396107079777,0.09683031758968484,0.09375888472640906,0.11822154365834656,2,1.0
0.16253527345807012,0.9115197273143285,0.08689951683673934,0.20960994653398926,0.14570552147239263,0.10715746421267892,0.3623867467270176,0.4884323480336527,1.2780342341477198,0.9322878161699942,0.10113039859858111,0.11115654127034875,0.14048924177749225,3,0.0
0.19617819301667994,0.9193783787092116,0.09351721630792531,0.2418124370895394,0.19938650306748465,0.11226993865030672,0.3733151968999943,0.49887957362434826,1.3887497250222554,1.0478198287225937,0.10671670517639083,0.12050741099872686,0.14587607933235833,3,0.1
0.21006963963857014,0.923900168969021,0.10069459672987949,0.26169823576808876,0.23773006134969324,0.11533742331288344,0.38410255363681534,0.5081281365790058,1.5267357156000518,1.2063476388335646,0.10824458102850866,0.12540923865670045,0.14974284740766575,3,0.2
0.21919115962722546,0.9259905600404008,0.1084653652488295,0.27551263623434274,0.25766871165644173,0.11983640081799592,0.3953808631408261,0.5162915955374968,1.6853072303398726,1.3932619388365943,0.1104906962565484,0.12578640619908332,0.15529815366604016,3,0.3
0.22740547531169442,0.9262537221265911,0.11668185765808459,0.2889377136849523,0.2776073619631902,0.12290388548057259,0.40465536877837943,0.5224347013637873,1.8592043192267178,1.5938095413078077,0.11216041151164496,0.12582194644831562,0.15658894613331628,3,0.4
0.23312015271967454,0.9251910833939793,0.12421776210178538,0.29676960471067104,0.2898773006134969,0.12719836400817996,0.4166566199990598,0.5272264743230541,2.04452035317391,1.8010894329736196,0.11806448836186255,0.1211501108875005,0.1541376875839118,3,0.5
0.2405609888489751,0.9231019853984658,0.1293514445547827,0.30668910426857565,0.31901840490797545,0.1277096114519427,0.4170923149080113,0.5298488747397192,2.23842088382384,2.012768187864554,0.12100043399589835,0.1152558434282876,0.15677909344313248,3,0.6
0.24560764050092468,0.9200882196449841,0.13056872450460938,0.3130127018788896,0.3389570552147239,0.12924335378323107,0.4236684609101198,0.530414929941346,2.4388593258027473,2.226660146481461,0.12149278322276286,0.10809446993059359,0.1485431612537811,3,0.7
0.24755124960411898,0.9161339123606346,0.12807433092558418,0.3148771650919584,0.3496932515337423,0.1291411042944785,0.41815425458094524,0.5286679247596534,2.644349393890348,2.4416736076538728,0.1206367959823799,0.1016826596068087,0.14548066545254745,3,0.8
0.24343184597284415,0.9112195107844352,0.1223958959577263,0.31020162976030363,0.34049079754601225,0.12719836400817994,0.4043716253765074,0.5248887819898639,2.853800057871133,2.657118827340664,0.10936773624448085,0.10027641459020963,0.13231910558523577,3,0.9
0.23683710330219274,0.9053491012123515,0.11393250248224984,0.3036348320558412,0.3328220858895706,0.12280163599182004,0.38265201428658757,0.5181761257226578,3.0663998107349326,2.872828351240555,0.09717547459521701,0.09805404466834536,0.11620728791616848,3,1.0
0.1790202014117761,0.9069969786056538,0.08792841859107975,0.2285596074614548,0.17411402157164868,0.10600924499229582,0.3848514786453524,0.48304719352422143,1.279415384146812,0.9468639549535414,0.10486366180274335,0.10499254176020621,0.13741468438593699,4,0.0
0.19768170163794146,0.9142832353245296,0.09460634596659173,0.2517360318961152,0.1941448382126348,0.11206985105290188,0.39971753303741875,0.49491820191053826,1.3929455285921837,1.0690370181715065,0.1083752517545621,0.11772696002399616,0.15014226077557374,4,0.1
0.2077356062614655,0.9187341496826784,0.10211844548763682,0.2652150234933278,0.21417565485362094,0.11474062660503338,0.40851053246318225,0.5050328101342012,1.5346815499951874,1.2306184897650367,0.11302764071725117,0.12486065132051245,0.16252317400751512,4,0.2
0.21694447154782948,0.920821415022318,0.11061133695758457,0.27909525121226864,0.24191063174114022,0.11813045711350795,0.4146512794863773,0.5134816487530263,1.697573240369297,1.4204135793979564,0.11500846283814094,0.13018061371448222,0.1640814589105535,4,0.3
0.22826501628584858,0.9211013970769478,0.11926970903142785,0.29265439590118586,0.2850539291217257,0.12100667693888033,0.42063365275617953,0.519934800609679,1.876118046315348,1.6255814414516598,0.12097064381218933,0.13417529164437567,0.1695110080509009,4,0.4
0.2317019274131583,0.9198918016373876,0.12541456401741524,0.29506595722793055,0.300462249614792,0.12203389830508472,0.41951966136293123,0.5238864052677609,2.0662624073442526,1.838969834580889,0.12247988637157767,0.13692941039392253,0.16648757575694842,4,0.5
0.2374288710894761,0.9173194304453749,0.12706425974191718,0.2983777906799445,0.3235747303543914,0.12306111967128915,0.41334944613601105,0.5253899449475641,2.265086842509413,2.056265659485125,0.125623930773993,0.13602753386325658,0.1619287021991296,4,0.6
0.23554958120905545,0.9134053841444016,0.1252653516600449,0.29607947959359565,0.3220338983050847,0.12326656394453005,0.40809136511906685,0.5246446700285425,2.4704966099225047,2.2752468911282913,0.12458921778503787,0.14040095788065332,0.16116289722829505,4,0.7
0.2344114095438828,0.9080874562312936,0.12058306583048795,0.29424585689345684,0.325115562403698,0.12265023112480739,0.3947920438515228,0.5210616947783953,2.6809784832713413,2.4950881961058973,0.11703034517746838,0.1360351636503103,0.15187857672866797,4,0.8
0.22836788570151575,0.9013455471976731,0.1140368381821748,0.28906556976567394,0.31124807395993837,0.12131484334874164,0.38331248432195286,0.5144943360364014,2.8954265193228883,2.715565793641201,0.10231137027984936,0.11501807665871519,0.1403655233517667,4,0.9
0.2238237926111521,0.8932904446076151,0.10555325476333811,0.28449139742824064,0.31124807395993837,0.1182331792501284,0.36980459193659343,0.5047090139912155,3.1130211493065567,2.936394850752722,0.08679783392920283,0.10964680280251166,0.10666253201003767,4,1.0
0.21517736217810715,0.9104970178413853,0.09480868363173528,0.2670793631068571,0.23692307692307693,0.11466666666666667,0.4146313011757649,0.5258241209526714,1.2462788057564371,0.9157985760277778,0.12378440756526897,0.09187359864925429,0.14386790022985402,5,0.0
0.22745645000188505,0.9179415632688066,0.10059367220898242,0.28325972157665424,0.26615384615384613,0.11876923076923078,0.4259181892337995,0.5323549445364562,1.3650220451350146,1.040882682665869,0.12686813341310635,0.09409178700509035,0.1487932211985841,5,0.1
0.23200049181034546,0.9218967145374838,0.10671209203718099,0.2929206533052169,0.2692307692307692,0.121025641025641,0.4284063996265937,0.5377524084387277,1.5116469804495654,1.2062144152284624,0.1315095856979103,0.09706290580000212,0.15262553890801717,5,0.2
0.2394407571720593,0.9235057902098069,0.11317879577785951,0.3008758922559964,0.2846153846153846,0.12441025641025642,0.4360980136554496,0.5417252773941553,1.6788643846754867,1.4003358079550512,0.1356270351314017,0.10150952893088964,0.15336564063959784,5,0.3
0.24977369950143594,0.923615835075813,0.11890086763638155,0.31021306255675846,0.32153846153846155,0.12656410256410255,0.4329192089959852,0.5440474234675189,1.861131806790988,1.6095035775597766,0.13711258483364816,0.10388482519100181,0.15237760392957017,5,0.4
0.2514514732643062,0.9225763812014529,0.12274705323311033,0.31211976718302104,0.33692307692307694,0.12789743589743588,0.43212796514548124,0.544616195350731,2.054447702605361,1.8268609917305707,0.13822373331119836,0.10705116863001057,0.14967522919755513,5,0.5
