model,MAP_mean,MAP_std,AUROC_mean,AUROC_std,AUPR_mean,AUPR_std,nDCG@10_mean,nDCG@10_std,P@1_mean,P@1_std,P@15_mean,P@15_std,R@15_mean,R@15_std,Spearman_mean,Spearman_std,RMSE_mean,RMSE_std,MAE_mean,MAE_std,nonhot100_AP_mean,nonhot100_AP_std,rare_AP_mean,rare_AP_std,middle_AP_mean,middle_AP_std
CAFNet,0.19059336696489096,0.01838739179857324,0.9077271037239356,0.002380362365809047,0.09048161930190748,0.004547223642918228,0.2422998822760672,0.02098013452083473,0.1872813769557778,0.026868902801865907,0.11126333478719923,0.004407221596407035,0.3902525351990795,0.017444976363886262,0.49740730702527375,0.027695551715615354,1.250177893546482,0.023590050796425604,0.9120704673001983,0.020392291587166565,0.11667319429099196,0.012524374807723712,0.10608899064014021,0.014314000954307201,0.14698907349170898,0.01701589230885215
CAFNet-D,0.232917170375956,0.006173780232774754,0.9000150325872827,0.005937117118841092,0.10943183885342986,0.008814926506081346,0.29882798373575203,0.007719969482207417,0.3294341203651341,0.01229723265508818,0.12078196880750543,0.0025844618088155646,0.380800674643402,0.009907729442914178,0.502338018451614,0.02921012616218303,3.0618700381318025,0.05467217623662099,2.882516725472219,0.05687418557472558,0.09229924731800622,0.007702817962383959,0.09111899767202354,0.012492228291689424,0.1067581572868801,0.011326548263844228
CAFNet-DG,0.24887624369594982,0.006569727999749684,0.9197028318222905,0.002236096867726006,0.12653811996648937,0.006315127015247435,0.3133735220049614,0.007460881277015664,0.3344116413398833,0.014985184680714402,0.12733548434413833,0.0025377095254033553,0.41685219282439584,0.00792867565132106,0.5269923010909995,0.017974940144431722,2.2130592953676045,0.05449857582936513,1.9951797027197018,0.05898005008819201,0.1291699160926959,0.00827087341789501,0.11748028126410848,0.017325928126586922,0.15647297323078302,0.012497521182683163
