scenario,model,fold,AUROC,AUPR,candidate_pairs,positive_pairs,evaluable_drugs,mAP,nDCG@10,P@1,P@15,R@15,Spearman,RMSE,MAE,QWK,Within1,ordinal_pairs
cold,XGBoost,9,0.7641694604781157,0.1697088119727186,74550,4204,75,0.2025550105926076,0.3293966290892305,0.0,0.2426666666666666,0.1482980217235363,0.3597672182429541,1.723723459956475,1.5302028236476497,0.1007161714192803,0.4871550903901047,4204.0
warm,A3Net,0,0.91354817827056,0.08674009378076558,712137,3708,635,0.20946967684434398,0.26434357160250926,0.23622047244094488,0.11496062992125984,0.39103167490265395,0.46225246736199016,1.2258785069447304,0.8994873602281324,0.38802755387169985,0.8179611650485437,3708.0
warm,A3Net,1,0.895720129985475,0.06969175434181706,712137,3708,644,0.2133647006027715,0.2689081165335508,0.23136645962732919,0.11573498964803312,0.39601353548217066,0.5665135201898152,1.2367732182039253,0.9158702910106183,0.45569470186774674,0.8222761596548004,3708.0
warm,A3Net,2,0.9086465709060003,0.07406864428651766,712137,3708,655,0.19194024955771222,0.24258003581863757,0.19083969465648856,0.11033078880407123,0.39760657903536656,0.5318051160414753,1.1729971693239605,0.872141432264863,0.43239060741754254,0.8336030204962244,3708.0
warm,A3Net,3,0.9134512281054451,0.07657711106983056,712137,3708,652,0.17713541016942022,0.22339125346961203,0.1549079754601227,0.10869120654396727,0.37474464401038315,0.5258686416012078,1.130449372366452,0.8207341462691207,0.44873439441098506,0.843042071197411,3708.0
warm,A3Net,4,0.9174067654533701,0.09759757695057183,712137,3708,649,0.22798733828167536,0.2807196767501494,0.2465331278890601,0.12357473035439136,0.41578757162944974,0.5176097202232448,1.190366789945625,0.8572812839190174,0.43897241906823303,0.8314455231930961,3708.0
warm,A3Net,5,0.9016528665049912,0.05414348915609153,712137,3708,650,0.15137780166296855,0.18317832287255315,0.14923076923076922,0.08830769230769231,0.30104801521227537,0.5037192730618419,1.2273898389364715,0.8781848555443831,0.4097331148857526,0.8292880258899676,3708.0
warm,A3Net,6,0.9071198698093823,0.07335847844870613,712137,3708,645,0.1853776244354804,0.23609920284435545,0.17519379844961241,0.10914728682170544,0.37951333878624843,0.5006585687907363,1.2202121821524474,0.8834544310201574,0.4066170231661089,0.8217367853290184,3708.0
warm,A3Net,7,0.9130737017093644,0.0890879484488166,712137,3708,646,0.2148431621380171,0.2745436962467379,0.22291021671826625,0.12156862745098039,0.424125368325727,0.5524819779688964,1.130087139871478,0.8077504124473318,0.48041667686334,0.8543689320388349,3708.0
warm,A3Net,8,0.9138303653633483,0.08924449167709322,712137,3708,646,0.22430346385509334,0.28211906352518507,0.23684210526315788,0.11929824561403508,0.40280612794768733,0.5412429262587835,1.174713702649278,0.8508094343697872,0.4479209857488611,0.8362998921251349,3708.0
warm,A3Net,9,0.9157523731852292,0.09189036373552621,712128,3699,642,0.2339792845002736,0.29436663258262125,0.26479750778816197,0.11692627206645897,0.4259996647586444,0.527239170647041,1.1855626738679252,0.8644433022765269,0.43327000443770003,0.8331981616653149,3699.0
warm,CAFNet,0,0.9082882954792949,0.08036090458257057,712137,3708,635,0.2067348913359199,0.25923367768835104,0.2377952755905512,0.11328083989501311,0.3990650785084786,0.5113918112678547,1.2445438310855097,0.9234078822741858,0.4021719163244395,0.8133764832793959,3708.0
warm,CAFNet,1,0.9108321038287244,0.08890787950742474,712137,3708,644,0.2050111481606521,0.26129123269715726,0.2096273291925466,0.11997929606625259,0.4235011378443966,0.5130551047558327,1.2612133270521138,0.9090275127743848,0.41584208275809587,0.8136461704422869,3708.0
warm,CAFNet,2,0.9120296350289386,0.09080114361419041,712137,3708,655,0.20992304612901613,0.267110941762154,0.20763358778625954,0.11908396946564885,0.41335503865900347,0.5480300118916751,1.2278946513084206,0.8872035912522679,0.45310472902946575,0.8201186623516721,3708.0
warm,CAFNet,3,0.9128822586905044,0.08421373616824848,712137,3708,652,0.1911723370829615,0.24009962133779184,0.1901840490797546,0.11134969325153374,0.3986171032627788,0.5366919631398264,1.2289705528887396,0.8906091207338737,0.4316855271403912,0.819848975188781,3708.0
warm,CAFNet,4,0.9118464280955145,0.08473361489336306,712137,3708,649,0.2000923578850939,0.2474592642191883,0.2049306625577812,0.11145351823317924,0.400366531500624,0.5311780346184638,1.1788270802811605,0.8514090075760601,0.44914150011370446,0.8330636461704423,3708.0
warm,CAFNet,5,0.9180715743895957,0.09299707594683548,712137,3708,650,0.23035572307374186,0.287510868997617,0.24307692307692308,0.11948717948717948,0.4183804317314471,0.5359623175524316,1.1861532952677367,0.8697582321746844,0.43917238031672834,0.831984897518878,3708.0
warm,CAFNet,6,0.9134063023246007,0.09136542782726259,712137,3708,645,0.22009104061635976,0.2765324300740942,0.24031007751937986,0.11844961240310076,0.4142037324437748,0.543653863935123,1.2064853066736432,0.8936778660464284,0.43362842556866743,0.8247033441208198,3708.0
warm,CAFNet,7,0.9111415036939319,0.08468794210439676,712137,3708,646,0.19668747900793787,0.24923270874424416,0.22910216718266255,0.10908152734778122,0.3921626903235472,0.5314131716125474,1.2170217077185186,0.8753288188105812,0.4391194035993412,0.8287486515641855,3708.0
warm,CAFNet,8,0.9168173512459007,0.10034198713116939,712137,3708,646,0.22492397461037952,0.28641832149786073,0.25077399380804954,0.12280701754385964,0.41440207103447296,0.5165237161367633,1.2022623262006857,0.8730800459830758,0.4252976906334456,0.8287486515641855,3708.0
warm,CAFNet,9,0.9138618414374537,0.08432329911240254,712128,3699,642,0.18692849950230198,0.23817666269064808,0.18691588785046728,0.10643821391484942,0.40516790507641925,0.479439048803741,1.2469794075188616,0.9399550001314587,0.37456664289430885,0.8056231413895647,3699.0
warm,CAFNet-D,0,0.9061708538742294,0.11059529147761318,712137,3708,635,0.23887943700069753,0.3077650380374507,0.3543307086614173,0.12178477690288714,0.3685530105110911,0.7026068102412201,0.7246353749421394,0.516106098763717,0.6430683134759492,0.953344120819849,3708.0
warm,CAFNet-D,1,0.9084669932178038,0.11251116862202815,712137,3708,644,0.23753352520854581,0.3070648003085584,0.33229813664596275,0.12412008281573497,0.38756428304584445,0.7102375564148731,0.6783807141224935,0.49878341335292903,0.652431566673495,0.9630528586839266,3708.0
warm,CAFNet-D,2,0.9076252131326461,0.11130688644046172,712137,3708,655,0.23870174862110896,0.305504070202755,0.3068702290076336,0.12580152671755723,0.40114137602993777,0.6983775584339236,0.733550687485442,0.5194185601352456,0.6243781899836602,0.9501078748651565,3708.0
warm,CAFNet-D,3,0.9120883204210624,0.11527073378423425,712137,3708,652,0.24025357175517892,0.30769185801943194,0.3496932515337423,0.12515337423312883,0.38810142322638813,0.7015337411674006,0.7071186746671406,0.4991532169059401,0.6591462805574495,0.9560409924487594,3708.0
warm,CAFNet-D,4,0.9041812809692897,0.10378199104937408,712137,3708,649,0.2244602767885054,0.2864379596026421,0.30970724191063176,0.12141756548536208,0.37816524208596713,0.6962058755299028,0.7153203463878374,0.5094887224923188,0.6252712908538842,0.9514563106796117,3708.0
warm,CAFNet-D,5,0.910912549084195,0.10359413398604973,712137,3708,650,0.23643407143511766,0.30489856691352163,0.3261538461538461,0.12123076923076925,0.3901334100938821,0.6998481472783307,0.7301335108258431,0.5156791006750402,0.6083069451763103,0.9538834951456311,3708.0
warm,CAFNet-D,6,0.9043565287644538,0.10582167832744228,712137,3708,645,0.22484414162655292,0.2915400651963398,0.31627906976744186,0.1243410852713178,0.3841346971765666,0.7039099565178787,0.6905391123366229,0.4973781299651746,0.6432462429515475,0.9630528586839266,3708.0
warm,CAFNet-D,7,0.9102337193878751,0.11982422842342008,712137,3708,646,0.23355911303586946,0.30273490644502066,0.33900928792569657,0.12229102167182662,0.3825136564247756,0.7161782008547988,0.7026866982405054,0.4994339079519748,0.6442126830858372,0.9568500539374326,3708.0
warm,CAFNet-D,8,0.9160030702070814,0.11451281189668289,712137,3708,646,0.24817946075966307,0.31705102753526826,0.34829721362229105,0.12528379772961815,0.3916274452657118,0.698283347224028,0.7332942089048413,0.5153725778191987,0.6174139831070361,0.9509169363538296,3708.0
warm,CAFNet-D,9,0.9078991680982723,0.10465802902202799,712128,3699,642,0.2338502612623512,0.3001667521527774,0.3115264797507788,0.12232606438213915,0.39146828804604217,0.7274138609050215,0.6798585659827088,0.48543132924371296,0.6790206455409066,0.9643146796431468,3699.0
warm,CAFNet-DG,0,0.9220992242139716,0.12011122680798955,712137,3708,635,0.2585004496974952,0.3277571498590723,0.35748031496062993,0.13133858267716536,0.4138633605450163,,,,,,
warm,CAFNet-DG,1,0.9256309058052625,0.12439540144725751,712137,3708,644,0.2552658154722624,0.3263369823750082,0.35093167701863354,0.1324016563146998,0.42993042874152726,,,,,,
warm,CAFNet-DG,2,0.9230380384049346,0.1273654641355216,712137,3708,655,0.25878962247911286,0.32492232935298554,0.3297709923664122,0.13129770992366413,0.4294436030073407,,,,,,
warm,CAFNet-DG,3,0.9273524142103188,0.12845553591393394,712137,3708,652,0.2638380916603566,0.3272131959337645,0.35736196319018404,0.13210633946830264,0.42596293941704266,,,,,,
warm,CAFNet-DG,4,0.9228110051043356,0.12370008233277272,712137,3708,649,0.24154009218490968,0.3037496124506112,0.31278890600924497,0.12727272727272726,0.4179938073018861,,,,,,
warm,CAFNet-DG,5,0.9277947262597237,0.12075936099712625,712137,3708,650,0.25834946699183636,0.32627051933238177,0.3292307692307692,0.1332307692307692,0.44615431909204456,,,,,,
warm,CAFNet-DG,6,0.9236354610491647,0.1277100077404975,712137,3708,645,0.25251675907403737,0.3196590697835177,0.32868217054263565,0.13333333333333333,0.4295836722223605,,,,,,
warm,CAFNet-DG,7,0.9270665992046949,0.1351739046556351,712137,3708,646,0.26480117589180163,0.3381028104933345,0.3668730650154799,0.13302373581011354,0.44477012102205504,,,,,,
warm,CAFNet-DG,8,0.9298292106698802,0.1321095688541084,712137,3708,646,0.2679097027872295,0.33563619651446175,0.3637770897832817,0.13384932920536635,0.4268803336781971,,,,,,
warm,CAFNet-DG,9,0.9260631164997475,0.12198123306150481,712128,3699,642,0.25718189190752905,0.3217728060275248,0.338006230529595,0.12647975077881618,0.42951339882902406,,,,,,
warm,DSGAT,0,0.8680798971185744,0.05796330420627459,712137,3708,635,0.1833802604398116,0.24347292386307146,0.26456692913385826,0.10173228346456692,0.3255096194031262,0.4261226293649043,1.2860321228337674,1.0111375796209776,0.28457290835633253,0.7680690399137001,3708.0
warm,DSGAT,1,0.8612138286297897,0.05092793486331775,712137,3708,644,0.17051183742233308,0.23405304625075266,0.2096273291925466,0.09855072463768115,0.3330102572429928,0.4423218053869219,1.257310013231458,0.9560182742219913,0.3360310418099848,0.7769687162891047,3708.0
warm,DSGAT,2,0.8670007670222397,0.06502126097347813,712137,3708,655,0.1882261466094459,0.2534959705122548,0.2595419847328244,0.1042239185750636,0.3468468850203663,0.4275886720054383,1.3565661571392948,1.0650725963383816,0.2868702617304364,0.7510787486515642,3708.0
warm,DSGAT,3,0.8690206213885145,0.06704083244132368,712137,3708,652,0.1963824508753873,0.2598773387771666,0.2883435582822086,0.10705521472392637,0.35495663710467473,0.4571760143019205,1.114137871852795,0.8334235479048541,0.3683183951981669,0.8314455231930961,3708.0
warm,DSGAT,4,0.865835258338907,0.05641965410562208,712137,3708,649,0.17086795377065028,0.21653199806852672,0.22342064714946072,0.09399075500770417,0.3066116424768926,0.4337743118454452,1.407458276350717,1.1277357456158794,0.2564766461302709,0.721143473570658,3708.0
warm,DSGAT,5,0.8667040945452632,0.05923662708110709,712137,3708,650,0.2006716348513693,0.2623374379253903,0.3,0.10492307692307692,0.3452911256512795,0.4239356358438997,1.2786009841878276,0.9956108722293261,0.29050736942445454,0.7745415318230853,3708.0
warm,DSGAT,6,0.8716328714746757,0.06068581024949859,712137,3708,645,0.18692702400151742,0.24194900353236767,0.27286821705426356,0.10191214470284238,0.3202033967415852,0.43610694756341417,1.164796597823382,0.8842515731320798,0.335532254387654,0.81957928802589,3708.0
warm,DSGAT,7,0.8631332893592228,0.05299356693900561,712137,3708,646,0.13927321547372293,0.19366798469413726,0.04643962848297214,0.10020639834881322,0.3273960856280778,0.44088637645203826,1.2454592652895722,0.9520651392212707,0.32611070237733975,0.7882955771305286,3708.0
warm,DSGAT,8,0.8695423618880194,0.06235053354391345,712137,3708,646,0.19747901440887697,0.25597019493663653,0.28173374613003094,0.10319917440660473,0.34209406648004326,0.4510359794167494,1.205891199368989,0.9376332488839294,0.32222347065226686,0.7974649406688241,3708.0
warm,DSGAT,9,0.8664401995859481,0.059849612278701024,712128,3699,642,0.1780506774574709,0.23620751690524677,0.2367601246105919,0.10228452751817237,0.3384360717253525,0.43184007388835777,1.3578225284815635,1.0914844548534657,0.2575781527330526,0.7410110840767775,3699.0
warm,HSTrans,0,0.889817085248702,0.07371741971764365,712137,3708,635,0.18394464171794986,0.2442420553339525,0.262992125984252,0.10183727034120733,0.32576015331304614,0.35966377368721203,1.2353595840610596,0.8954948416279133,0.2846589044139336,0.8133764832793959,3708.0
warm,HSTrans,1,0.8926853472078484,0.06957357831506075,712137,3708,644,0.19129971483495908,0.254807248563988,0.265527950310559,0.10320910973084886,0.3367777028279547,0.3986662960987404,1.2725987559324647,0.9303462241661756,0.3049332448718066,0.8114886731391586,3708.0
warm,HSTrans,2,0.8951083772758852,0.0899966178156938,712137,3708,655,0.19883813551287452,0.2604018006348755,0.2717557251908397,0.10544529262086513,0.3405398453922361,0.3398266868199368,1.4893961945625571,1.1050512945408075,0.2539230624083014,0.738403451995685,3708.0
warm,HSTrans,3,0.8980878332407154,0.08543505092968813,712137,3708,652,0.19386612989643964,0.2511677249100439,0.2791411042944785,0.1041922290388548,0.3292681864349389,0.424877893710381,1.1715133565594356,0.8428885028993925,0.3559348879765515,0.8425026968716289,3708.0
warm,HSTrans,4,0.8893795770431663,0.07166701930057914,712137,3708,649,0.18840265278120305,0.24311429966959985,0.24807395993836673,0.099537750385208,0.31072358634603714,0.4120684331574832,1.1453154426400785,0.8227164542027212,0.34456614721378565,0.848435814455232,3708.0
warm,HSTrans,5,0.892968721271489,0.0608764945479521,712137,3708,650,0.18446082456900748,0.24340834072840578,0.2276923076923077,0.1047179487179487,0.33958729878353683,0.3830139317064852,1.4133120639807075,1.034370938663601,0.2701246271909119,0.7661812297734628,3708.0
warm,HSTrans,6,0.8895414723679512,0.06809757234334016,712137,3708,645,0.1681910751868496,0.2235817203438959,0.2,0.10108527131782943,0.31770737898944434,0.390477276944456,1.2795433848715576,0.9540979032195751,0.28892471493889904,0.8009708737864077,3708.0
warm,HSTrans,7,0.8934522853165524,0.0754254265901262,712137,3708,646,0.1779642401214728,0.23336578297138783,0.24148606811145512,0.09834881320949432,0.32600935569533,0.36905701310522065,1.3393539988770988,0.9733557913647292,0.2737801106282889,0.796655879180151,3708.0
warm,HSTrans,8,0.8945733612040485,0.07702414664851509,712137,3708,646,0.1910437552461908,0.25278568579399574,0.23529411764705882,0.1045407636738906,0.34336607343597875,0.3490713271859023,1.7454319563474983,1.361522354290066,0.21092024340748206,0.6445523193096009,3708.0
warm,HSTrans,9,0.8956045184994739,0.07264597405735412,712128,3699,642,0.1808676917943808,0.23733641580788187,0.22429906542056074,0.10249221183800622,0.3306797662308931,0.4108657723188869,1.2821380988071505,0.9408733204357622,0.3073889469614606,0.8077858880778589,3699.0
warm,RF,0,0.8364149841385291,0.0224090399133261,712137,3708,635,0.04823872935042,0.0580804749948919,0.0220472440944881,0.0286614173228346,0.115571933151601,0.3129605959466967,1.5447596563073622,1.2006411677218387,0.2064360814332101,0.6909385113268608,3708.0
warm,RF,1,0.8360066086821584,0.0219263982068074,712137,3708,644,0.0463635181936023,0.0589234514212841,0.0124223602484472,0.0279503105590062,0.1054003905259466,0.3193812933446853,1.5285577194459106,1.1914096113976027,0.2052203484088953,0.6906688241639698,3708.0
warm,RF,2,0.8326766603628084,0.0223539526782819,712137,3708,655,0.0424218704502844,0.0464400342089841,0.0259541984732824,0.0250381679389312,0.0858423138120018,0.306587718093996,1.5682193645832692,1.2286462531602884,0.2003847243876199,0.6806903991370011,3708.0
warm,RF,3,0.8371705735039481,0.0227695368177263,712137,3708,652,0.0471378358347627,0.0592887956110747,0.0322085889570552,0.0288343558282208,0.1133334983988037,0.3292023410851445,1.52867028883252,1.191137836618146,0.2151408130015483,0.691747572815534,3708.0
warm,RF,4,0.8339642323243629,0.0225010805292778,712137,3708,649,0.049200914365628,0.0589791902592676,0.0277349768875192,0.0258859784283513,0.1008532785044852,0.3244856064094468,1.5315319785069887,1.1923967302317742,0.2198596998564421,0.6968716289104638,3708.0
warm,RF,5,0.8362538728312137,0.0216251732004348,712137,3708,650,0.0511254815380389,0.0642651666335372,0.0261538461538461,0.0269743589743589,0.1158763317451666,0.3121580214186832,1.5436032972421176,1.2104016806887103,0.1976212088096528,0.6828478964401294,3708.0
warm,RF,6,0.836783439800812,0.0223946715668058,712137,3708,645,0.0485688314095874,0.0559554348784754,0.0248062015503875,0.0260465116279069,0.1021908908623132,0.3295481562773376,1.5294255200243312,1.1919185336118618,0.2134766107937656,0.6898597626752967,3708.0
warm,RF,7,0.8404924260196966,0.0231090943244658,712137,3708,646,0.0492969048550068,0.059849523296205,0.0247678018575851,0.0282765737874097,0.1111885001217751,0.3395218775088381,1.5070338505773129,1.1618352349246768,0.2269852225045585,0.7065803667745415,3708.0
warm,RF,8,0.8377800708547136,0.0225834348582188,712137,3708,646,0.0484983211464006,0.0568963804180108,0.0371517027863777,0.0263157894736842,0.0969218765507315,0.2784211511082743,1.5503802030838534,1.2086616075344527,0.1782233900815568,0.6863538295577131,3708.0
warm,RF,9,0.836949567604432,0.0219392490238209,712128,3699,642,0.0439195022625719,0.0513181250642946,0.0171339563862928,0.0239875389408099,0.0931052442300731,0.3337758022881363,1.5011157312037144,1.165821778726726,0.2231194731773211,0.7128953771289538,3699.0
warm,XGBoost,0,0.8216436663616768,0.0267063978533027,712137,3708,635,0.06260449243432,0.0880690966875358,0.011023622047244,0.0345406824146981,0.1255606165351363,0.2995599791272138,1.6953706731155032,1.4774902462798545,0.0967956793777231,0.528856526429342,3708.0
warm,XGBoost,1,0.8178942892529925,0.027032641825434,712137,3708,644,0.0553530015221061,0.080864916797795,0.0046583850931677,0.0330227743271221,0.1282674664313896,0.3081814058203144,1.688819563939635,1.4773948136817547,0.1004082806133211,0.5272384034519957,3708.0
warm,XGBoost,2,0.8163038364391746,0.0277188614154822,712137,3708,655,0.0558566134214118,0.0800711980138987,0.0015267175572519,0.033384223918575,0.1186746842915547,0.3017827963373834,1.710935603542754,1.4991084179542598,0.0925589081510687,0.5188781014023732,3708.0
warm,XGBoost,3,0.8226380388209454,0.0290801037064137,712137,3708,652,0.0603415064755542,0.0861188612041976,0.0061349693251533,0.0375255623721881,0.1333265490861169,0.3170837251317974,1.6767371910060398,1.4669181640383495,0.0981931827544593,0.5312837108953614,3708.0
warm,XGBoost,4,0.817441846647194,0.0263879434617125,712137,3708,649,0.0545386817636691,0.0763539209839714,0.0015408320493066,0.0308166409861325,0.1179023135778679,0.2965646738022471,1.6921634423013343,1.4839506584110127,0.0836383817836746,0.5237324703344121,3708.0
warm,XGBoost,5,0.8165601697992945,0.0246543730905542,712137,3708,650,0.0569472477296121,0.0810811092607422,0.0061538461538461,0.031076923076923,0.1297156126305104,0.3167976912424294,1.696676305034884,1.4853480025531147,0.0956026521798042,0.5296655879180151,3708.0
warm,XGBoost,6,0.8218861925250917,0.0269888966768867,712137,3708,645,0.0605433277617828,0.0803530331056451,0.0077519379844961,0.0317312661498708,0.1160382859487871,0.3271002594840853,1.6872213485015106,1.4833003844193784,0.1074848575674308,0.5218446601941747,3708.0
warm,XGBoost,7,0.820474025740682,0.0281771840579998,712137,3708,646,0.060750918385177,0.084361593172814,0.0046439628482972,0.0323013415892672,0.1275338629156037,0.3149532619672758,1.68744987852886,1.4745294794263448,0.0987197581419493,0.5342502696871629,3708.0
warm,XGBoost,8,0.8257585787199139,0.0303835005588998,712137,3708,646,0.0649356802671375,0.0940502329394602,0.0123839009287925,0.0370485036119711,0.1348346782574439,0.2919405038905393,1.6803647873031249,1.4740885060839155,0.0885934938116753,0.5345199568500539,3708.0
warm,XGBoost,9,0.8159372634758406,0.0256081114903606,712128,3699,642,0.0584657237922123,0.080781739763394,0.0093457943925233,0.0346832814122533,0.1340592395990203,0.3233297994179219,1.669490718004019,1.4584766287083688,0.1014755962052822,0.5404163287374967,3699.0
