n_drugs,mean_delta,median_delta,std_delta,positive_fraction,wilcoxon_p_two_sided,split_group,scaffold_group_size,metric,example_drugs
0,,,,,,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,2,delta_DG_minus_D_middle_AP,simvastatin; lovastatin
0,,,,,,O=C1CCCC1,2,delta_DG_minus_D_middle_AP,misoprostol; alprostadil
42,-0.0005751138225528951,0.00341512194998675,0.09848727175029082,0.6190476190476191,0.5114121537235405,c1ccccc1,43,delta_DG_minus_D_nonhot100_AP,flutamide; orciprenaline; mexiletine; midodrine; terbutaline
6,0.04288462098540078,0.033506346492410743,0.050484439379622215,0.8333333333333334,0.09375,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,6,delta_DG_minus_D_nonhot100_AP,medroxyprogesterone; levonorgestrel; testosterone; progesterone; hydroxyprogesterone
5,0.031240054942784555,0.0479218990227579,0.0525122575828799,0.8,0.1875,O=C1CN=C(c2ccccc2)c2ccccc2N1,5,delta_DG_minus_D_nonhot100_AP,clonazepam; lorazepam; temazepam; flunitrazepam; diazepam
4,0.027431449875185303,0.01233789068728685,0.04253102151713045,0.75,,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,5,delta_DG_minus_D_nonhot100_AP,dexlansoprazole; omeprazole; pantoprazole; rabeprazole; lansoprazole
4,0.015335024827749176,0.00324569673292675,0.032834080542617626,0.5,,c1ccc2ccccc2c1,5,delta_DG_minus_D_nonhot100_AP,nabumetone; agomelatine; naproxen; propranolol; terbinafine
5,0.01531221617066198,0.0199718011880278,0.012665981552415814,1.0,0.0625,O=c1nc[nH]c2[nH]cnc12,5,delta_DG_minus_D_nonhot100_AP,ganciclovir; valganciclovir; penciclovir; aciclovir; valaciclovir
5,0.009056037172563659,0.0007281245538774,0.05192321456054856,0.6,1.0,c1ncc2ncn(C3CCCO3)c2n1,5,delta_DG_minus_D_nonhot100_AP,cladribine; fludarabine; clofarabine; nelarabine; adenosine
4,0.0045349376235684,-0.00068393333763415,0.022044663410972682,0.5,,C1=CC(c2ccccc2)C=CN1,5,delta_DG_minus_D_nonhot100_AP,amlodipine; nifedipine; nimodipine; nisoldipine; clevidipine
5,-0.012915130457974922,-0.0230148299705825,0.07325404734063726,0.4,0.625,c1ccncc1,5,delta_DG_minus_D_nonhot100_AP,betahistine; pirbuterol; risedronic.acid; fampridine; nicorandil
5,-0.043528041583728645,-0.0042389608497149,0.11433144707037204,0.4,0.8125,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,5,delta_DG_minus_D_nonhot100_AP,clobetasol; triamcinolone; dexamethasone; beclometasone; fluticasone
4,0.05698920034928853,0.0383204955135022,0.07656511952572506,0.75,,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,4,delta_DG_minus_D_nonhot100_AP,idarubicin; doxorubicin; epirubicin; daunorubicin
4,0.04496481931770538,0.0355513068909148,0.05162001773630814,1.0,,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,4,delta_DG_minus_D_nonhot100_AP,tamoxifen; toremifene; ospemifene; clomifene
4,0.01648115958959515,0.0156708640874276,0.015293519856972703,0.75,,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,4,delta_DG_minus_D_nonhot100_AP,levofloxacin; gatifloxacin; sparfloxacin; ciprofloxacin
4,0.007100152122777301,0.009659198963640599,0.018758732456296855,0.75,,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,4,delta_DG_minus_D_nonhot100_AP,flunisolide; desonide; budesonide; fluocinonide
4,0.002071800540942175,0.0016822700522764,0.0031922115295789457,0.5,,c1c[nH]cn1,4,delta_DG_minus_D_nonhot100_AP,cimetidine; metronidazole; tinidazole; zoledronic.acid
4,-0.0027769569529043255,0.0065957794314649,0.029297549306786432,0.75,,c1ccc(Cc2ccccc2)cc1,4,delta_DG_minus_D_nonhot100_AP,fesoterodine; armodafinil; tolterodine; modafinil
4,-0.03394707401318034,0.00606898127782485,0.09358033209082289,0.75,,C1=CCCCC1,4,delta_DG_minus_D_nonhot100_AP,tretinoin; isotretinoin; oseltamivir; alitretinoin
3,0.08121647787656323,0.1315206852723277,0.0936099281611936,0.6666666666666666,,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,3,delta_DG_minus_D_nonhot100_AP,gonadorelin; goserelin; buserelin
3,0.02756127292296597,0.0540354343465476,0.049906183306277455,0.6666666666666666,,c1ccc(CC2CCCCC2)cc1,3,delta_DG_minus_D_nonhot100_AP,oxybutynin; venlafaxine; desvenlafaxine
3,0.01885212581678537,0.0242610249111866,0.020809861781610286,0.6666666666666666,,O=c1ncccn1C1CCCO1,3,delta_DG_minus_D_nonhot100_AP,cytarabine; capecitabine; gemcitabine
3,0.010257030618120265,0.0033178737196726,0.015132848880719578,0.6666666666666666,,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,3,delta_DG_minus_D_nonhot100_AP,theophylline; caffeine; pentoxifylline
3,0.007069722055922733,0.0016576082499184,0.010403225886526165,1.0,,C1CCC(OC2CCCOC2)OC1,3,delta_DG_minus_D_nonhot100_AP,heparin; dalteparin; pentosan.polysulfate.sodium
3,0.0023221166957899677,3.037819302540226e-05,0.02603629883137811,0.6666666666666666,,c1ccc2c(c1)CCc1ccccc1N2,3,delta_DG_minus_D_nonhot100_AP,imipramine; eslicarbazepine; clomipramine
3,-0.004708970808843902,0.0043133216117093,0.054426660712138676,0.6666666666666666,,C1CCOCC1,3,delta_DG_minus_D_nonhot100_AP,mifamurtide; streptozocin; auranofin
3,-0.004742016083677267,-0.003758999922815,0.006464525271765938,0.3333333333333333,,C1CCCCC1,3,delta_DG_minus_D_nonhot100_AP,oxaliplatin; gabapentin; tranexamic.acid
3,-0.006491382059988,-0.0004329004329004,0.013163803966296513,0.3333333333333333,,C1C2CC3CC1CC(C2)C3,3,delta_DG_minus_D_nonhot100_AP,rimantadine; amantadine; memantine
1,-0.0180995475113122,-0.0180995475113122,0.0,0.0,,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,3,delta_DG_minus_D_nonhot100_AP,hydromorphone; hydrocodone; oxycodone
3,-0.021762100139621945,4.7561147092152695e-05,0.03828330506240302,0.6666666666666666,,C1CO1,3,delta_DG_minus_D_nonhot100_AP,colesevelam; sevelamer; fosfomycin
3,-0.027623507554088735,0.0383772143211593,0.12283507262025559,0.6666666666666666,,O=C(Nc1ccccc1)C1CCCCN1,3,delta_DG_minus_D_nonhot100_AP,bupivacaine; levobupivacaine; ropivacaine
3,-0.03164036200223636,0.0066384016632191,0.07428253131571139,0.6666666666666666,,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,3,delta_DG_minus_D_nonhot100_AP,estazolam; triazolam; alprazolam
3,-0.03570114208163196,-0.022807589213744,0.031187774566562375,0.0,,c1ccc2c(c1)CCC1C2CCC2CCCC21,3,delta_DG_minus_D_nonhot100_AP,fulvestrant; estramustine; estradiol
3,-0.15064075640441427,-0.0021075552126447,0.2606673463754495,0.3333333333333333,,c1ncc2nc[nH]c2n1,3,delta_DG_minus_D_nonhot100_AP,adefovir.dipivoxil; tenofovir.disoproxil; famciclovir
2,0.11841337126474805,0.11841337126474805,0.07580822920081388,1.0,,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,2,delta_DG_minus_D_nonhot100_AP,regorafenib; sorafenib
2,0.09227646858233961,0.09227646858233961,0.1290879077142661,1.0,,O=C(Cc1ccccc1)NC1C(=O)N2C=CCSC12,2,delta_DG_minus_D_nonhot100_AP,cefprozil; cefaclor
2,0.08269909519188384,0.08269909519188384,0.021244025952620055,1.0,,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NCC(=O)NC1CSSCC2NC(=O)CCSSCC(NC(=O)CNC(=O)CNC(=O)CNC2=O)C(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCCSSCC(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N2CCCC2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc2cnc[nH]2)NC(=O)CNC(=O)CNC1=O,2,delta_DG_minus_D_nonhot100_AP,insulin.glargine; pegvisomant
2,0.05530668665354405,0.05530668665354405,0.008181991116855828,1.0,,C=C1c2ccccc2COc2ccccc21,2,delta_DG_minus_D_nonhot100_AP,olopatadine; doxepin
2,0.05246223269664275,0.05246223269664275,0.05806241863900885,1.0,,C(=CC1CCCC1)CCOc1ccccc1,2,delta_DG_minus_D_nonhot100_AP,travoprost; tafluprost
2,0.04865255879706795,0.04865255879706795,0.08527854021029796,0.5,,c1cc2c3c(c[nH]c3c1)CC1NCCCC21,2,delta_DG_minus_D_nonhot100_AP,pergolide; cabergoline
2,0.04585487143159105,0.04585487143159105,0.06790326672953793,0.5,,O=C1Nc2ccccc2C1=Cc1ccc[nH]1,2,delta_DG_minus_D_nonhot100_AP,sunitinib; romiplostim
2,0.04214877083047345,0.04214877083047345,0.04103596886804115,1.0,,O=C1CC=CCCCCC2CCCC(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C=CC2CCCCC2)CCC1,2,delta_DG_minus_D_nonhot100_AP,pimecrolimus; tacrolimus
1,0.0346912563716663,0.0346912563716663,0.0,1.0,,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,2,delta_DG_minus_D_nonhot100_AP,simvastatin; lovastatin
2,0.0345120169379302,0.0345120169379302,0.020120043282689373,1.0,,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,2,delta_DG_minus_D_nonhot100_AP,pomalidomide; thalidomide
2,0.030089585249613596,0.030089585249613596,0.07764510188824125,0.5,,O=C(CCc1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,2,delta_DG_minus_D_nonhot100_AP,docetaxel; cabazitaxel
2,0.0300748528972771,0.0300748528972771,0.04311078459404152,0.5,,O=c1ncccn1C1CSCO1,2,delta_DG_minus_D_nonhot100_AP,lamivudine; emtricitabine
2,0.02927867875869112,0.02927867875869112,0.0414696514856463,0.5,,c1cscn1,2,delta_DG_minus_D_nonhot100_AP,nizatidine; famotidine
2,0.028656494582772196,0.028656494582772196,0.24280373370168878,0.5,,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1CCOC1,2,delta_DG_minus_D_nonhot100_AP,amprenavir; fosamprenavir
2,0.0257176284859853,0.0257176284859853,0.021904171330275973,1.0,,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,2,delta_DG_minus_D_nonhot100_AP,risperidone; paliperidone
2,0.02177177617599735,0.02177177617599735,0.01793345421438252,1.0,,O=C(CNCCCc1ccccc1)N1CCCC1,2,delta_DG_minus_D_nonhot100_AP,enalapril; lisinopril
1,0.0204991087344028,0.0204991087344028,0.0,1.0,,O=C(CNCCCc1ccccc1)N1CCc2ccccc2C1,2,delta_DG_minus_D_nonhot100_AP,moexipril; quinapril
2,0.0201205158189941,0.0201205158189941,0.04830293882282654,0.5,,O=C1CC2CC(SC3CCNC3)=CN12,2,delta_DG_minus_D_nonhot100_AP,doripenem; meropenem
2,0.01595321499964475,0.01595321499964475,0.012768123151390608,1.0,,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1cccnc1)NC(=O)C(Cc1ccccc1)NC(=O)CCc1ccc2ccccc2c1)NCC(=O)N1CCCC1,2,delta_DG_minus_D_nonhot100_AP,ganirelix; abarelix
2,0.011435801922191416,0.011435801922191416,0.016139498925335297,1.0,,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,2,delta_DG_minus_D_nonhot100_AP,oxytocin; urofollitropin
1,0.0108160124718097,0.0108160124718097,0.0,1.0,,c1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1,2,delta_DG_minus_D_nonhot100_AP,desloratadine; loratadine
2,0.00890325734636095,0.00890325734636095,0.007042722974494918,1.0,,O=C(NC1C(=O)N2CCSC12)c1conc1-c1ccccc1,2,delta_DG_minus_D_nonhot100_AP,dicloxacillin; flucloxacillin
2,0.0072747459255693495,0.0072747459255693495,0.0335120074803218,0.5,,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,2,delta_DG_minus_D_nonhot100_AP,temsirolimus; sirolimus
2,0.00674650602130505,0.00674650602130505,0.0073257305519139875,1.0,,c1ccc(C2OCc3ccccc32)cc1,2,delta_DG_minus_D_nonhot100_AP,escitalopram; citalopram
2,0.0059406051340904,0.0059406051340904,0.00565843334388167,1.0,,c1ccc(CCNCCOc2ccccc2)cc1,2,delta_DG_minus_D_nonhot100_AP,tamsulosin; dofetilide
2,0.00541566353262875,0.00541566353262875,0.01078822945434352,0.5,,O=c1ccn(C2CCCO2)c(=O)[nH]1,2,delta_DG_minus_D_nonhot100_AP,zidovudine; telbivudine
2,0.0033350449504114,0.0033350449504114,0.0022097960568023007,1.0,,O=[PH]1NCCCO1,2,delta_DG_minus_D_nonhot100_AP,cyclophosphamide; ifosfamide
2,0.0022182635362682987,0.0022182635362682987,0.04746846116823108,0.5,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2,delta_DG_minus_D_nonhot100_AP,phenytoin; fosphenytoin
2,0.0008515880624606001,0.0008515880624606001,0.0019792923722363057,0.5,,O=C(c1ccccc1)c1coc2ccccc12,2,delta_DG_minus_D_nonhot100_AP,amiodarone; dronedarone
2,0.00014661388770694991,0.00014661388770694991,0.0027589262031644684,0.5,,O=C1CCCC1,2,delta_DG_minus_D_nonhot100_AP,misoprostol; alprostadil
2,-0.00135393101908475,-0.00135393101908475,0.0029199336916131816,0.5,,c1ccc(Cc2cnc[nH]2)cc1,2,delta_DG_minus_D_nonhot100_AP,dexmedetomidine; dexmethylphenidate
2,-0.0035341012239355003,-0.0035341012239355003,0.010750885894658602,0.5,,c1ccc2[nH]cnc2c1,2,delta_DG_minus_D_nonhot100_AP,bendamustine; albendazole
2,-0.0038207060435266,-0.0038207060435266,0.001544112542544193,0.0,,O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21,2,delta_DG_minus_D_nonhot100_AP,fluticasone.furoate; mometasone
2,-0.0049521822327748995,-0.0049521822327748995,0.049303149725785776,0.5,,O=c1ncncn1C1CCCO1,2,delta_DG_minus_D_nonhot100_AP,azacitidine; decitabine
2,-0.00560414903275195,-0.00560414903275195,0.006320277445237819,0.0,,O=C1C=C2CCC3C(=C2CC1)C(c1ccccc1)CC1CCCC13,2,delta_DG_minus_D_nonhot100_AP,mifepristone; ulipristal
2,-0.006734110435418799,-0.006734110435418799,0.023112227284937704,0.5,,c1ccc2[nH]ccc2c1,2,delta_DG_minus_D_nonhot100_AP,sumatriptan; pindolol
2,-0.0088833333427473,-0.0088833333427473,0.025186475793529017,0.5,,c1ccc(COc2ccccc2)cc1,2,delta_DG_minus_D_nonhot100_AP,fluoxetine; atomoxetine
2,-0.01744257777128955,-0.01744257777128955,0.024854316942847336,0.5,,C=C1C(=O)CC2CC3Cc4ccccc4C=C3C(=O)C2C1=O,2,delta_DG_minus_D_nonhot100_AP,minocycline; doxycycline
2,-0.01958810931714455,-0.01958810931714455,0.036395123865755614,0.5,,O=C(c1ccccc1)c1ccccc1,2,delta_DG_minus_D_nonhot100_AP,tolcapone; fenofibrate
2,-0.034374995028259504,-0.034374995028259504,0.04807202282666539,0.0,,c1ccc(NC2=NCCN2)cc1,2,delta_DG_minus_D_nonhot100_AP,apraclonidine; clonidine
2,-0.04756862534753655,-0.04756862534753655,0.08888405199482317,0.5,,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,2,delta_DG_minus_D_nonhot100_AP,lomefloxacin; norfloxacin
2,-0.12260564986492634,-0.12260564986492634,0.0839448515704505,0.0,,c1ccccc1.c1ccccc1,2,delta_DG_minus_D_nonhot100_AP,levodopa; ibutilide
31,0.0023900511866271025,7.227679043231901e-05,0.016018219780831806,0.5161290322580645,0.6635807873681188,c1ccccc1,43,delta_DG_minus_D_rare_AP,flutamide; orciprenaline; mexiletine; midodrine; terbutaline
5,0.008326401925306,0.0097840103159252,0.014009287518180742,0.6,0.3125,O=C1C=C2CCC3C4CCCC4CCC3C2CC1,6,delta_DG_minus_D_rare_AP,medroxyprogesterone; levonorgestrel; testosterone; progesterone; hydroxyprogesterone
3,0.022246263108167134,0.012875443219776,0.03243336965899452,0.6666666666666666,,O=c1nc[nH]c2[nH]cnc12,5,delta_DG_minus_D_rare_AP,ganciclovir; valganciclovir; penciclovir; aciclovir; valaciclovir
5,0.02047094063771238,0.0274822941397971,0.021150926203622373,0.6,0.3125,c1ncc2ncn(C3CCCO3)c2n1,5,delta_DG_minus_D_rare_AP,cladribine; fludarabine; clofarabine; nelarabine; adenosine
3,0.0021520239248840668,0.0012903708188075,0.003032707033035421,0.6666666666666666,,O=S(Cc1ccccn1)c1nc2ccccc2[nH]1,5,delta_DG_minus_D_rare_AP,dexlansoprazole; omeprazole; pantoprazole; rabeprazole; lansoprazole
2,0.0011540246975247346,0.0011540246975247346,0.0015366721087839534,1.0,,c1ccc2ccccc2c1,5,delta_DG_minus_D_rare_AP,nabumetone; agomelatine; naproxen; propranolol; terbinafine
1,0.000763448437867,0.000763448437867,0.0,1.0,,C1=CC(c2ccccc2)C=CN1,5,delta_DG_minus_D_rare_AP,amlodipine; nifedipine; nimodipine; nisoldipine; clevidipine
2,0.00052755134005225,0.00052755134005225,4.697891009298086e-06,1.0,,c1ccncc1,5,delta_DG_minus_D_rare_AP,betahistine; pirbuterol; risedronic.acid; fampridine; nicorandil
1,6.730897744330194e-06,6.730897744330194e-06,0.0,1.0,,O=C1CN=C(c2ccccc2)c2ccccc2N1,5,delta_DG_minus_D_rare_AP,clonazepam; lorazepam; temazepam; flunitrazepam; diazepam
5,-0.033001827985276885,0.0,0.07391573774307492,0.4,,O=C1C=CC2C(=C1)CCC1C3CCCC3CCC21,5,delta_DG_minus_D_rare_AP,clobetasol; triamcinolone; dexamethasone; beclometasone; fluticasone
1,0.1249959053472232,0.1249959053472232,0.0,1.0,,C(=C(c1ccccc1)c1ccccc1)c1ccccc1,4,delta_DG_minus_D_rare_AP,tamoxifen; toremifene; ospemifene; clomifene
3,0.028016416771191734,0.034090909090909,0.025527114156065806,0.6666666666666666,,C1=CCCCC1,4,delta_DG_minus_D_rare_AP,tretinoin; isotretinoin; oseltamivir; alitretinoin
2,-0.00036592134597095,-0.00036592134597095,0.002882236836232767,0.5,,O=C1c2ccccc2C(=O)c2cc3c(cc21)CCCC3OC1CCCCO1,4,delta_DG_minus_D_rare_AP,idarubicin; doxorubicin; epirubicin; daunorubicin
3,-0.0015535229704758,-0.0012157258818688,0.0015734153167559395,0.0,,c1c[nH]cn1,4,delta_DG_minus_D_rare_AP,cimetidine; metronidazole; tinidazole; zoledronic.acid
3,-0.0044867191096464995,0.0021667153568994,0.020542845099579696,0.6666666666666666,,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,4,delta_DG_minus_D_rare_AP,levofloxacin; gatifloxacin; sparfloxacin; ciprofloxacin
2,-0.0052781731285469,-0.0052781731285469,0.001752013409234957,0.0,,O=C1C=CC2C(=C1)CCC1C2CCC2C1CC1OCOC12,4,delta_DG_minus_D_rare_AP,flunisolide; desonide; budesonide; fluocinonide
0,,,,,,c1ccc(Cc2ccccc2)cc1,4,delta_DG_minus_D_rare_AP,fesoterodine; armodafinil; tolterodine; modafinil
3,0.11753215566687296,0.0352007469654528,0.14822033145591532,1.0,,O=C(CNC(=O)CNC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)C(Cc1cnc[nH]1)NC(=O)C1CCC(=O)N1)NCC(=O)N1CCCC1,3,delta_DG_minus_D_rare_AP,gonadorelin; goserelin; buserelin
2,0.01502251966357315,0.01502251966357315,0.019730683347090317,1.0,,c1ccc2c(c1)CCc1ccccc1N2,3,delta_DG_minus_D_rare_AP,imipramine; eslicarbazepine; clomipramine
1,0.0097035040431266,0.0097035040431266,0.0,1.0,,C1CO1,3,delta_DG_minus_D_rare_AP,colesevelam; sevelamer; fosfomycin
2,0.0064558483821042,0.0064558483821042,0.010767677861477497,0.5,,c1ccc2c(c1)CCC1C2CCC2CCCC21,3,delta_DG_minus_D_rare_AP,fulvestrant; estramustine; estradiol
2,0.0012583678742516,0.0012583678742516,0.0005519316952431241,1.0,,C1CCCCC1,3,delta_DG_minus_D_rare_AP,oxaliplatin; gabapentin; tranexamic.acid
1,0.0010830536215331,0.0010830536215331,0.0,1.0,,C1C2CC3CC1CC(C2)C3,3,delta_DG_minus_D_rare_AP,rimantadine; amantadine; memantine
3,0.0010702334857304334,0.0010006959525077,0.009041894442361163,0.6666666666666666,,O=c1ncccn1C1CCCO1,3,delta_DG_minus_D_rare_AP,cytarabine; capecitabine; gemcitabine
2,-0.000161066213480414,-0.000161066213480414,0.0002146767751715827,0.0,,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,3,delta_DG_minus_D_rare_AP,theophylline; caffeine; pentoxifylline
1,-0.0001801801801801,-0.0001801801801801,0.0,0.0,,C1CCC(OC2CCCOC2)OC1,3,delta_DG_minus_D_rare_AP,heparin; dalteparin; pentosan.polysulfate.sodium
2,-0.0009067018650801501,-0.0009067018650801501,0.009437075360097255,0.5,,c1ccc(C2=NCc3nncn3-c3ccccc32)cc1,3,delta_DG_minus_D_rare_AP,estazolam; triazolam; alprazolam
2,-0.0033489394158007003,-0.0033489394158007003,0.0043777844022764864,0.0,,c1ncc2nc[nH]c2n1,3,delta_DG_minus_D_rare_AP,adefovir.dipivoxil; tenofovir.disoproxil; famciclovir
2,-0.016460201126619348,-0.016460201126619348,0.023862212406449135,0.5,,O=C(Nc1ccccc1)C1CCCCN1,3,delta_DG_minus_D_rare_AP,bupivacaine; levobupivacaine; ropivacaine
3,-0.017505474409627533,0.0176580484980075,0.07053959491395596,0.6666666666666666,,c1ccc(CC2CCCCC2)cc1,3,delta_DG_minus_D_rare_AP,oxybutynin; venlafaxine; desvenlafaxine
3,-0.0246793800395035,-0.0005003032091467,0.062105679700058515,0.3333333333333333,,C1CCOCC1,3,delta_DG_minus_D_rare_AP,mifamurtide; streptozocin; auranofin
0,,,,,,O=C1CCC2C3Cc4cccc5c4C2(CCN3)C1O5,3,delta_DG_minus_D_rare_AP,hydromorphone; hydrocodone; oxycodone
1,0.2807017543859649,0.2807017543859649,0.0,1.0,,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,2,delta_DG_minus_D_rare_AP,pomalidomide; thalidomide
1,0.0599558846774098,0.0599558846774098,0.0,1.0,,O=c1ccn(C2CCCO2)c(=O)[nH]1,2,delta_DG_minus_D_rare_AP,zidovudine; telbivudine
2,0.05423497644323325,0.05423497644323325,0.032383570856930693,1.0,,O=C1CCC=CCC(=O)CC(CCC2CCCCC2)OC(=O)C2CCCCN2C(=O)C(=O)C2CCCC(CCC=CC=CC=CCCC1)O2,2,delta_DG_minus_D_rare_AP,temsirolimus; sirolimus
2,0.04032735385073715,0.04032735385073715,0.015356445484313553,1.0,,c1ccc(C2OCc3ccccc32)cc1,2,delta_DG_minus_D_rare_AP,escitalopram; citalopram
1,0.0345111699441472,0.0345111699441472,0.0,1.0,,O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)NC(Cc1cnc[nH]1)C(=O)NCC(=O)NC1CSSCC2NC(=O)CCSSCC(NC(=O)CNC(=O)CNC(=O)CNC2=O)C(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NCCSSCC(C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)NCC(=O)N2CCCC2)NC(=O)CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)C(Cc2cnc[nH]2)NC(=O)CNC(=O)CNC1=O,2,delta_DG_minus_D_rare_AP,insulin.glargine; pegvisomant
1,0.0341880341880341,0.0341880341880341,0.0,1.0,,O=C1CC2CC(SC3CCNC3)=CN12,2,delta_DG_minus_D_rare_AP,doripenem; meropenem
2,0.01846662384009435,0.01846662384009435,0.0013051265220089593,1.0,,O=c1c(CCN2CCC(c3noc4ccccc34)CC2)cnc2n1CCCC2,2,delta_DG_minus_D_rare_AP,risperidone; paliperidone
2,0.01676744079894305,0.01676744079894305,0.023012982875705492,1.0,,O=c1ncccn1C1CSCO1,2,delta_DG_minus_D_rare_AP,lamivudine; emtricitabine
2,0.0163314770743433,0.0163314770743433,0.023865827444294708,0.5,,O=C(CCc1ccccc1)OC1C=C2CC(=O)C3CCC4OCC4C3C(OC(=O)c3ccccc3)C(C2)C1,2,delta_DG_minus_D_rare_AP,docetaxel; cabazitaxel
2,0.01254429155971545,0.01254429155971545,0.017740307254111937,0.5,,C(=CC1CCCC1)CCOc1ccccc1,2,delta_DG_minus_D_rare_AP,travoprost; tafluprost
2,0.007443361094351151,0.007443361094351151,0.00761260063844804,1.0,,O=C1C=CC2C(=C1)CCC1C2CCC2C(OC(=O)c3ccco3)CCC21,2,delta_DG_minus_D_rare_AP,fluticasone.furoate; mometasone
2,0.0044787614357179,0.0044787614357179,0.002592498854078696,1.0,,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,2,delta_DG_minus_D_rare_AP,phenytoin; fosphenytoin
2,0.00402959866091835,0.00402959866091835,0.0016892147503904805,1.0,,c1ccc(NC2=NCCN2)cc1,2,delta_DG_minus_D_rare_AP,apraclonidine; clonidine
1,0.0038476327466371,0.0038476327466371,0.0,1.0,,O=C1CNC(=O)CNC(=O)C(Cc2ccccc2)NC(=O)CCSSCC(C(=O)N2CCCC2)NC(=O)CN1,2,delta_DG_minus_D_rare_AP,oxytocin; urofollitropin
2,0.0038150562066916,0.0038150562066916,0.0036794640189431378,1.0,,O=[PH]1NCCCO1,2,delta_DG_minus_D_rare_AP,cyclophosphamide; ifosfamide
2,0.0028509597841170496,0.0028509597841170496,0.011378429952858184,0.5,,O=C(Nc1ccccc1)Nc1ccc(Oc2ccncc2)cc1,2,delta_DG_minus_D_rare_AP,regorafenib; sorafenib
1,0.0026821657621018,0.0026821657621018,0.0,1.0,,O=C(NC(CCNS(=O)(=O)c1ccccc1)Cc1ccccc1)OC1CCOC1,2,delta_DG_minus_D_rare_AP,amprenavir; fosamprenavir
1,0.0026390751611301,0.0026390751611301,0.0,1.0,,O=C1CCCC(CCC2CC=CC3=CCCCC32)O1,2,delta_DG_minus_D_rare_AP,simvastatin; lovastatin
1,0.0019198182596875,0.0019198182596875,0.0,1.0,,O=C(c1ccccc1)c1coc2ccccc12,2,delta_DG_minus_D_rare_AP,amiodarone; dronedarone
1,0.0014126094822158,0.0014126094822158,0.0,1.0,,c1ccc(Cc2cnc[nH]2)cc1,2,delta_DG_minus_D_rare_AP,dexmedetomidine; dexmethylphenidate
