Model,best_auc_all_epoch,best_auc_all,best_aupr_all_epoch,best_aupr_all,best_drugAUC_epoch,best_drugAUC,best_MAP_proxy_drugAUPR_epoch,best_MAP_proxy_drugAUPR,best_train_loss_epoch,best_train_loss,final_train_loss,final_auc_all,final_aupr_all,final_drugAUC,final_MAP_proxy_drugAUPR,epoch50_auc_all,epoch50_MAP_proxy,epoch50_loss,epoch100_auc_all,epoch100_MAP_proxy,epoch100_loss,epoch150_auc_all,epoch150_MAP_proxy,epoch150_loss,epoch200_auc_all,epoch200_MAP_proxy,epoch200_loss
CAFNet,100,0.9100329442960609,200,0.0884602963533243,70,0.8977564014274173,190,0.1976732109640134,200,294.7213551839193,294.7213551839193,0.9073375181220338,0.0884602963533243,0.8922151616482799,0.194507012572199,0.898858526981537,0.1690840402468383,720.2105098470053,0.9100329442960609,0.1769895310195676,449.5440205891927,0.9071451045508367,0.1920371409531683,339.67035380045576,0.9073375181220338,0.194507012572199,294.7213551839193
A3Net,150,0.9131005328466714,150,0.1018262009716291,110,0.9025273006098086,200,0.2274879518257721,200,297.66261800130206,297.66261800130206,0.9022696097836598,0.1003717227957431,0.8908781260744295,0.2274879518257721,0.9024862135010516,0.2075748787449014,831.1687939453125,0.9063039963718862,0.2015339788229669,536.9105065917969,0.9131005328466714,0.2134843141940443,373.0039733886719,0.9022696097836598,0.2274879518257721,297.66261800130206
