scenario,model,removed_top_n_hot_side_effects,fold_mean,fold_std,MAP_mean,MAP_std,auc_all_mean,auc_all_std,nDCG_mean,nDCG_std,P1_mean,P1_std,P5_mean,P5_std,P10_mean,P10_std,P15_mean,P15_std,R1_mean,R1_std,R5_mean,R5_std,R10_mean,R10_std,R15_mean,R15_std,auc_rank_mean,auc_rank_std
cold,Decoupled-v3,10,4.5,3.0276503540974917,0.27301641159083906,0.030434560183395375,,,0.6506347597407999,0.049876005825277916,0.43956756756756754,0.07651765736629529,0.4233945945945946,0.04969842132937616,0.3899693693693694,0.04636170607054654,0.35993513513513503,0.045184414430016286,0.01948667989750518,0.00416117916667443,0.08785475882671537,0.01176877723204273,0.15677081066833914,0.01505353603675255,0.20712720703980617,0.010483199264460145,0.8501436596059959,0.008397196521829624
cold,Decoupled-v3,20,4.5,3.0276503540974917,0.2251454935326947,0.024645282278485423,,,0.5755174674636432,0.041442611053315793,0.37078563495001854,0.06222781210739899,0.3353798346291496,0.043485499119386206,0.30344581019375544,0.039658711863288135,0.2838158213007527,0.042137689688474436,0.017723395819423598,0.004686961593937318,0.0770986755972387,0.010489975266760319,0.12961195176028142,0.008946820743315933,0.17514462905346445,0.010661662281619216,0.8343367264190948,0.01033525513066963
cold,Decoupled-v3,50,4.5,3.0276503540974917,0.16696371218801004,0.017934346384747175,,,0.4382644041452646,0.035138955393573194,0.24922399111440208,0.04692681289401809,0.22633671479698872,0.033810261655521166,0.20374239170677524,0.03457439613320576,0.18787211320909947,0.03439263644048413,0.016625494295985276,0.007465896798029627,0.07077380962018512,0.01246419204205825,0.1147401074609355,0.013678360079854951,0.15073915739367208,0.014631763217581677,0.8060951626385146,0.012795297809272582
cold,Decoupled-v3,100,4.5,3.0276503540974917,0.11259117790745769,0.014776713991504938,,,0.30220445870128704,0.051544410705845124,0.13747575357116165,0.05768382069256046,0.12744655567615243,0.028130297918732016,0.12114561454456299,0.030099755397033235,0.1138927224542698,0.026743494964623245,0.011713288380474215,0.00941093567629385,0.04816509697166746,0.014649807236887765,0.08644296608677508,0.013778416642875506,0.11688018049742015,0.013024736298180012,0.7633384307465876,0.014463179188354103
cold,Global popularity,10,4.5,3.0276503540974917,0.2704430667226939,0.02858633110845982,,,0.6499429627854092,0.047885631404121054,0.408954954954955,0.05528749875269398,0.40705225225225217,0.05064538359222418,0.38451531531531535,0.044004321226362525,0.35665105105105094,0.04106672535016698,0.01850136863823993,0.003997697462493069,0.08170152903840383,0.012077821426828108,0.1440431319260073,0.01306444597376833,0.19411659149137517,0.012110638221592486,0.8484366245834074,0.008241403773556246
cold,Global popularity,20,4.5,3.0276503540974917,0.21412615260762607,0.02491568690144543,,,0.5467295868583278,0.033635058760861924,0.3506765395532519,0.052103436620459756,0.30255653461680854,0.039070800883090354,0.29196544489695175,0.03872973725817538,0.2780491669751942,0.03748298308696056,0.014446121657908493,0.0038992721273940654,0.06222043839806355,0.008375303392404889,0.10902150045338135,0.013397065137305783,0.15325629161840296,0.01255728672991129,0.8325183289169982,0.01105108062012151
cold,Global popularity,50,4.5,3.0276503540974917,0.15133158123600418,0.018351215812181302,,,0.41851348995667437,0.042876300259665066,0.24527656423546834,0.06555267196537753,0.18621083549302725,0.030181917164389623,0.1961518203134641,0.03364949577118475,0.18968701304043764,0.032612298382763645,0.01394831284557159,0.010725772825386701,0.04323474371731756,0.012840191796704349,0.09132872869702587,0.015557015136742293,0.12881945665095434,0.0169821973829503,0.8011050923030213,0.01353788823454896
cold,Global popularity,100,4.5,3.0276503540974917,0.0975459342051678,0.016083178628182246,,,0.29159249204549276,0.04142958867324757,0.1162764865138008,0.03443882312963932,0.1272439047051241,0.02739213877665915,0.11225899259972187,0.026221430136997122,0.1084225508411308,0.023606019918492586,0.006828497742205672,0.005981452169568999,0.03903425570294992,0.013431946394677794,0.06369840618756517,0.016635300532995625,0.08638763208575286,0.021585712287153017,0.7493785066865972,0.012194725173748153
cold,HSTrans,10,4.5,3.0276503540974917,0.20632174638389075,0.01768108457526149,,,0.5258438956117765,0.01991117941222102,0.2686846846846847,0.035521024543586396,0.2825117117117116,0.036263689521341055,0.2769477477477478,0.022324089544323935,0.26907147147147137,0.029464658178860875,0.01017546966825448,0.002957559231778363,0.05264028917064858,0.008355300757524912,0.09972673824153733,0.013484682062566235,0.14326586188782972,0.012062864416230133,0.8189551059902016,0.009745108195380318
cold,HSTrans,20,4.5,3.0276503540974917,0.1709444501438728,0.015416097579037105,,,0.45993570075449275,0.026862788811274046,0.22181068739972848,0.03966089802909093,0.22009339750709608,0.02437684922054373,0.22035460940392446,0.025449812103210515,0.21149857254514787,0.027846003996745156,0.010630549103553277,0.0042308007427013464,0.045370753088684566,0.009061897100312126,0.08849195570989007,0.012570585880733214,0.12114220361884995,0.01266239476371551,0.8006751922123844,0.012957119996540097
