fold,drug_index,drug_name,positive_count,AP_CAFNet,AP_CAFNet-D,AP_CAFNet-DG,AUROC_CAFNet,AUROC_CAFNet-D,AUROC_CAFNet-DG,P@15_CAFNet,P@15_CAFNet-D,P@15_CAFNet-DG,R@15_CAFNet,R@15_CAFNet-D,R@15_CAFNet-DG,frequent_AP_CAFNet,frequent_AP_CAFNet-D,frequent_AP_CAFNet-DG,middle_AP_CAFNet,middle_AP_CAFNet-D,middle_AP_CAFNet-DG,nDCG@10_CAFNet,nDCG@10_CAFNet-D,nDCG@10_CAFNet-DG,nonhot100_AP_CAFNet,nonhot100_AP_CAFNet-D,nonhot100_AP_CAFNet-DG,rare_AP_CAFNet,rare_AP_CAFNet-D,rare_AP_CAFNet-DG,top15_hot_fraction_CAFNet,top15_hot_fraction_CAFNet-D,top15_hot_fraction_CAFNet-DG,delta_DG_minus_D_AP,delta_DG_minus_CAFNet_AP,delta_DG_minus_D_AUROC,delta_DG_minus_CAFNet_AUROC,delta_DG_minus_D_nDCG@10,delta_DG_minus_CAFNet_nDCG@10,delta_DG_minus_D_P@15,delta_DG_minus_CAFNet_P@15,delta_DG_minus_D_R@15,delta_DG_minus_CAFNet_R@15,delta_DG_minus_D_rare_AP,delta_DG_minus_CAFNet_rare_AP,delta_DG_minus_D_middle_AP,delta_DG_minus_CAFNet_middle_AP,delta_DG_minus_D_frequent_AP,delta_DG_minus_CAFNet_frequent_AP,delta_DG_minus_D_nonhot100_AP,delta_DG_minus_CAFNet_nonhot100_AP,delta_DG_minus_D_hot_fraction
0,2,calcium.folinate,18,0.6506632254235699,0.500548168787626,0.5887649696851304,0.9783697632058288,0.9738729508196721,0.9787112932604736,0.6,0.5333333333333333,0.6,0.5,0.4444444444444444,0.5,0.6518880997954292,0.501632824872282,0.5897678164760206,,,,0.866947989864271,0.7065632165480472,0.756902106715231,0.008849557522123894,0.007874015748031496,0.009615384615384616,,,,1.0,1.0,1.0,0.08821680089750439,-0.061898255738439545,0.004838342440801502,0.0003415300546447675,0.050338890167183736,-0.11004588314904007,0.06666666666666665,0.0,0.05555555555555558,0.0,,,,,0.08813499160373861,-0.062120283319408554,0.00174136886735312,0.0007658270932607222,0.0
0,6,betaine,16,0.21952913701059218,0.16305833749716672,0.20817341548240686,0.6552914110429449,0.8346114519427402,0.8206160531697342,0.26666666666666666,0.2,0.2,0.25,0.1875,0.1875,0.27495097380619554,0.19310543730135094,0.24937067787791323,0.01064542783330785,0.024988481120556592,0.02530047764913556,0.4537425745411855,0.31879392588472627,0.42492601381667106,0.01596539599256018,0.0994062483420953,0.056362393726773694,,,,0.9333333333333333,1.0,1.0,0.04511507798524014,-0.011355721528185314,-0.01399539877300604,0.16532464212678932,0.10613208793194479,-0.02881656072451444,0.0,-0.06666666666666665,0.0,-0.0625,,,0.0003119965285789672,0.014655049815827709,0.05626524057656229,-0.025580295928282315,-0.043043854615321606,0.04039699773421351,0.0
0,22,cladribine,100,0.5675506802026319,0.6067662349644718,0.6259866226079585,0.8800782997762864,0.8748322147651005,0.885055928411633,0.8,1.0,1.0,0.12,0.15,0.15,0.659978266233852,0.7145726312003051,0.7295344208432888,0.18464257346904503,0.11477904777457609,0.23069236158654538,0.8414929602590189,1.0,1.0,0.20304960484223988,0.21081570527214752,0.24185589480206823,0.1132642368235681,0.06633951967967457,0.11201902407109353,1.0,1.0,1.0,0.01922038764348666,0.05843594240532657,0.010223713646532517,0.004977628635346676,0.0,0.15850703974098113,0.0,0.19999999999999996,0.0,0.03,0.04567950439141896,-0.0012452127524745782,0.11591331381196929,0.04604978811750035,0.01496178964298367,0.06955615460943676,0.031040189529920714,0.03880628995982835,0.0
0,42,amiodarone,22,0.087310847678146,0.08891510603116234,0.09568888364705624,0.7474747474747475,0.7320894126449682,0.7466797605686494,0.13333333333333333,0.2,0.2,0.09090909090909091,0.13636363636363635,0.13636363636363635,0.1069592818185928,0.11060099472823433,0.11730598300518205,0.03408737817339968,0.03799949145305296,0.04016669457312422,0.1388624438735545,0.18844415212771548,0.2719144540092835,0.03324463300195967,0.024743137531338753,0.026994296652158505,0.024652147610405323,0.00860566448801743,0.01052548274770497,0.9333333333333333,1.0,1.0,0.0067737776158939,0.00837803596891025,0.01459034792368119,-0.0007949869060981385,0.08347030188156801,0.13305201013572898,0.0,0.06666666666666668,0.0,0.04545454545454544,0.0019198182596875408,-0.014126664862700353,0.002167203120071258,0.0060793163997245395,0.006704988276947724,0.010346701186589258,0.0022511591208197526,-0.006250336349801166,0.0
0,45,amlodipine,7,0.4652930402930403,0.35064935064935066,0.37390580770371706,0.9819076566796932,0.9911709364596902,0.9900130264871906,0.3333333333333333,0.4,0.3333333333333333,0.7142857142857143,0.8571428571428571,0.7142857142857143,0.4656898656898657,0.35064935064935066,0.37390580770371706,,,,0.661798907637971,0.39755419254520064,0.4457120479482909,,,,,,,0.9333333333333333,1.0,1.0,0.02325645705436641,-0.09138723258932324,-0.0011579099724996489,0.008105369807497431,0.048157855403090255,-0.2160868596896801,-0.06666666666666671,0.0,-0.1428571428571428,0.0,,,,,0.02325645705436641,-0.09178405798614864,,,0.0
0,53,argatroban,56,0.42186687867247596,0.44915057697578414,0.4960426158704026,0.8737435272616509,0.8777413950654889,0.8920004568991776,0.6,0.7333333333333333,0.8,0.16071428571428573,0.19642857142857142,0.21428571428571427,0.48932030199569243,0.5530410475701284,0.5830288994692043,0.1515679506129902,0.13128300159118755,0.21037055002879704,0.7720617383222416,0.8603818544462509,0.9266360779006398,0.18101772358705193,0.16805279057604733,0.27384888554967596,0.02783977335326985,0.019664902998236332,0.022460668633235006,0.9333333333333333,0.9333333333333333,1.0,0.04689203889461846,0.07417573719792664,0.014259061833688746,0.018256929637526675,0.06625422345438892,0.15457433957839828,0.06666666666666676,0.20000000000000007,0.01785714285714285,0.05357142857142855,0.002795765634998674,-0.005379104720034843,0.07908754843760948,0.058802599415806844,0.029987851899075935,0.0937085974735119,0.10579609497362863,0.09283116196262403,0.06666666666666665
0,56,azathioprine,22,0.058490901861972686,0.02703415418856191,0.03878953875218382,0.5781893004115226,0.42148335203890763,0.47848858959970064,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.09090909090909091,0.045454545454545456,0.045454545454545456,0.08353505978869785,0.04334017319918657,0.05764820659222479,0.009512003945226818,0.008530044672932651,0.008164079060144139,0.08514311764162101,0.08514311764162101,0.1100458831490401,0.016104649487877258,0.012010551826806281,0.012318907618316121,0.016490277941890844,0.00964398799410736,0.009722187175721323,0.9333333333333333,1.0,1.0,0.01175538456362191,-0.019701363109788865,0.05700523756079301,-0.09970071081182197,0.024902765507419086,0.024902765507419086,0.0,-0.06666666666666667,0.0,-0.045454545454545456,7.819918161396273e-05,-0.006768090766169521,-0.000365965612788512,-0.0013479248850826794,0.014308033393038218,-0.02588685319647306,0.00030835579150984005,-0.003785741869561137,0.0
0,70,brimonidine,62,0.3305130178969816,0.3080040445107812,0.32430444307403955,0.8170254741797037,0.8150526097189534,0.8237228298490932,0.4666666666666667,0.4666666666666667,0.4,0.11290322580645161,0.11290322580645161,0.0967741935483871,0.43927555893551745,0.4116645759584187,0.42847926855430774,0.09331803137513296,0.061418784150933874,0.1677320550557155,0.7655934900767002,0.596517333399007,0.5795003533950693,0.09222981372161401,0.06213089096151711,0.10845923920237747,0.1453870070599645,0.14601929003027905,0.22445544518596283,0.8666666666666667,1.0,1.0,0.016300398563258323,-0.00620857482294207,0.008670220130139739,0.006697355669389449,-0.0170169800039377,-0.18609313668163086,-0.06666666666666665,-0.06666666666666665,-0.016129032258064516,-0.016129032258064516,0.07843615515568378,0.07906843812599834,0.10631327090478163,0.07441402368058254,0.016814692595889025,-0.010796290381209717,0.046328348240860365,0.016229425480763462,0.0
0,89,carvedilol,83,0.4302271674741926,0.43443549265150344,0.4490778355951725,0.8436247735177812,0.8593099070265694,0.8687527277055533,0.7333333333333333,0.4666666666666667,0.4666666666666667,0.13253012048192772,0.08433734939759036,0.08433734939759036,0.5041252445764758,0.5215610808214188,0.5178561132492018,0.09063742314196366,0.11219801487839348,0.11126993293111928,0.5017100640839689,0.5884674004369674,0.5708588662113935,0.09625406135952681,0.11293232692406609,0.1210732259406842,0.05842385210386387,0.045073987267256796,0.06434811455342833,1.0,1.0,1.0,0.014642342943669062,0.018850668120979908,0.009442820678983943,0.02512795418777214,-0.017608534225573957,0.06914880212742458,0.0,-0.2666666666666666,0.0,-0.048192771084337366,0.019274127286171533,0.005924262449564462,-0.0009280819472742008,0.020632509789155623,-0.003704967572217055,0.013730868672725993,0.008140899016618117,0.02481916458115739,0.0
0,92,cefprozil,17,0.5733043529527974,0.5853817499474515,0.598592905945058,0.9294358480341983,0.9195014751038593,0.9208862664820278,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.5882352941176471,0.5882352941176471,0.5882352941176471,0.6117336469398352,0.6307755526606706,0.6436054579557869,0.013333333333333334,0.0035842293906810036,0.0036496350364963502,0.8263333286520083,0.7948833326720566,0.7975167679274938,0.28042707219900886,0.11894159667513839,0.3024970001714188,,,,0.9333333333333333,1.0,0.9333333333333333,0.013211155997606472,0.025288552992260627,0.0013847913781684928,-0.00854958155217056,0.002633435255437244,-0.02881656072451444,0.0,0.0,0.0,0.0,,,6.540564581534666e-05,-0.009683698296836983,0.012829905295116295,0.03187181101595171,0.1835554034962804,0.02206992797240992,-0.06666666666666665
