scenario,model,source,mAP_mean,mAP_std,mAP_mean_std,AUROC_mean,AUROC_std,AUROC_mean_std,AUPR_mean,AUPR_std,AUPR_mean_std,nDCG@10_mean,nDCG@10_std,nDCG@10_mean_std,P@1_mean,P@1_std,P@1_mean_std,P@15_mean,P@15_std,P@15_mean_std,R@1_mean,R@1_std,R@1_mean_std,R@15_mean,R@15_std,R@15_mean_std,Spearman_mean,Spearman_std,Spearman_mean_std,RMSE_mean,RMSE_std,RMSE_mean_std,MAE_mean,MAE_std,MAE_mean_std
warm,A3Net,result_WS\10WS_A3_Net_knn=10_wd=0.001_epoch=100_lamb=0.03_lr0.0004_dim=200_eps=0.5_DF=False_PCA=False_not-FC=False_cosine\A3_Net_result.csv,0.18992083516211078,0.026233151560863904,0.1899 +/- 0.0262,0.9065850468067838,0.004730203921388315,0.9066 +/- 0.0047,0.07558678562979179,0.008839511109540841,0.0756 +/- 0.0088,0.39439260917280944,0.047258356044053665,0.3944 +/- 0.0473,0.18597419738549248,0.043139624892498514,0.1860 +/- 0.0431,0.10810137833949315,0.00844688293233266,0.1081 +/- 0.0084,0.05222778279147481,0.014180196196715624,0.0522 +/- 0.0142,0.3781729678990627,0.03224110113776359,0.3782 +/- 0.0322,0.5137760408841706,0.014437388211926359,0.5138 +/- 0.0144,1.22498866759874,0.04893843801026364,1.2250 +/- 0.0489,0.89716879,0.04443305142624451,0.8972 +/- 0.0444
warm,CAFNet,result_WS\lr0.0004-2\10WS_CAFNet_knn=10_wd=0.001_epoch=100_lamb=0.03_lr0.0004_dim=200_eps=0.5_DF=False_PCA=False_not-FC=False_cosine_abl=CA_gate_new_loss=focal\CAFNet_result.csv,0.20609438636792682,0.01692986171810621,0.2061 +/- 0.0169,0.9105972873798033,0.00319052800034301,0.9106 +/- 0.0032,0.08446657240370106,0.005994488296927387,0.0845 +/- 0.0060,0.42498829543149236,0.022129801570292693,0.4250 +/- 0.0221,0.21458211614222908,0.03007375364863531,0.2146 +/- 0.0301,0.11321502619158405,0.004914431268648406,0.1132 +/- 0.0049,0.06401276636979984,0.011244818518492598,0.0640 +/- 0.0112,0.39665377765803367,0.0137773044083501,0.3967 +/- 0.0138,0.5118646327003464,0.026306509113336023,0.5119 +/- 0.0263,1.2262210028790155,0.05672446090967939,1.2262 +/- 0.0567,0.894887661,0.04543202618577155,0.8949 +/- 0.0454
cold,A3Net,result_ICS\10ICS_A3_Net_knn=5_wd=0.001_epoch=100_lamb=0.03_lr0.0004_dim=200_eps=0.5_DF=False_PCA=False_not-FC=False_cosine\A3_Net_result.csv,0.33260870479112625,0.028936556738975466,0.3326 +/- 0.0289,0.7952298670072379,0.027093215875227013,0.7952 +/- 0.0271,0.23948744384608828,0.033610049220493605,0.2395 +/- 0.0336,0.6969270295380051,0.053931829352850166,0.6969 +/- 0.0539,0.484,0.07358206974293616,0.4840 +/- 0.0736,0.4415111111111111,0.050281490211483704,0.4415 +/- 0.0503,0.01853143205623466,0.004889192532004624,0.0185 +/- 0.0049,0.22474156616473331,0.02212883132511918,0.2247 +/- 0.0221,0.39245752681427376,0.052012905559381734,0.3925 +/- 0.0520,1.711592977673267,0.07563865615915173,1.7116 +/- 0.0756,1.35553353,0.08358231443799113,1.3555 +/- 0.0836
cold,CAFNet,result_ICS\10ICS_CAFNet_knn=5_wd=0.001_epoch=100_lamb=0.03_lr0.0004_dim=200_eps=0.5_DF=False_PCA=False_not-FC=False_cosine\CAFNet_result.csv,0.33907311950288305,0.023191742000964407,0.3391 +/- 0.0232,0.7959555570948507,0.01452018930909416,0.7960 +/- 0.0145,0.2517792687575612,0.030415157801960524,0.2518 +/- 0.0304,0.7206412388265907,0.03790499057594579,0.7206 +/- 0.0379,0.5066666666666666,0.0836217232098968,0.5067 +/- 0.0836,0.4532444444444444,0.03711742387352418,0.4532 +/- 0.0371,0.01983655660022729,0.0039052740165916437,0.0198 +/- 0.0039,0.23050765801975995,0.018881260656422556,0.2305 +/- 0.0189,0.3857917007060975,0.054303783105829555,0.3858 +/- 0.0543,1.754173054728129,0.07534216129658895,1.7542 +/- 0.0753,1.3939221200000003,0.066154862694771,1.3939 +/- 0.0662
