mAP_loss_vs_fixed,rare_AP_gain_vs_CAFNet_D,middle_AP_gain_vs_CAFNet_D,matched_AUPR_gain_vs_CAFNet_D,top100_removed_MAP_gain_vs_CAFNet_D
0.013276821973887909,0.019493488423178246,0.019858323782811063,0.0011808501473272726,0.008276880294851977
