fold,drug_index,model,macro_AP,nDCG@10,rare_AP,middle_AP,frequent_AP
0,42,Group-only,0.1286561150936093,0.2735872697693365,0.016122766122766124,0.03277019289178343,0.15971705120065632
0,42,Global gate,0.13377498150022152,0.2832325164972662,0.04377880184331797,0.011699884854660073,0.16470197749827414
0,42,Drug gate,0.1340516436228914,0.2832325164972662,0.01956686930091185,0.023361697965571204,0.16466884040237584
0,42,Drug-stratum gate,0.1241789048939087,0.2832325164972662,0.015881147540983607,0.009311051403988062,0.16378029233992086
0,45,CAFNet,0.4652930402930403,0.661798907637971,,,0.4656898656898657
0,45,CAFNet-D,0.35064935064935066,0.39755419254520064,,,0.35064935064935066
0,45,CAFNet-DG,0.37390580770371706,0.4457120479482909,,,0.37390580770371706
0,45,Group-only,0.3227374502661545,0.35408660364352723,,,0.32302967703412644
0,45,Global gate,0.31614100185528754,0.35079766177097466,,,0.3161410018552875
0,45,Drug gate,0.40673933531076384,0.3727892582642588,,,0.40673933531076384
0,45,Drug-stratum gate,0.2999176745797133,0.3395985649151266,,,0.2999176745797133
0,53,CAFNet,0.42186687867247596,0.7720617383222416,0.03649425287356322,0.13145502853616534,0.48862136696160574
0,53,CAFNet-D,0.44915057697578414,0.8603818544462509,0.014665889665889668,0.12139139756704444,0.5527611892336757
0,53,CAFNet-DG,0.4960426158704026,0.9266360779006398,0.0173630717108978,0.1903093331593221,0.5828716774066143
0,53,Group-only,0.40098648002831316,0.8318477135310891,0.056896551724137934,0.0584575962273811,0.4654926664672444
0,53,Global gate,0.38892016396276013,0.8318477135310891,0.02284044165403767,0.06144289628246643,0.4594071493706137
0,53,Drug gate,0.44877374799900355,0.9216017310213245,0.012730396751015307,0.11922826001021362,0.5247352578869443
0,53,Drug-stratum gate,0.4882418036314436,0.866947989864271,0.06526429341963322,0.3074947340743328,0.5471571740340573
0,56,CAFNet,0.058490901861972686,0.08514311764162101,0.02116908779536593,0.008881456707543664,0.08258214077705806
0,56,CAFNet-D,0.02703415418856191,0.08514311764162101,0.011226278503273809,0.007650151232134498,0.04287365869764276
0,56,CAFNet-DG,0.03878953875218382,0.1100458831490401,0.011292860842195818,0.007371647424045397,0.057237929005389
0,56,Group-only,0.04263470384678273,0.1100458831490401,0.011544868038582127,0.007418199060559813,0.06579292676704335
0,56,Global gate,0.06401391940531886,0.07839826897867538,0.01846695352233984,0.020550385647216632,0.0857861240537777
0,56,Drug gate,0.06700643256964975,0.0733639220993601,0.04911779368301107,0.023812400903721442,0.08549276196833377
0,56,Drug-stratum gate,0.03240870629393919,0.08514311764162101,0.014633623401421119,0.008806002688855783,0.04690459533432362
0,70,CAFNet,0.3305130178969816,0.7655934900767002,0.16396019429582334,0.052159105255872446,0.4406822916606804
0,70,CAFNet-D,0.3080040445107812,0.596517333399007,0.20933691306851443,0.03717219103948022,0.40763488746732657
0,70,CAFNet-DG,0.32430444307403955,0.5795003533950693,0.26811606079166334,0.045860523992229146,0.42816588767516556
0,70,Group-only,0.31741330853250316,0.6149518506608848,0.1311119680787683,0.0320522650304312,0.4280584347026919
0,70,Global gate,0.2881326420896655,0.6136525857537392,0.08740849384263437,0.046835876855770765,0.38871950453600745
0,70,Drug gate,0.2502959319753275,0.41388361500911724,0.08798364373371523,0.03751454300202838,0.33128917064322905
0,70,Drug-stratum gate,0.22951663541293424,0.4569970750177367,0.03929218507941043,0.019408329379399635,0.31955305415333674
0,89,CAFNet,0.4302271674741926,0.5017100640839689,0.011279977860612392,0.10254465658559195,0.5037160812461126
0,89,CAFNet-D,0.43443549265150344,0.5884674004369674,0.016805158178206023,0.11360691522537547,0.5201051341617045
0,89,CAFNet-DG,0.44907783559517256,0.5708588662113935,0.015524056153741311,0.12054018852327718,0.5171518843178725
0,89,Group-only,0.413627840260855,0.5766692999492191,0.029121622590336578,0.13424787233264274,0.49647705455287117
0,89,Global gate,0.453753272410429,0.6578986223737447,0.009235393526581266,0.08578357368575285,0.5464775543887549
0,89,Drug gate,0.4428644307337287,0.7312625444731049,0.007577892281300458,0.07744553768062729,0.534841914524351
0,89,Drug-stratum gate,0.43571650637512366,0.5072380780124418,0.015986788123011034,0.1545083394433627,0.5013869414420534
0,92,CAFNet,0.5733043529527974,0.8263333286520083,,0.012345679012345678,0.611313528058441
0,92,CAFNet-D,0.5853817499474515,0.7948833326720566,,0.003194888178913738,0.6306089150470356
0,92,CAFNet-DG,0.5985929059450581,0.7975167679274938,,0.003278688524590164,0.6435779021552908
0,92,Group-only,0.5084808069523177,0.6947651160602988,,0.00684931506849315,0.5419183024133876
0,92,Global gate,0.5463349326987887,0.7877736340270853,,0.003367003367003367,0.5819955543607696
0,92,Drug gate,0.5981996220300818,0.7759944384848245,,0.003952569169960474,0.6357399488666001
0,92,Drug-stratum gate,0.5035326592736894,0.6947651160602988,,0.0032258064516129032,0.5416136480068026
0,94,CAFNet,0.3436723081783727,0.5684579545875155,0.0049261083743842365,0.005043769247556925,0.40842707403303824
0,94,CAFNet-D,0.31624888089420805,0.4705561169627618,0.04,0.055319148936170216,0.35789732298825255
0,94,CAFNet-DG,0.3526972510550485,0.6156886473955917,0.03225806451612903,0.02568770226537217,0.40191327495191187
0,94,Group-only,0.3030269250239699,0.5014276442746162,0.017857142857142856,0.03943452380952381,0.3440493707093128
0,94,Global gate,0.28059486841646186,0.4760705018418427,0.012048192771084338,0.028985507246376812,0.3269070290996981
0,94,Drug gate,0.31457629974372114,0.4982506457922279,0.034482758620689655,0.03539978865797816,0.3547507965654141
0,94,Drug-stratum gate,0.2876647570066138,0.542042305486879,0.05263157894736842,0.024877149877149878,0.325178342954476
0,98,CAFNet,0.2491696848893463,0.2940945979596687,,,0.25162623586687527
0,98,CAFNet-D,0.3116816551373033,0.4256628105513781,,,0.3151104275836699
0,98,CAFNet-DG,0.3045172275490423,0.41388361500911724,,,0.3059824290142437
0,98,Group-only,0.3536973518509079,0.542042305486879,,,0.3587826795511323
0,98,Global gate,0.39769302185920086,0.6212166613240647,,,0.39954890448998986
