fold,drug_index,model,macro_AP,nDCG@10,rare_AP,middle_AP,frequent_AP
2,48,Drug-stratum gate,0.12118038171587238,0.17993148201117176,,,0.12377662019386061
2,49,CAFNet,0.5791207450544376,1.0,1.0,0.06666666666666667,0.6126228965001169
2,49,CAFNet-D,0.5900319544038211,0.866947989864271,0.034482758620689655,0.06408450704225352,0.6273593570429344
2,49,CAFNet-DG,0.5954067874634542,0.8006937664098821,0.07692307692307693,0.1388888888888889,0.6261555297969226
2,49,Group-only,0.6164360092442732,0.9266360779006398,0.014925373134328358,0.02340153452685422,0.6478201436263402
2,49,Global gate,0.6968151464580858,1.0,0.00510204081632653,0.01324561403508772,0.7364449872769846
2,49,Drug gate,0.6445167326169744,0.8643145546088338,0.013157894736842105,0.03061797752808989,0.6763709285996162
2,49,Drug-stratum gate,0.5944804995173919,0.866947989864271,1.0,0.05101010101010101,0.6214026734363458
2,52,CAFNet,0.02504410943511437,0.0,0.05,0.053929121725731895,0.027174416968596373
2,52,CAFNet-D,0.03704478028902672,0.0,0.010101010101010102,0.005752527871402645,0.05587558877181519
2,52,CAFNet-DG,0.03759157449903343,0.0,0.015873015873015872,0.006962849827051794,0.05358643191460529
2,52,Group-only,0.05578695649034448,0.0,0.01818181818181818,0.024726775956284155,0.07740542323565405
2,52,Global gate,0.06577771655576556,0.1264713513838286,0.047619047619047616,0.02175925925925926,0.09442926631361326
2,52,Drug gate,0.048165271528186296,0.0,0.1111111111111111,0.0707070707070707,0.06041183359568615
2,52,Drug-stratum gate,0.07299741665509071,0.0731168384439099,0.038461538461538464,0.25757575757575757,0.09073115860517436
2,64,CAFNet,0.5498198760267266,0.866947989864271,,0.014600728003012426,0.6133855341020449
2,64,CAFNet-D,0.5479861738676007,0.8318477135310891,,0.03599922271881853,0.6045941805480292
2,64,CAFNet-DG,0.5570307155887755,0.8318477135310891,,0.03377457481503724,0.6147450908312139
2,64,Group-only,0.5393131724620884,0.8414929602590189,,0.3418245040963094,0.5939688724017261
2,64,Global gate,0.46442080262971114,0.6051399156371955,,0.038404406051464876,0.5103613540135105
2,64,Drug gate,0.5140751631488222,0.8165901947515998,,0.013806181613244912,0.569960059903477
2,64,Drug-stratum gate,0.5415574606155844,0.9052116356304493,,0.019917860232483296,0.601105908366992
2,67,CAFNet,0.4626343880977424,0.4818809355796683,,0.3333333333333333,0.4737908266033164
2,67,CAFNet-D,0.555199359337266,0.7695261902392829,,0.1111111111111111,0.570224983465269
2,67,CAFNet-DG,0.5818777726045702,0.7753366239771086,,1.0,0.5931701825865746
2,67,Group-only,0.587114959971255,0.8512360941594274,,1.0,0.597998900872582
2,67,Global gate,0.48244329041721984,0.7670273914429263,,0.5,0.5022648653189287
2,67,Drug gate,0.5727368910586833,0.7967610662472993,,1.0,0.5774944119508935
2,67,Drug-stratum gate,0.5032801127072488,0.8364586133797036,,0.5,0.5189771095383324
2,69,CAFNet,0.4769483016413405,0.6947651160602988,0.10149885956337569,,0.5225197874529581
2,69,CAFNet-D,0.5486331857940419,0.866947989864271,0.18433048433048432,,0.5892546695465006
2,69,CAFNet-DG,0.5656599574844146,0.9266360779006398,0.18517103811221458,,0.6045571571722305
2,69,Group-only,0.5633320792620127,0.8572048559638626,0.0389948195550912,,0.6117171168376292
2,69,Global gate,0.3665037088571933,0.5957616317188126,0.020069510699195856,,0.46462006800505135
2,69,Drug gate,0.5715721568845619,0.933745776545611,0.18064913424617834,,0.6147197493669104
2,69,Drug-stratum gate,0.5490836171641675,1.0,0.3597002174588382,,0.6010101348927126
2,79,CAFNet,0.43289530228893414,0.7951657524814092,0.04096282311219843,0.02493804146582619,0.542151084958975
2,79,CAFNet-D,0.544492414219674,1.0,0.016075120806616487,0.08209286605020133,0.6566063919379377
2,79,CAFNet-DG,0.5463327993013315,1.0,0.01667576109841176,0.07829806790107233,0.6609037347877462
2,79,Group-only,0.5644143252889645,0.933745776545611,0.013903015005956185,0.0442035177426678,0.6820201289769099
2,79,Global gate,0.4882160424921489,1.0,0.03959720508565918,0.06822903482379881,0.5902018409349117
2,79,Drug gate,0.5037728369580838,0.9266360779006398,0.014485967926689575,0.0387105620047502,0.6139366257853718
2,79,Drug-stratum gate,0.5096774534912336,0.9363792118010483,0.012863739645337801,0.1206228441039847,0.6181909978818322
2,88,CAFNet,0.13994962525078,0.23047380976071702,0.016760828625235404,0.048256395647072216,0.19757758105694323
2,88,CAFNet-D,0.1684226891340093,0.06625422345438896,0.028617216117216116,0.019656433950623636,0.21023975909251924
2,88,CAFNet-DG,0.17345519088065395,0.07839826897867538,0.03816425120772947,0.02173349730964293,0.21843475506440513
2,88,Group-only,0.17117575045678116,0.06943122193677731,0.020976200080677694,0.02396124797413946,0.19988485682294724
2,88,Global gate,0.12792983692865306,0.06625422345438896,0.021001344086021508,0.02730118314634935,0.1803733129117313
2,88,Drug gate,0.1606891475612356,0.06943122193677731,0.012812500000000001,0.02481846328801747,0.22466230155006794
2,88,Drug-stratum gate,0.1242022738166712,0.2200917662980802,0.012695685376097747,0.01788106320946208,0.17215977425003456
2,109,CAFNet,0.7675940294334157,1.0,0.4099172065664209,0.5208657577795544,0.9083313466651504
2,109,CAFNet-D,0.7765025140098563,1.0,0.3828299200520146,0.4736477983386548,0.9374070716537468
2,109,CAFNet-DG,0.7834321919199473,1.0,0.40761605445931737,0.519899764798776,0.9334492654394464
2,109,Group-only,0.7637464168078776,1.0,0.34722461451617637,0.46759609787653356,0.9272951465521087
2,109,Global gate,0.7417048323258789,1.0,0.3157367037681519,0.38896174692093366,0.9128702025440671
2,109,Drug gate,0.7419529049334712,1.0,0.2916343119257356,0.4160175449080445,0.9179730367017331
2,109,Drug-stratum gate,0.736624089631258,1.0,0.34552040070290513,0.4357443630581357,0.8943538534195148
2,123,CAFNet,0.04542158831109725,0.0,0.022727272727272728,0.08978494623655914,0.05768799102132435
2,123,CAFNet-D,0.05711740995095025,0.10893649261775587,0.00909090909090909,0.013307005494505496,0.08793677880708596
2,123,CAFNet-DG,0.04118122104027929,0.0,0.010416666666666666,0.016828117237953303,0.05984542206306977
2,123,Group-only,0.04899886540440995,0.08431423425588576,0.015625,0.008448349459305634,0.07397944452808014
2,123,Global gate,0.04327696350674526,0.07979453856244821,0.00909090909090909,0.021638655462184873,0.06226652604361583
2,123,Drug gate,0.06642164417048205,0.1264713513838286,0.008547008547008548,0.006316793893129771,0.10603469307195057
2,123,Drug-stratum gate,0.036142536632916285,0.0,0.010309278350515464,0.017094017094017096,0.05146719430960564
2,134,CAFNet,0.385072965766737,0.5730379245414764,0.026633300982574864,0.0976108764779767,0.4921205234552881
2,134,CAFNet-D,0.4463748500294008,0.9305687780632227,0.026427612468948564,0.10740342144118072,0.5558159326422349
2,134,CAFNet-DG,0.4341970592416634,0.866947989864271,0.025959226896966885,0.1034166261458825,0.5383369526629183
2,134,Group-only,0.5083892574811022,0.933745776545611,0.11610269708044445,0.08734904116894428,0.6142224772982552
2,134,Global gate,0.4555094210324942,0.8415908474314976,0.03202922148345473,0.14743454540116435,0.555089622472516
2,134,Drug gate,0.5009980202996887,0.9305687780632227,0.0834113249712665,0.16330775913419232,0.5737917637174543
2,134,Drug-stratum gate,0.35989678223975324,0.8630152897016883,0.026257853394633185,0.09164030716617359,0.4777673940217795
2,150,CAFNet,0.017003620695802194,0.0,0.02,0.023255813953488372,0.01920351752890089
2,150,CAFNet-D,0.015871747730600783,0.0,0.14285714285714285,0.007751937984496124,0.016581392847912775
2,150,CAFNet-DG,0.018463282291277257,0.0,0.1111111111111111,0.008849557522123894,0.019449035747655156
2,150,Group-only,0.012059301323442958,0.0,0.018518518518518517,0.018518518518518517,0.013698121152576816
2,150,Global gate,0.029709464280960773,0.0,0.1111111111111111,0.125,0.030915912012363333
2,150,Drug gate,0.009001156966969463,0.0,0.008547008547008548,0.00510204081632653,0.011886562534618367
2,150,Drug-stratum gate,0.03964707074130545,0.0,0.03333333333333333,0.02857142857142857,0.0505955599615477
2,151,CAFNet,0.3774139261482841,0.914856882358379,,0.03150029459038195,0.44673252493647614
2,151,CAFNet-D,0.3859136964589093,1.0,,0.02444670324031003,0.4409517315036027
2,151,CAFNet-DG,0.393298357749174,1.0,,0.021113146026189262,0.4476168991195166
2,151,Group-only,0.3421157221596609,0.933745776545611,,0.013547080077680634,0.40372378643730794
2,151,Global gate,0.349679604893937,1.0,,0.018758464829738294,0.41017758836277046
2,151,Drug gate,0.3116093261687099,0.8630152897016883,,0.03702063650877688,0.37236574709590153
2,151,Drug-stratum gate,0.2962712806630197,0.7788065869851872,,0.020615352918627372,0.3499888575406359
2,152,CAFNet,0.32363241971516615,0.23214029024010668,,,0.3236324197151662
2,152,CAFNet-D,0.5059228346821472,0.5884674004369674,,,0.507380555909509
2,152,CAFNet-DG,0.48953612730316526,0.5618918191694954,,,0.48953612730316526
2,152,Group-only,0.5443797595567121,0.6500332220485792,,,0.5460892243501019
2,152,Global gate,0.6130616056490571,0.7312625444731049,,,0.6130616056490571
2,152,Drug gate,0.7001769948935646,0.8611375561264455,,,0.7011140765535379
2,152,Drug-stratum gate,0.6016403552120843,0.7827392871477701,,,0.6046876959432484
2,153,CAFNet,0.3792835523297897,0.6840182226156365,0.07164177555601019,0.045541674451287074,0.45884064357419696
2,153,CAFNet-D,0.41291523824704973,0.4634464183177906,0.044255300566661014,0.0300802059515579,0.4794359132108721
2,153,CAFNet-DG,0.4095221047840233,0.5619107241149829,0.05004601171621751,0.034552914530397355,0.4741599789520722
2,153,Group-only,0.4249215452685762,0.5993294818993699,0.02196796923808418,0.04382475807991042,0.48359191932100465
2,153,Global gate,0.5033694851967103,0.8701249883466594,0.047166227376559476,0.029404019869584543,0.5815999359162677
2,153,Drug gate,0.4198662986405653,0.6937613565160449,0.02738916748817739,0.046566929229665516,0.4980651600387558
2,153,Drug-stratum gate,0.442719792953149,0.6961622681399229,0.03340378149433766,0.02701582315869363,0.5249190139443922
2,166,CAFNet,0.418059779446102,0.7917063341896682,0.014640338270556486,0.03195501917069758,0.512444893838686
2,166,CAFNet-D,0.5870038846460538,0.914856882358379,0.015284132427674627,0.030014739282811155,0.6701375718721534
2,166,CAFNet-DG,0.5461319684652531,0.914856882358379,0.01490781006704467,0.032915087930676296,0.6308265484511079
2,166,Group-only,0.5896119517475565,0.933745776545611,0.017391803718418333,0.04971792932753666,0.6717029140185413
2,166,Global gate,0.5807199903408453,0.9266360779006398,0.01418112767473134,0.02790546976502275,0.6734314430978976
2,166,Drug gate,0.5349231914251487,0.684383072597662,0.018715509867718326,0.06551635246661426,0.596808759059612
2,166,Drug-stratum gate,0.5206055733371711,0.7799082337019198,0.018063217579468965,0.027706474540731933,0.6192435613585041
2,184,CAFNet,0.47725678435921215,0.6235540477207573,0.1619047619047619,0.057055808000920305,0.5337264537168447
2,184,CAFNet-D,0.5462081353101153,0.7058075148678526,0.038643923049262854,0.01996943115364168,0.620817486932627
2,184,CAFNet-DG,0.5400476394050671,0.706583601726363,0.053601953601953606,0.02523537280461066,0.6128987409029021
2,184,Group-only,0.5142304448899101,0.7125523635307982,0.052340767530640944,0.03836709509668773,0.5830579277122017
2,184,Global gate,0.5601778489202389,0.866947989864271,0.06894841269841269,0.03279688182515038,0.6379770417720342
2,184,Drug gate,0.4706058345086845,0.6968404678259545,0.5972222222222222,0.05806502525252526,0.5240717433769875
2,184,Drug-stratum gate,0.4755045631317234,0.7720617383222416,0.09278221778221778,0.029358949405854047,0.5383944803148155
2,203,CAFNet,0.31616767191626194,0.31860012550944633,0.16613831675307086,0.12644300144300144,0.3591446209566927
2,203,CAFNet-D,0.2674744885908382,0.5670429581667767,0.015060282748541952,0.030080971659919027,0.33874760105993384
2,203,CAFNet-DG,0.30161512467618856,0.6306637463657284,0.019541666206916844,0.03627946127946128,0.3739761088369643
2,203,Group-only,0.25010219626573,0.5519699720241614,0.01224094783588699,0.02327021221284223,0.3083099039669573
2,203,Global gate,0.3262362388816172,0.5837154733670048,0.02414027029880688,0.12648809523809523,0.3857363224521335
2,203,Drug gate,0.24028159873384825,0.5302442049991306,0.01151105931330475,0.017219392629228697,0.30725649730734855
2,203,Drug-stratum gate,0.2448410110259512,0.5648901044069582,0.02347735267646863,0.05996170165867636,0.2968264589459632
2,217,CAFNet,0.4226877301341475,0.5309999066793252,0.015179885768121062,0.019428330295471814,0.5033459796511288
2,217,CAFNet-D,0.5536303409784353,0.9305687780632227,0.014887272282281412,0.04173575119252667,0.646656764524251
2,217,CAFNet-DG,0.5481296135971494,1.0,0.014378238027197,0.03716975312425548,0.6365826987586407
2,217,Group-only,0.5288601292585111,1.0,0.013084007467101148,0.06329705516292684,0.6199217214013667
2,217,Global gate,0.5302389330469547,0.9363792118010483,0.007431772509135758,0.15267619880498134,0.6115408064826662
2,217,Drug gate,0.5172266229769968,0.9266360779006398,0.010831602289037047,0.047345517598208466,0.5968503441434799
2,217,Drug-stratum gate,0.5202394618231627,0.933745776545611,0.007642917117532625,0.04378471534069879,0.6066434318363174
2,219,CAFNet,0.4507495384909638,0.718342412090308,0.03232824854021736,0.08846153846153845,0.4989444481159102
2,219,CAFNet-D,0.6133344097265531,0.9363792118010483,0.10302521008403362,0.1290160642570281,0.6823097067647123
2,219,CAFNet-DG,0.5802246469781253,1.0,0.08981541334482512,0.12908163265306122,0.6441898744376181
2,219,Group-only,0.5723793249923846,0.866947989864271,0.16302200422372096,0.031014023732470333,0.6358158843228128
2,219,Global gate,0.5400284544402721,0.8701249883466594,0.04275448156045171,0.04200359389038634,0.6005865634587947
2,219,Drug gate,0.584661232514253,1.0,0.023785000891742465,0.01167485364376556,0.6613668069165004
2,219,Drug-stratum gate,0.5800474548062022,0.933745776545611,0.017181257105733313,0.03766233766233766,0.6500103030446797
2,221,CAFNet,0.608177793154843,0.8899541168509599,0.06020057311508644,0.2400953154278464,0.7414838271173336
2,221,CAFNet-D,0.5508022423622876,0.7799082337019198,0.059284324779850836,0.19698133299391332,0.7381603831096187
2,221,CAFNet-DG,0.5804597852292147,0.7799082337019198,0.0598183319268815,0.218866475937927,0.7386976066158708
2,221,Group-only,0.6137829423687187,0.7799082337019198,0.08167486048669102,0.2945191710095735,0.7398909112513804
2,221,Global gate,0.5760288309033711,0.7019727018777485,0.05024930370003287,0.2072244372473984,0.722177440080848
2,221,Drug gate,0.6787885160232398,0.8611375561264455,0.09452550348019309,0.288845886599296,0.7905137439451162
2,221,Drug-stratum gate,0.6499284890863823,0.9052116356304493,0.0724722244865749,0.31295071677272013,0.7897641702819845
2,224,CAFNet,0.15368859154726142,0.1388624438735545,0.5,0.008849557522123894,0.17160446228183512
2,224,CAFNet-D,0.14025365635636874,0.13568544539116625,0.5833333333333333,0.006535947712418301,0.14941560460074624
2,224,CAFNet-DG,0.14918768835404406,0.06362078819895167,0.8333333333333333,0.006756756756756757,0.1503947906952594
2,224,Group-only,0.2598975912974541,0.27108847097297983,0.41666666666666663,0.00847457627118644,0.29827482327482324
2,224,Global gate,0.13746561684647918,0.0,0.225,0.00684931506849315,0.18278850795669505
2,224,Drug gate,0.10713129839572766,0.06362078819895167,0.05303030303030303,0.023809523809523808,0.1265369481777952
2,224,Drug-stratum gate,0.22774258087164834,0.2211934130148128,0.6666666666666666,0.02040816326530612,0.24228989761027736
2,244,CAFNet,0.48173928092803353,0.6311443278613471,,,0.49552979647373785
2,244,CAFNet-D,0.5692114704756157,0.8389574121760602,,,0.5754806584898368
2,244,CAFNet-DG,0.5989624439009799,0.8415908474314976,,,0.6042869042158455
2,244,Group-only,0.5565880396627888,0.8263333286520083,,,0.5627665264279648
2,244,Global gate,0.5184943537329939,0.7753366239771086,,,0.5207114511980897
2,244,Drug gate,0.25839382314399023,0.3792377156012897,,,0.28008202014264855
2,244,Drug-stratum gate,0.29279058535087094,0.31879392588472627,,,0.3103354000456252
2,248,CAFNet,0.5204984932695461,0.6947651160602988,0.12855173257612623,0.1688664684602534,0.6077525080798313
2,248,CAFNet-D,0.5580281209404858,0.9363792118010483,0.04549464621766913,0.10100458568692328,0.6580048012497447
2,248,CAFNet-DG,0.5670189899915375,0.9216017310213245,0.04930474868390935,0.20012000230020463,0.6604145740661791
2,248,Group-only,0.6035251591579399,0.9363792118010483,0.09613060987906998,0.14294695217697956,0.6944573713695359
2,248,Global gate,0.5448352615818364,0.9216017310213245,0.11713052185481157,0.19917974673613772,0.6440977273043186
2,248,Drug gate,0.5668812770404064,0.9305687780632227,0.03707301091499143,0.21006402606451763,0.6603184388133081
2,248,Drug-stratum gate,0.5155739308149673,1.0,0.06451471391431438,0.0976491355626694,0.6218544604998931
2,254,CAFNet,0.12422816195571154,0.2200917662980802,0.00390625,0.03285469524256684,0.1651242688146211
2,254,CAFNet-D,0.24797142085222657,0.510069131458292,0.029411764705882353,0.043225379441161976,0.326936769972046
2,254,CAFNet-DG,0.21835259971398963,0.5077181160122074,0.020833333333333332,0.039579425741906135,0.2862151922526278
2,254,Group-only,0.1952934513937932,0.412449713642891,0.009345794392523364,0.025251860807244418,0.2637056841584614
2,254,Global gate,0.1423324067748467,0.3785009188665826,0.0038461538461538464,0.028327537422403543,0.18836165667436544
2,254,Drug gate,0.19860669346369472,0.38431135260440824,0.00847457627118644,0.04267458123947172,0.25991879654810857
2,254,Drug-stratum gate,0.16211227380833856,0.5206178632166883,0.007633587786259542,0.037161363496334934,0.21646157488486814
2,263,CAFNet,0.32069610104512797,0.15139734109600997,,,0.33514678643543283
2,263,CAFNet-D,0.6054742566972601,0.7136540102475308,,,0.6115358859773811
2,263,CAFNet-DG,0.608501295858117,0.7162874455029681,,,0.6145997451221004
2,263,Group-only,0.6005651767490873,0.7065443116025597,,,0.6064209547667475
2,263,Global gate,0.60442022088354,0.7136540102475308,,,0.6051160553209299
2,263,Drug gate,0.6162050707907861,0.6402900881481708,,,0.6276215923297905
2,263,Drug-stratum gate,0.627314080943364,0.7975167679274938,,,0.6298718876936997
2,265,CAFNet,0.18247008097499293,0.26845503571754253,0.005128205128205128,,0.19999045478324765
2,265,CAFNet-D,0.21279759669508622,0.31516255047698355,0.005,,0.2319341567877351
2,265,CAFNet-DG,0.18489085389632473,0.24936270394794907,0.004975124378109453,,0.2000874522956819
2,265,Group-only,0.2800834310194258,0.4225749983705864,0.009345794392523364,,0.30542730662914375
2,265,Global gate,0.277916342333635,0.4662774717636409,0.007874015748031496,,0.3027467803240035
2,265,Drug gate,0.2005532839874341,0.22400556151517553,0.004166666666666667,,0.2198791942501887
2,265,Drug-stratum gate,0.25229261746942183,0.393758437646072,0.010869565217391304,,0.2791812674046747
2,273,CAFNet,0.3575527400028552,0.5263304097820353,0.06473003022674916,0.10690067271078495,0.46353907018056273
2,273,CAFNet-D,0.4721325226627,0.7065443116025597,0.05409741378556118,0.09895191847976392,0.5726282040721413
2,273,CAFNet-DG,0.4547096841748964,0.7104770117651424,0.0711285179492467,0.10710530370495794,0.5523040589665035
2,273,Group-only,0.485116133739462,0.8236998933965709,0.07386002317955608,0.11350940867534046,0.5733066217711263
2,273,Global gate,0.5273414376890636,0.933745776545611,0.07818973640625057,0.12128485000851653,0.6366035626053589
2,273,Drug gate,0.5164991492005493,0.8899541168509599,0.06401118774793019,0.10201592324963905,0.6196202158723487
2,273,Drug-stratum gate,0.48604536915900565,0.6500332220485792,0.07108974451421633,0.10745635107248935,0.5768361665104094
2,278,CAFNet,0.3659609391278552,0.3787833386759353,,0.014705882352941176,0.383303664634735
2,278,CAFNet-D,0.4807307164642886,0.6464018466408364,,0.02564102564102564,0.4973677675096215
2,278,CAFNet-DG,0.45465236381166607,0.6405914129030108,,0.02702702702702703,0.469282703650271
2,278,Group-only,0.48180778108182243,0.6405914129030108,,0.004405286343612335,0.4989734977529494
2,278,Global gate,0.4605894943059587,0.6316243658611127,,0.00980392156862745,0.4757447288019967
2,278,Drug gate,0.42337730457122374,0.46081298306235335,,0.022727272727272728,0.4379505265286027
2,278,Drug-stratum gate,0.4344402447165236,0.5360735436824438,,0.007407407407407408,0.4507552253622823
2,283,CAFNet,0.200570561803351,0.2200917662980802,,0.0032258064516129032,0.21830112704479887
2,283,CAFNet-D,0.22584692915234575,0.46035860613699897,,0.0036900369003690036,0.25221569411387423
2,283,CAFNet-DG,0.22220594823573062,0.3979478965435962,,0.003484320557491289,0.2430703288694072
2,283,Group-only,0.3886549523602393,0.4950940324881553,,0.008695652173913044,0.40762543416945796
2,283,Global gate,0.18639058002486006,0.3398414932237255,,0.0072992700729927005,0.224600441521443
2,283,Drug gate,0.4260482288718322,0.6520881886359191,,0.015873015873015872,0.444302931191892
2,283,Drug-stratum gate,0.1832412593579234,0.36680070555131294,,0.00392156862745098,0.206475395147695
2,287,CAFNet,0.45089234116600224,0.6607970247179615,,0.023255813953488372,0.4829030311649912
2,287,CAFNet-D,0.6275172040793724,0.866947989864271,,0.02564102564102564,0.6772391121358511
2,287,CAFNet-DG,0.6419483570890064,0.8643145546088338,,0.027777777777777776,0.6896117438807154
2,287,Group-only,0.6023419968813046,0.8701249883466594,,0.027777777777777776,0.6481943531880278
2,287,Global gate,0.6478967460272256,0.8630152897016883,,0.015625,0.7129801365140364
2,287,Drug gate,0.5281109742933332,0.7720617383222416,,0.02564102564102564,0.5798495102580543
2,287,Drug-stratum gate,0.5764617148050911,0.7819835854675755,,0.0033333333333333335,0.6196758308442725
2,294,CAFNet,0.6041467598425287,1.0,0.052422463381367496,0.19067243304054995,0.6899431586569054
2,294,CAFNet-D,0.5905550663378467,1.0,0.03069469400248267,0.11656349476468043,0.6765661293829777
2,294,CAFNet-DG,0.6196438820569606,1.0,0.038421249532360646,0.17896110447170002,0.7053544821620196
2,294,Group-only,0.6007377318933627,1.0,0.0101406490015361,0.20247154707720513,0.6750097029703368
2,294,Global gate,0.5681425180542231,0.8701249883466594,0.03813008130081301,0.07205719076095402,0.6559596815404847
2,294,Drug gate,0.5262180465516109,1.0,0.035501628433871425,0.0904734451413638,0.5974140553502982
2,294,Drug-stratum gate,0.5646096926807318,1.0,0.013301497385134416,0.1695266094664919,0.6510397282483497
2,311,CAFNet,0.2937792825503393,0.642923523403608,,0.035759897828863345,0.3167304992716355
2,311,CAFNet-D,0.36810475141889726,0.6285108926059099,,0.04777777777777778,0.39311116423501163
2,311,CAFNet-DG,0.3684303269697058,0.642923523403608,,0.06173913043478261,0.38785665793315965
2,311,Group-only,0.33667708492090836,0.5708588662113935,,0.09166666666666667,0.35905279195656836
2,311,Global gate,0.4194369441066351,0.7104770117651424,,0.225,0.43647982063622887
2,311,Drug gate,0.3520675501137209,0.6429424283490955,,0.0151259559154296,0.37121894501755004
2,311,Drug-stratum gate,0.3933195716205873,0.7257345305446319,,0.012724071702944942,0.4153544615730402
2,325,CAFNet,0.3352482660321824,0.3052348839397012,0.06454102652356665,0.05516076714496381,0.3774797412443267
2,325,CAFNet-D,0.4761943124695994,0.8553475075669357,0.2177128427128427,0.026287570228337692,0.5267060998271683
2,325,CAFNet-DG,0.5057516350768666,0.8579809428223729,0.17478632478632478,0.03587773514567277,0.5556549485977217
2,325,Group-only,0.4886363323347655,0.791726719367984,0.01748393440543027,0.05887493263690254,0.5379616160994003
2,325,Global gate,0.4358833814198278,0.8553475075669357,0.014160699047487258,0.03630047103996275,0.5038100563990154
2,325,Drug gate,0.4267783466044592,0.8643145546088338,0.008975301718969323,0.02522961446796159,0.4786574785187502
2,325,Drug-stratum gate,0.32699662015451647,0.9266360779006398,0.009166156731064249,0.06097014901172709,0.39662871670893146
2,331,CAFNet,0.28741778302818005,0.31954962756492084,,,0.28821298142011403
2,331,CAFNet-D,0.6980314316689902,0.8482378089219645,,,0.698195989130541
2,331,CAFNet-DG,0.7422634528602455,0.8579809428223729,,,0.742334667786894
2,331,Group-only,0.6898411924014126,0.8521705090845473,,,0.6898411924014126
2,331,Global gate,0.473336322712621,0.6906478832608419,,,0.47931117235467213
2,331,Drug gate,0.5747934294696309,0.6717589890736099,,,0.5754797477154016
2,331,Drug-stratum gate,0.6524221799510315,0.835780413693672,,,0.6525968829559231
2,332,CAFNet,0.7037307790778315,0.9216017310213245,0.1750439003689717,0.37195033688700263,0.8578174418943105
2,332,CAFNet-D,0.7535194079759381,1.0,0.16211339671359187,0.3735935784764013,0.8726064118676009
2,332,CAFNet-DG,0.7567146361680446,1.0,0.18363300981207262,0.4245088727934322,0.874889402147999
2,332,Group-only,0.7657382518321192,1.0,0.23144775764245434,0.38051533986761865,0.8785392262868962
2,332,Global gate,0.7788120315158574,1.0,0.22857485928214547,0.43397064369186356,0.8800398606682911
2,332,Drug gate,0.7380982664885677,1.0,0.22652662044546198,0.3859443503147328,0.8655976502924264
2,332,Drug-stratum gate,0.728715368857872,1.0,0.18084872858763157,0.38559846743830356,0.8640378286057301
2,365,CAFNet,0.5913953455096752,1.0,0.007194244604316547,,0.6288070665831327
2,365,CAFNet-D,0.530773721554892,0.9305687780632227,0.0035087719298245615,,0.5576187794725895
2,365,CAFNet-DG,0.6015042213954375,1.0,0.0036231884057971015,,0.6299032403145459
2,365,Group-only,0.5564617271818503,0.793584067764911,0.010638297872340425,,0.5802057605955835
2,365,Global gate,0.4607775239951774,0.7778721720600672,0.005813953488372093,,0.4877726660026479
2,365,Drug gate,0.5689608296843286,0.8643145546088338,0.0035842293906810036,,0.5914044296211798
2,365,Drug-stratum gate,0.5580737706721208,0.933745776545611,0.0125,,0.5843108589923693
2,372,CAFNet,0.5726885124450924,0.7975167679274938,0.06389150601523805,0.16765784296113684,0.7211241168163597
2,372,CAFNet-D,0.6700856878423092,1.0,0.08294282877999194,0.23082962512068664,0.7864574251134955
2,372,CAFNet-DG,0.669866364797065,1.0,0.08919695610269536,0.21602713155486677,0.776631565033711
2,372,Group-only,0.616770506417378,0.9305687780632227,0.06819335336813873,0.157764471625341,0.7655326041431278
2,372,Global gate,0.5925417053063283,0.914856882358379,0.0633816512217678,0.2027781289244881,0.7316358318772119
2,372,Drug gate,0.7011054429767268,1.0,0.05451710368739557,0.33515403852911196,0.8010901411193856
2,372,Drug-stratum gate,0.6126427870535787,1.0,0.060808459036556545,0.1717876434551698,0.764556367931098
2,388,CAFNet,0.053338347914217876,0.0,,,0.06158250462783589
2,388,CAFNet-D,0.11356845768610475,0.22004653412513592,,,0.11356845768610475
2,388,CAFNet-DG,0.09827205628750776,0.21109268758922906,,,0.09844353875342562
2,388,Group-only,0.050883120480412984,0.0,,,0.05382552483358935
2,388,Global gate,0.07491744148158253,0.20013668095426848,,,0.07821025994939039
2,388,Drug gate,0.060560480399023855,0.0,,,0.06345688736631537
2,388,Drug-stratum gate,0.03127426193313925,0.0,,,0.03490438388256864
2,399,CAFNet,0.5063461318316155,0.8572048559638626,0.36011402978240237,0.03524842303277164,0.6022394992209499
2,399,CAFNet-D,0.6289108596768235,1.0,0.15047305695115912,0.06058328276676567,0.7437102417619783
2,399,CAFNet-DG,0.6204538368464345,1.0,0.21155448173212613,0.06839766978284356,0.7310348235783808
2,399,Group-only,0.6159915851431104,1.0,0.11066956652931297,0.04046379188427882,0.7377902158540242
2,399,Global gate,0.628587807984314,0.9266360779006398,0.04393566251746558,0.022599788091855234,0.761538522876786
2,399,Drug gate,0.6873532235356457,0.9363792118010483,0.29629202935654547,0.060070577775744954,0.8122516651921511
2,399,Drug-stratum gate,0.5904121075355401,0.9363792118010483,0.2888117165683861,0.040722936706397046,0.7024585222335519
2,401,CAFNet,0.70347548514638,1.0,0.09300763884988822,0.20091551333632132,0.8466759874106543
2,401,CAFNet-D,0.7168012908921212,1.0,0.07248464828091192,0.23331949644519073,0.855377168114488
2,401,CAFNet-DG,0.7399106993409384,1.0,0.074412257883431,0.24587030473742416,0.8726582371043733
2,401,Group-only,0.6968710959819208,1.0,0.06516911538891557,0.19475723227096647,0.828392505839051
