model,matched_AUROC_mean,matched_AUROC_std,matched_AUROC_n,matched_AUPR_mean,matched_AUPR_std,matched_AUPR_n,pos_gt_ctrl_rate_mean,pos_gt_ctrl_rate_std,pos_gt_ctrl_rate_n
CAFNet,0.6591610640925156,0.11538886244546136,225,0.6848219965090591,0.1039500517824147,225,0.6886135651152947,0.1323659744183811,225
CAFNet-D full,0.6605949807734388,0.11427747401582382,225,0.702078870744669,0.10219307997199444,225,0.706929613769502,0.13474648632155922,225
CAFNet-D-Ext assoc lambda=0.005,0.6270374100056968,0.12032780044902079,225,0.6821565980413998,0.10636626061955648,225,0.6697788258320667,0.14512159528228724,225
CAFNet-D-Ext assoc lambda=0.01,0.6287377586775951,0.11933877439999452,225,0.6835112147667161,0.10643380126293099,225,0.6689421093668714,0.14236656958828095,225
CAFNet-D-Ext assoc lambda=0.02,0.630434317390127,0.11619180302298926,225,0.6846630434755379,0.10578720821378157,225,0.6708718292546595,0.1398658302898928,225
CAFNet-D-Ext lambda=0.03,0.6326423960613764,0.12037348313815494,225,0.6859967084971331,0.10638407020862843,225,0.6779127706581393,0.1478565499680317,225
CAFNet-D-Ext lambda=0.05,0.6303154949742369,0.11904832543644635,225,0.6841384915205114,0.10653360676313468,225,0.6743336992942404,0.14066530900764213,225
CAFNet-D-Ext lambda=0.10,0.6284827581010742,0.11773821462314178,225,0.6834516370396038,0.1060185643755174,225,0.67045552847659,0.14265541449849353,225
Global popularity,0.625416504494648,0.09928494668602755,225,0.6862933593140019,0.09717581457212042,225,0.6574653811978001,0.12063070869078824,225
