model,AP_mean,AP_std,nDCG@10_mean,nDCG@10_std,P@15_mean,P@15_std,R@15_mean,R@15_std,matched_AUROC_mean,matched_AUROC_std,matched_AUPR_mean,matched_AUPR_std,pos_gt_ctrl_rate_mean,pos_gt_ctrl_rate_std,external_AUROC,external_AUPR,external_pos_gt_neg_rate
Gate piecewise low=0.4 mid=0.6 high=0.6 temp=1,0.4070766832068584,0.1854340065207843,0.6228459624402958,0.2933243509179177,0.5245333333333334,0.2871725491515577,0.2722197326376557,0.1839556479206829,0.6717514079141801,0.11459585791324266,0.7089332789099426,0.10399624981227577,0.7194108721936859,0.13148780137757363,0.5178454394597716,0.5180448977736383,0.5290362357425105
Gate piecewise low=0.4 mid=0.6 high=0.8 temp=1,0.3914079278186814,0.180828147249687,0.6126791376573063,0.29476224622511604,0.5173333333333333,0.28247323574566185,0.27027632077128955,0.18246065254822003,0.6781022327305869,0.11712496137480391,0.7133326266216002,0.10467210349999793,0.7202968842374152,0.1302474965837179,0.5187490261590779,0.518873005918653,0.5279881175910097
Gate piecewise low=0.4 mid=0.6 high=0.9 temp=1,0.3745811597569865,0.17635511479818022,0.6001031920552051,0.2930912584935024,0.5037333333333334,0.2797963529246304,0.2638359121016045,0.1830978009117279,0.6804897089063096,0.11796714324315441,0.7146533455607379,0.10464127377384017,0.7189697780042991,0.13010680522718632,0.5189589477293804,0.5190168438063426,0.5280497715999215
Gate piecewise low=0.4 mid=0.6 high=1 temp=1,0.35053201175077764,0.17107914941001207,0.5782712529040827,0.2916745444516293,0.4793777777777778,0.27249673512214356,0.25263940565095827,0.1781569388702939,0.6817704632904162,0.11866007266724274,0.715021910919361,0.10498507512614637,0.7158159310418339,0.12927540398639253,0.5190392716817063,0.5189768106383879,0.5274556511504077
Gate piecewise low=0.4 mid=0.8 high=0.8 temp=1,0.39449377364915716,0.18171639799632971,0.6149976968349788,0.2942749406618987,0.5206222222222222,0.28357326071886396,0.2719568825013015,0.18256026720313973,0.6726051613946996,0.11473479653613038,0.7098894634486781,0.10339805370637645,0.7201536819742257,0.13047254815015197,0.517214041246622,0.5184386422209523,0.5271866154751562
Gate piecewise low=0.4 mid=0.8 high=0.9 temp=1,0.38179533313402375,0.17851963699139242,0.6052955377015888,0.2951602668698977,0.5133333333333333,0.2834242897016404,0.26844193600175786,0.18303560325412246,0.6747940459653888,0.1159783911154738,0.7107690371543988,0.10337427217287597,0.7187855162128829,0.13044425843619742,0.5174936804318863,0.5187442347094879,0.5272034302048595
Gate piecewise low=0.4 mid=0.8 high=1 temp=1,0.36271539658692586,0.17401817804071154,0.590774743966414,0.2938825312137715,0.49564444444444444,0.2785119365101223,0.26014175195274014,0.18092746516095665,0.6763756564810947,0.11694322537580756,0.7112480983072746,0.10377221794355,0.7157645084702279,0.1296612144240396,0.5176517724894549,0.5189024591495389,0.5266429392147521
Gate piecewise low=0.4 mid=0.9 high=0.9 temp=1,0.3816822490423802,0.17843932784295646,0.6055018219568187,0.29522977086115215,0.5134222222222223,0.28342008846588834,0.2683820553277525,0.18261037183968049,0.671825443102733,0.11445442004329644,0.7090599054855009,0.10268847141995979,0.7184516701201087,0.1301522783076317,0.5169504732761936,0.5185332386522304,0.5271754056553541
Gate piecewise low=0.4 mid=0.9 high=1 temp=1,0.36364034940392653,0.17418567288747244,0.590888029838943,0.293695790381523,0.4965333333333334,0.2788650999227097,0.2605790466784413,0.18085933842053675,0.6733624876081652,0.1156192469791376,0.7093804491599451,0.10309404406840716,0.7154152474865341,0.12945338291833386,0.5171358794327036,0.5187285543458897,0.5266261244850489
Gate piecewise low=0.5 mid=0.6 high=0.6 temp=1,0.4110850359634202,0.18675535466154958,0.6249672209063865,0.2924950345683365,0.5259555555555556,0.2877493208697113,0.2726095377074161,0.1835411579641336,0.6705760872314879,0.11382219694332744,0.7082534616887994,0.10372130984935816,0.7195824684267849,0.13133769398240683,0.5178655784478244,0.5174768057501232,0.5293164812375641
Gate piecewise low=0.5 mid=0.6 high=0.8 temp=1,0.39896422366813583,0.18278329053018952,0.6184514882373157,0.29322799124817056,0.5222222222222221,0.2830751373797449,0.27250214842224424,0.18254008430948918,0.6769088503207312,0.1163535525353132,0.7125586450553,0.10444164488434314,0.7204684804705141,0.13013031887083204,0.5189457151753,0.5182587186473161,0.5282683630860634
Gate piecewise low=0.5 mid=0.6 high=0.9 temp=1,0.38414941151536686,0.1783004059853763,0.6078515783575108,0.29273453140752165,0.5116444444444445,0.28118699242583967,0.2675158364950691,0.18334858482381047,0.679339185211667,0.11719564951452316,0.7138628688844101,0.10443312752518474,0.719141374237398,0.13000028432049077,0.5192329522390169,0.5183916670960045,0.5283300170949752
Gate piecewise low=0.5 mid=0.6 high=1 temp=1,0.36263341806381216,0.17297547698960627,0.5910463530181009,0.2906852054085065,0.4904,0.2748407638667635,0.25761925091149585,0.1783059038186878,0.6804123198928659,0.11796228713049521,0.7141303326837815,0.10479926829687732,0.7159875272749328,0.12917265687369378,0.5193595455605714,0.5183383883995655,0.5277358966454614
Gate piecewise low=0.5 mid=0.8 high=0.8 temp=1,0.40337953872627214,0.1842833777992764,0.6214051159211024,0.2927106537676182,0.5261333333333333,0.28531014883202793,0.2741895013764557,0.1828642436850098,0.6716076940467367,0.1142097953144453,0.7091597225015376,0.10323536879353883,0.7203525913678583,0.13034837497526292,0.517459516681612,0.5178196518737208,0.5274500462405067
Gate piecewise low=0.5 mid=0.8 high=0.9 temp=1,0.39357127352974236,0.1813588576127547,0.6156456121937678,0.294312219355302,0.5218666666666666,0.2843994132505056,0.2723459457514759,0.18376277133185318,0.6738394373326392,0.1154720293894375,0.710034631943651,0.10323411377964957,0.7189844256065158,0.13032502177969219,0.5178164713602906,0.51812196395448,0.5274668609702099
Gate piecewise low=0.5 mid=0.8 high=1 temp=1,0.3782347893509106,0.1772794513841806,0.6064398787068482,0.293782800648062,0.5095999999999999,0.28233821425797334,0.2662977353079426,0.1814335493574253,0.6752134281454372,0.11651420761951098,0.7104137333753,0.10367595520152507,0.7159634178638608,0.12954024663815836,0.5180208327870884,0.518279487749195,0.5269063699801025
Gate piecewise low=0.5 mid=0.9 high=0.9 temp=1,0.39373322786161924,0.181395770141052,0.6159367241665964,0.2942724144795331,0.5218666666666666,0.28429507185341163,0.27244804234769016,0.18393904104232708,0.6709470545089655,0.11412831289180678,0.7083432930772313,0.1026332779063404,0.7184945061607617,0.1300842657620906,0.5171511926032273,0.5178731477262382,0.5273883922315948
Gate piecewise low=0.5 mid=0.9 high=1 temp=1,0.37970424254187296,0.1776594651496244,0.6066507002909054,0.2934780457425665,0.5110222222222222,0.282958061032057,0.26707800188682196,0.18179179081539865,0.67227647931149,0.11537855472171717,0.7085573312592259,0.10308945794157486,0.7154580835271869,0.12938576168744922,0.5173828681289662,0.518070421167251,0.5268391110612897
Gate piecewise low=0.6 mid=0.6 high=0.6 temp=1,0.41335370789011744,0.18765531784487702,0.6262305335070516,0.2922971797987522,0.5264888888888889,0.288112855414979,0.2727215657853247,0.1837182538873784,0.6694220731591541,0.11325558304988902,0.7075716755550786,0.10357871039887091,0.7194749275236024,0.13122710144007219,0.5175040121234814,0.5169015322222494,0.5296023316425188
Gate piecewise low=0.6 mid=0.6 high=0.8 temp=1,0.4029478037381623,0.18402011572115348,0.6205494601709355,0.2916945192821675,0.5240888888888889,0.28369715290880265,0.272933379128731,0.18233020522431123,0.6755725497993545,0.11565856578915985,0.7117746108831571,0.10422914144091264,0.7203609395673317,0.13005016548460807,0.5186415193440362,0.51759221017833,0.5285542134910182
Gate piecewise low=0.6 mid=0.6 high=0.9 temp=1,0.38933412168725917,0.17953424954505703,0.6115704080895531,0.29116318012470827,0.5146666666666667,0.28098202343380185,0.2692331839416035,0.18347333541920033,0.6780191785202753,0.11644719081031328,0.7130615511537369,0.1042124897266581,0.7190338333342157,0.1299353376567488,0.5190066888135244,0.5177029101154242,0.52861586749993
Gate piecewise low=0.6 mid=0.6 high=1 temp=1,0.369291003609578,0.17406519270240142,0.5958046060212372,0.2887481470490911,0.4947555555555556,0.27538979849760314,0.25978364975427104,0.17901830457263884,0.6791154090992058,0.11721280567243694,0.7132786913874825,0.10461016740277422,0.7158799863717504,0.1291002940867535,0.5192092701870348,0.5176316635855074,0.5280217470504162
Gate piecewise low=0.6 mid=0.8 high=0.8 temp=1,0.40847330579206437,0.18613271340126283,0.6238370605233634,0.2920211270241136,0.5282666666666667,0.2859584715322008,0.2748725788355338,0.18276415968228102,0.670465223343207,0.11368599885373373,0.7084330120358778,0.10301659623200488,0.7203684400007778,0.1303108444289028,0.5175604110286844,0.5172488691676685,0.52762379844744
Gate piecewise low=0.6 mid=0.8 high=0.9 temp=1,0.4006142020059901,0.18353867940048788,0.6200979864510068,0.2934396576083702,0.5264000000000001,0.2853271609662262,0.2742560437851824,0.18380934646287977,0.6727132604590944,0.11490981132741744,0.709299281526946,0.10300165478603464,0.7190002742394351,0.1303056981433205,0.5179952981131344,0.5175325394926018,0.5276406131771432
Gate piecewise low=0.6 mid=0.8 high=1 temp=1,0.38805092874404756,0.17960357723744053,0.616027130900774,0.2925612193666438,0.5179555555555556,0.2837339210280422,0.270370284557087,0.1826830585824475,0.674110347169624,0.11594753012673975,0.7096371128108245,0.10348279427947932,0.7159792664967802,0.1295229620173717,0.5182756475918876,0.5176779470567956,0.5270801221870358
Gate piecewise low=0.6 mid=0.9 high=0.9 temp=1,0.4011192367699216,0.18371849118582056,0.6205665011040161,0.2933088717540631,0.5265777777777778,0.2852066260834151,0.27440381043461387,0.1839494296192727,0.6699166898944969,0.11365075172758163,0.7076349704097087,0.10241948820208455,0.7185910973109427,0.1300696387361925,0.5173256353907277,0.5172756148603257,0.5274444413306056
Gate piecewise low=0.6 mid=0.9 high=1 temp=1,0.3901641565171013,0.18029623625026686,0.616384113722374,0.2920857386630973,0.5194666666666667,0.28440713299271686,0.2709765967601061,0.18235982343400461,0.671269210594753,0.11490699167344386,0.7078080697973445,0.1029210842147806,0.7155546746773681,0.12937585947271216,0.5176332989684223,0.5174629434049705,0.5268951601603005
Gate piecewise low=0.7 mid=0.8 high=0.8 temp=1,0.41149490118352605,0.18728425466471393,0.6253564486053647,0.2922814339329147,0.5289777777777778,0.285990951445942,0.2753468891176027,0.1827872265536597,0.6694250217167919,0.11310797015292097,0.707779019645799,0.10281903674365442,0.7202060921803777,0.1303048146950573,0.5174253241080619,0.5167087141583931,0.5282291287167559
Gate piecewise low=0.7 mid=0.8 high=0.9 temp=1,0.40484928034007406,0.1850127526662148,0.6221536730305464,0.29277682643185376,0.5282666666666668,0.2861451668643107,0.2749216264116097,0.18436765370065272,0.671651416634268,0.11439235183560215,0.7086299835932356,0.10288014543077009,0.7188379264190351,0.13030463887294327,0.5178956915460645,0.5169458834077287,0.5282459434464591
Gate piecewise low=0.7 mid=0.8 high=1 temp=1,0.3936966309742849,0.1813271327498638,0.6193533413668588,0.2918638885941564,0.5211555555555556,0.28445326625542605,0.27171028507546413,0.18280844295633392,0.6730242468629593,0.11531362477325793,0.7089068136609309,0.10326997541229271,0.7158169186763801,0.1295215355675003,0.5182362233188145,0.5170650424363759,0.5276854524563518
Gate piecewise low=0.7 mid=0.9 high=0.9 temp=1,0.4057269744293644,0.18539609099558854,0.6224700419428066,0.2928360266018961,0.5287999999999999,0.2862992439450701,0.27515895619479874,0.18466282595064304,0.6688909152677658,0.11331525177900595,0.7069871232371627,0.10234407337085896,0.7185185735532645,0.13005179303875483,0.517357796041108,0.5167210091798974,0.5279656979514055
Gate piecewise low=0.7 mid=0.9 high=1 temp=1,0.39644851342004916,0.1823473493313374,0.6204342254170963,0.2915224126267038,0.5226666666666666,0.2853782328697758,0.27229151140686253,0.18270485658196106,0.6702191794861835,0.11445312451576402,0.7071002589019069,0.10274842128171935,0.7154821509196899,0.12936708407063247,0.5177256419127991,0.5168832256076776,0.5274164167811003
Gate sigmoid low=0 mid=0 high=0.8 temp=0.5,0.32035052650927304,0.1679265272170387,0.5044136316019006,0.29065894300722933,0.4268444444444444,0.2564393327573924,0.22687065872414897,0.16998103551929786,0.6898060856990769,0.12695808651691898,0.7204076346930437,0.11125360711874305,0.7149289428208518,0.13332026077473616,0.5209203210222788,0.5220347990076009,0.527550934618726
Gate sigmoid low=0 mid=0 high=0.8 temp=1,0.34849743452400883,0.17442171004301787,0.5313673949558353,0.2869556409648449,0.44826666666666665,0.2591493622025351,0.23763107316661966,0.17385198759619339,0.6788232478938981,0.12406554004761171,0.7101322502712106,0.11055911510755591,0.7104247255880111,0.13545050160538796,0.5201954638463445,0.5207751940843934,0.52976487402965
Gate sigmoid low=0 mid=0 high=0.8 temp=2,0.3637136273134585,0.17834143649931797,0.537991553210877,0.2891950244737163,0.4623111111111111,0.26768606519776694,0.24186912261570762,0.17552765014873958,0.670505611727514,0.1194738345046041,0.7008174831068773,0.1084827446536158,0.7072639750670235,0.13463426599397044,0.5191463339742858,0.5188149413477801,0.5304150435781745
Gate sigmoid low=0 mid=0 high=0.9 temp=0.5,0.3015849780851894,0.16452817654357754,0.47828405748113917,0.291278800909008,0.40311111111111114,0.25163894360567557,0.21358183375043874,0.16747967127543462,0.6913156014015193,0.12794240379432142,0.7207086620603823,0.11173548002287197,0.7137953392089751,0.1333601604098483,0.5212785795811549,0.5222274864939844,0.5275789591682314
Gate sigmoid low=0 mid=0 high=0.9 temp=1,0.3384664207953947,0.17306611071708278,0.5196405883726488,0.2869097347866669,0.43333333333333335,0.2564521207821678,0.22956935165869474,0.1705832464564705,0.679193556608615,0.1250735438466992,0.7100174721054905,0.11118514983291619,0.7093070784675561,0.1353280846359054,0.5203677998644016,0.521011948978214,0.530218871731637
Gate sigmoid low=0 mid=0 high=0.9 temp=2,0.3595724909808585,0.17829834393052624,0.532048963750102,0.2887603843500886,0.4568888888888889,0.26662067545843415,0.23927031535095095,0.1754596272686349,0.6705328411043407,0.12015929269358917,0.7004599850666685,0.10907779357943581,0.7077070061874127,0.1351766000407946,0.5191687413620343,0.518869724960789,0.5302356864613401
Gate sigmoid low=0 mid=0 high=1 temp=0.5,0.28210927245084205,0.16153671876900957,0.45269998707402304,0.28980167319418765,0.3794666666666667,0.24463811831034377,0.20106906737596114,0.16334688544950976,0.6917587521216503,0.12837511157132975,0.7201323602535689,0.1121630615269312,0.7114148837310734,0.13300160700914984,0.5215686094397051,0.5222476095938211,0.5275341198890228
Gate sigmoid low=0 mid=0 high=1 temp=1,0.3254147168886273,0.17096640461779586,0.5040800123075886,0.28762178515465137,0.41377777777777786,0.25016792066113064,0.21948310970307636,0.1651947147610951,0.6786859099180873,0.12583467658712372,0.7087099821924008,0.11162757521936884,0.707508201497407,0.1352242272714006,0.5204969989829129,0.5211516481692303,0.5303365748395594
Gate sigmoid low=0 mid=0 high=1 temp=2,0.35423998210020874,0.17765163815596563,0.5263980396566872,0.2886118043959861,0.44986666666666664,0.2651198126453645,0.23576467522315775,0.1742464913887191,0.6701014135291554,0.12058161719188779,0.699495059043632,0.10937852900976537,0.7065897873828768,0.13530834999241542,0.5191696318206344,0.5188871403602631,0.5298545525880671
Gate sigmoid low=0.1 mid=0 high=0.8 temp=0.5,0.3470886497461458,0.17319172092937116,0.5473402173022273,0.2906960320416229,0.4613333333333333,0.26574384160081926,0.24380214859958718,0.1747227270124677,0.6873784365001229,0.12496689556075981,0.7192287328813921,0.10978182595772933,0.7165386425759406,0.13303619375084746,0.5207229560334715,0.5215821756241973,0.5291090995712244
Gate sigmoid low=0.1 mid=0 high=0.8 temp=1,0.3678655881321998,0.17779964094952744,0.566489741947839,0.28839910638498434,0.4736888888888889,0.26904456782996244,0.24929741167113037,0.17792993988605432,0.6781581277549192,0.12272659126232581,0.7110189006987673,0.10968028258199984,0.7133166870292189,0.13509413427314584,0.519820993568978,0.5202531712257928,0.5304598828573831
Gate sigmoid low=0.1 mid=0 high=0.8 temp=2,0.37821924898721665,0.18139610997159855,0.5683336293151028,0.29022920689583825,0.4826666666666667,0.2723994379403872,0.2530247650721096,0.17705522484427677,0.6714921155602549,0.11874419062881407,0.7039854072405897,0.10800003546412176,0.7111704138788212,0.1347132273390524,0.5188784129037665,0.518492804913389,0.5301740324524283
Gate sigmoid low=0.1 mid=0 high=0.9 temp=0.5,0.330941465452314,0.17030186781120088,0.5304878544763931,0.29250240253821547,0.44044444444444447,0.26041818943331674,0.23305910177963302,0.17095046451587523,0.6889181745236131,0.1260408772980159,0.7198457171230369,0.11038650988522335,0.7151418356310334,0.13313158546153844,0.5209954924409195,0.5218197395133253,0.5291707535801362
Gate sigmoid low=0.1 mid=0 high=0.9 temp=1,0.3582310534498579,0.1763212248598006,0.5565535934799034,0.286382527126797,0.46222222222222226,0.2633828367914529,0.2440920526957666,0.17484412514187242,0.6785371118792718,0.12396775678633712,0.7109536839447179,0.11036531119063377,0.7118470868164926,0.135263342651884,0.519963728160852,0.5204817560868563,0.5304823024969874
Gate sigmoid low=0.1 mid=0 high=0.9 temp=2,0.3750448448768816,0.18095366746105762,0.5647261824063571,0.28997462432322213,0.47973333333333334,0.271716625077615,0.2516622057341914,0.17754214453782188,0.6716429732900332,0.11942951829506998,0.7040310746485364,0.10824388332453018,0.7109612966454065,0.1351182632024339,0.5188876853595936,0.518532586113854,0.5298041083989575
Gate sigmoid low=0.1 mid=0 high=1 temp=0.5,0.3116989285354419,0.16722898708257328,0.50657114193277,0.2925186996948234,0.4170666666666667,0.2561899236150304,0.219743084593801,0.1669199661181503,0.689119411177232,0.1267589502325731,0.7191443724526553,0.110943309280145,0.7126425896932146,0.13293047188111537,0.5212130510013682,0.5218790105470833,0.5290138161029061
Gate sigmoid low=0.1 mid=0 high=1 temp=1,0.3461176286491459,0.17448563352957497,0.5411988247444213,0.2874558263950622,0.44480000000000003,0.25831735598121824,0.23591429198805985,0.17309980499521632,0.6781589520539519,0.1245861219052841,0.7098917239578594,0.11058614838485263,0.7096655226151654,0.1351918779814722,0.520085524802304,0.5206251856827913,0.530218871731637
Gate sigmoid low=0.1 mid=0 high=1 temp=2,0.3694617491068516,0.17994618320388422,0.5573323480158959,0.28965819627745515,0.4735111111111111,0.271639160753286,0.24802181498154338,0.17711769207827535,0.6711241209347317,0.12025153359507591,0.7028488799584433,0.10878808778270363,0.7100905008004463,0.13510789636692314,0.5188872277999002,0.5185410977419049,0.5296583807415296
Gate sigmoid low=0.2 mid=0 high=0.8 temp=0.5,0.3689184855613815,0.1764751288524135,0.5821089296875482,0.29051919975706575,0.48817777777777777,0.2726075514730118,0.2570045771945238,0.1774240660438497,0.6845109892890203,0.12304282954064165,0.7177061578124461,0.10848636571711785,0.7177863272609708,0.13247857696348017,0.5202739828489836,0.5208957619553244,0.530073144074209
Gate sigmoid low=0.2 mid=0 high=0.8 temp=1,0.38243436361024336,0.18060562850660178,0.5903459729670504,0.29017575829998266,0.49466666666666664,0.27614121071286746,0.25938676021520274,0.18039123081535013,0.6772855342574855,0.12136054184146718,0.7114098960896217,0.10877659838292515,0.7155496415925642,0.13499804792413375,0.5194016189833219,0.519677670199076,0.5301572177227251
Gate sigmoid low=0.2 mid=0 high=0.8 temp=2,0.3900026259770759,0.18322263501705668,0.5927242169226103,0.2896521028613174,0.5022222222222221,0.27836668030308864,0.2633322728165557,0.18082998645207385,0.6716654791989046,0.11797910235650885,0.7060199026585221,0.10720341870607822,0.713743056437319,0.13433926043395947,0.5185958174085158,0.5181804507894926,0.5298209231286607
Gate sigmoid low=0.2 mid=0 high=0.9 temp=0.5,0.35406969162518137,0.1739255009033724,0.5666611732992267,0.28978182085404436,0.4722666666666667,0.26936450180309085,0.24898137068898937,0.17729755197741498,0.686183391801795,0.12427734803017214,0.7183043652184873,0.10911254009258015,0.7162825183718754,0.13285805296982647,0.5205127269101723,0.5211837510716432,0.5296471709217274
Gate sigmoid low=0.2 mid=0 high=0.9 temp=1,0.37454655809026305,0.17887458307110923,0.5827300152149114,0.2898317802760059,0.4854222222222223,0.2725827795468449,0.2553204410710313,0.178910213965023,0.6778470947890366,0.12251030380868541,0.7114553420234282,0.10918992401564771,0.7141760668447942,0.13484886741949695,0.5195349196461916,0.5199051080829075,0.5301123784435166
Gate sigmoid low=0.2 mid=0 high=0.9 temp=2,0.38668743382024107,0.1828449146821235,0.5886467449364138,0.2903451639794462,0.4965333333333333,0.27700768255310737,0.2604650069422733,0.1810858172300909,0.6718356276150145,0.11884753248457505,0.7058877277401646,0.10760737205392021,0.7137111855550612,0.1351831629261453,0.5186054217639763,0.5182064855615404,0.5295462825435081
Gate sigmoid low=0.2 mid=0 high=1 temp=0.5,0.3365246292540631,0.1715386366129009,0.5483147170792616,0.2910211277705177,0.4498666666666667,0.2635034011676882,0.2375322182300335,0.172851640391976,0.6867251507116849,0.12527836063633443,0.7180138513927838,0.10985209540829646,0.7137425104982477,0.13258353922701804,0.520708848806836,0.5213037654390891,0.5296751954712328
Gate sigmoid low=0.2 mid=0 high=1 temp=1,0.3638717810798215,0.17639474749724274,0.5716215986635401,0.28686698445446707,0.4712888888888889,0.2675818149487043,0.24781171693273896,0.17429527997658822,0.6776628919385463,0.12304163828783758,0.7105984704761554,0.10949265558105366,0.7126906678703757,0.13464040816534267,0.5196532589081679,0.5200475476703892,0.5300058851553962
Gate sigmoid low=0.2 mid=0 high=1 temp=2,0.38203276278371123,0.18202068638194904,0.581326603179117,0.29135839636685723,0.4904888888888889,0.27581369057789945,0.2565469228304108,0.17850234507004975,0.6717550442860671,0.11959747242447182,0.7051959556173445,0.1080791021188224,0.7125295825345055,0.1344447900819208,0.5186054812954297,0.518182148937183,0.5299722556959897
Gate sigmoid low=0.4 mid=0 high=0.8 temp=0.5,0.39645758958645166,0.18202761349930774,0.6151637602987364,0.2909505682569005,0.5172444444444445,0.281447491552003,0.27023418033942304,0.1815519273914228,0.679149379475336,0.11932165947352062,0.7142711682152559,0.10645725568708406,0.7194990225825556,0.13186999002359737,0.5191612730705184,0.5192888443663465,0.5296808003811339
Gate sigmoid low=0.4 mid=0 high=0.8 temp=1,0.40196308465561864,0.18423435005008756,0.6187437643659304,0.2901147080948578,0.5169777777777778,0.2820113263184362,0.26995142335703654,0.18240840386211007,0.6746552425045771,0.11827499798614567,0.7107574686537499,0.1064375105550371,0.7185323588377125,0.1329322363405986,0.5185517399434209,0.5184565972179136,0.5301908471821315
Gate sigmoid low=0.4 mid=0 high=0.8 temp=2,0.4055375298043123,0.18600488052875463,0.6190490659804825,0.29058285302927456,0.5191111111111112,0.2839301462392304,0.27086628779648336,0.18378917513478968,0.6714769355326049,0.11646085804550985,0.7079488520800131,0.1057726778394479,0.717833494300883,0.13280923289123134,0.5180470478317298,0.5175149800330113,0.5296023316425188
Gate sigmoid low=0.4 mid=0 high=0.9 temp=0.5,0.38695291119661146,0.17978082875881754,0.60826041845149,0.29107901877344033,0.5101333333333333,0.28067534635575153,0.26695766195924214,0.18180447268478234,0.6806174424643275,0.12080437833740745,0.7149039627424731,0.10701953204203853,0.7172834879234574,0.13256751036957726,0.5194054564844793,0.5196310681926721,0.5291203093910265
Gate sigmoid low=0.4 mid=0 high=0.9 temp=1,0.39646119128235324,0.18264089321688498,0.6142191772681513,0.28992779332435165,0.5120888888888889,0.2793261081905995,0.2689473954295289,0.18343401875415108,0.6755151477455509,0.11940176675546686,0.71097860735077,0.10693060667489528,0.7169670842076875,0.13299778068060045,0.518683135756856,0.5186561480250662,0.5296247512821232
Gate sigmoid low=0.4 mid=0 high=0.9 temp=2,0.40270738475983,0.18515546316115294,0.6156147543730992,0.2902037075727303,0.5159111111111112,0.2833329790480957,0.2691943647226247,0.18221274490992556,0.6717114694560415,0.11691924498118565,0.7078462073248925,0.10588182200992995,0.7171952463165038,0.13315429993850586,0.5180595780246124,0.5175027041072042,0.5292211977692458
Gate sigmoid low=0.4 mid=0 high=1 temp=0.5,0.37397068488596885,0.17669744433927567,0.5989582927118995,0.28944992085073157,0.49724444444444443,0.2773368023244524,0.26084129812715856,0.18011229630180042,0.6814144431589988,0.12181173803897655,0.7148466750411051,0.10757659138647321,0.715004121058006,0.13160688803154597,0.5196121284856301,0.5198446157346575,0.5291875683098394
Gate sigmoid low=0.4 mid=0 high=1 temp=1,0.3883015474730229,0.18076937361812562,0.6073938942162947,0.28816692445838377,0.5026666666666667,0.2778079793698742,0.26321888277055244,0.18015962376290567,0.6753508220581742,0.12027111708775505,0.7101441190112107,0.10742434168931736,0.7145644404705651,0.1334185596441796,0.5188010474604781,0.5187869725951725,0.529081075021719
Gate sigmoid low=0.4 mid=0 high=1 temp=2,0.3984294532108611,0.18389591070233616,0.6115498677897117,0.2885647329381024,0.5116444444444445,0.28036277457634273,0.2677292644069592,0.18128675471129,0.6715199018919955,0.11773433882981413,0.7070090332670637,0.10635409078064549,0.7160250622644889,0.13334495627276768,0.518062032008509,0.5174353430167089,0.5292268026791469
Gate sigmoid low=0.6 mid=0 high=0.8 temp=0.5,0.4085067775914467,0.18599935986324387,0.6236265501371703,0.2908666534798578,0.5273777777777778,0.2850892178549911,0.27457190043347796,0.1826689783677736,0.6735833453479119,0.1158297833571536,0.7105589725035836,0.10444059285593688,0.7198477298400042,0.13109713107751722,0.5180432238390291,0.5176570779740088,0.5293332959672673
Gate sigmoid low=0.6 mid=0 high=0.8 temp=1,0.4101927645987303,0.18662911346598346,0.6240943871159883,0.2904846546933488,0.5267555555555555,0.286000288046872,0.274092758121442,0.1827491125476377,0.6717148781833038,0.11535217108633783,0.7092113654390668,0.10430785803974092,0.7194796777886098,0.13129435162831996,0.5177660268570309,0.5172761113472224,0.5295518874534092
Gate sigmoid low=0.6 mid=0 high=0.8 temp=2,0.41144623544479336,0.1873776985909236,0.6247748120218722,0.29154933092019186,0.5255111111111112,0.2868597756407831,0.27332499268525756,0.18323679255759412,0.6703046896610417,0.11458615638717252,0.7081090392033299,0.10416900636210519,0.7193457562645008,0.131514716031461,0.5175386456067673,0.5168555299354776,0.5294734187147941
Gate sigmoid low=0.6 mid=0 high=0.9 temp=0.5,0.4022854845569999,0.18417337266036363,0.6205786915757011,0.2924664715688408,0.5255111111111112,0.28367724008379946,0.2746501552140274,0.18370960962753805,0.6750862127356425,0.11724202919511288,0.7111548265044447,0.10484089280683252,0.7178529694284489,0.13148580156301864,0.5182907446271083,0.5179731215132718,0.5289970013732029
Gate sigmoid low=0.6 mid=0 high=0.9 temp=1,0.40588788157748057,0.1856445862405614,0.621115619832438,0.291171562405117,0.5254222222222222,0.28347598353190506,0.27451103541824734,0.1841443421233042,0.6721469435639892,0.11649848063564064,0.7091263418896788,0.10477951018062906,0.717591293372335,0.13216751231513954,0.5178870557155163,0.5174133008891767,0.5292828517781577
Gate sigmoid low=0.6 mid=0 high=0.9 temp=2,0.40845521858094846,0.18675261226101228,0.6213738775955864,0.2922048721629776,0.5257777777777778,0.2850096141297132,0.274412405811119,0.18484519478604763,0.6702431006316201,0.1151738267931786,0.7077324256853931,0.10420774343653866,0.718091774822456,0.13181403747210238,0.5175476662712493,0.5167812309793147,0.5289801866434997
Gate sigmoid low=0.6 mid=0 high=1 temp=0.5,0.3933544866695785,0.18168498979847955,0.6186368685269884,0.29054192363548537,0.5184,0.28175355282673026,0.27149939256778977,0.18270111486273377,0.6756532141114918,0.11863999284276211,0.7109688299276625,0.105618819683422,0.7157200119131808,0.13174323433658236,0.5185085523086258,0.5182108660458306,0.529002606283104
Gate sigmoid low=0.6 mid=0 high=1 temp=1,0.3995763986416936,0.18375903308647218,0.6195248056258256,0.29073820821577107,0.5199111111111112,0.2827230912718797,0.27154197367342076,0.18278482491922832,0.672086749174249,0.11760941859437067,0.7083249380605797,0.1054104657070978,0.715442044515722,0.13302054939462166,0.5179957763282003,0.517500095370727,0.5288064344365664
