,pred_1,pred_2,pred_3,pred_4,pred_5
true_1,0.22100840336134453,0.22941176470588234,0.2411764705882353,0.3058823529411765,0.0025210084033613447
true_2,0.26899187768752986,0.26134734830387,0.29956999522216915,0.16937410415671286,0.000716674629718108
true_3,0.15754660252555622,0.15093205051112446,0.32962517538584885,0.35838845460012025,0.0035077169773501705
true_4,0.06615891781289075,0.05962259861316358,0.18136864840286462,0.6705695123337502,0.022280322837330908
true_5,0.038806694154741694,0.03662381760853747,0.11642008246422508,0.7162260489934513,0.09192335677904438
