scenario,n,qwk,within_one_accuracy,exact_accuracy,macro_recall,rmse_unclipped,mae_unclipped,spearman_unclipped,recall_class_1,mae_class_1,n_class_1,recall_class_2,mae_class_2,n_class_2,recall_class_3,mae_class_3,n_class_3,recall_class_4,mae_class_4,n_class_4,recall_class_5,mae_class_5,n_class_5
warm,37071,0.6495449206485833,0.9581883412910361,0.6223463084351649,0.4874422152605562,0.695916544586427,0.49815573372717215,0.7105458288597992,0.3352941176470588,1.1483539974789916,1190,0.49116101290014336,0.6098978750597229,4186,0.5859891761876127,0.47808892774103035,9978,0.7827100147777651,0.37112468665454135,17594,0.2420567547902013,0.7876833337375698,4123
