scenario,n,qwk,within_one_accuracy,exact_accuracy,macro_recall,rmse_unclipped,mae_unclipped,spearman_unclipped,recall_class_1,mae_class_1,n_class_1,recall_class_2,mae_class_2,n_class_2,recall_class_3,mae_class_3,n_class_3,recall_class_4,mae_class_4,n_class_4,recall_class_5,mae_class_5,n_class_5
cold,37071,0.3790458935498868,0.8387688489654986,0.4538048609425157,0.3148947592327716,1.1759677961397588,0.8362222024548132,0.4652199327574101,0.22100840336134453,1.6747642818619224,1190,0.26134734830387,0.9751650964137304,4186,0.32962517538584885,0.8901264699051629,9978,0.6705695123337502,0.6338450067745524,17594,0.09192335677904438,1.186279823500758,4123
